"","Units","scenario","region","year","account","value","rundate"
"51","million 1990$","Reference","Africa_Southern",2025,"GDP",212867,2024-02-25 19:37:56
"52","million 1990$","Reference","Africa_Southern",2030,"GDP",301627,2024-02-25 19:37:56
"53","million 1990$","Reference","Africa_Southern",2035,"GDP",436219,2024-02-25 19:37:56
"54","million 1990$","Reference","Africa_Southern",2040,"GDP",627758,2024-02-25 19:37:56
"55","million 1990$","Reference","Africa_Southern",2045,"GDP",892795,2024-02-25 19:37:56
"56","million 1990$","Reference","Africa_Southern",2050,"GDP",1248580,2024-02-25 19:37:56
"57","million 1990$","Reference","Africa_Southern",2055,"GDP",1708730,2024-02-25 19:37:56
"58","million 1990$","Reference","Africa_Southern",2060,"GDP",2282770,2024-02-25 19:37:56
"59","million 1990$","Reference","Africa_Southern",2065,"GDP",2974420,2024-02-25 19:37:56
"60","million 1990$","Reference","Africa_Southern",2070,"GDP",3779100,2024-02-25 19:37:56
"61","million 1990$","Reference","Africa_Southern",2075,"GDP",4685450,2024-02-25 19:37:56
"62","million 1990$","Reference","Africa_Southern",2080,"GDP",5693230,2024-02-25 19:37:56
"63","million 1990$","Reference","Africa_Southern",2085,"GDP",6789670,2024-02-25 19:37:56
"64","million 1990$","Reference","Africa_Southern",2090,"GDP",7959190,2024-02-25 19:37:56
"65","million 1990$","Reference","Africa_Southern",2095,"GDP",9185950,2024-02-25 19:37:56
"66","million 1990$","Reference","Africa_Southern",2100,"GDP",10444700,2024-02-25 19:37:56
"67","million 1990$","Reference","Africa_Western",1975,"GDP",136747,2024-02-25 19:37:56
"68","million 1990$","Reference","Africa_Western",1990,"GDP",167596,2024-02-25 19:37:56
"69","million 1990$","Reference","Africa_Western",2005,"GDP",292856,2024-02-25 19:37:56
"70","million 1990$","Reference","Africa_Western",2010,"GDP",393371,2024-02-25 19:37:56
"71","million 1990$","Reference","Africa_Western",2015,"GDP",499850,2024-02-25 19:37:56
"72","million 1990$","Reference","Africa_Western",2020,"GDP",565228,2024-02-25 19:37:56
"73","million 1990$","Reference","Africa_Western",2025,"GDP",697511,2024-02-25 19:37:56
"74","million 1990$","Reference","Africa_Western",2030,"GDP",1071620,2024-02-25 19:37:56
"75","million 1990$","Reference","Africa_Western",2035,"GDP",1662660,2024-02-25 19:37:56
"76","million 1990$","Reference","Africa_Western",2040,"GDP",2506880,2024-02-25 19:37:56
"77","million 1990$","Reference","Africa_Western",2045,"GDP",3657810,2024-02-25 19:37:56
"78","million 1990$","Reference","Africa_Western",2050,"GDP",5169700,2024-02-25 19:37:56
"79","million 1990$","Reference","Africa_Western",2055,"GDP",7101260,2024-02-25 19:37:56
"80","million 1990$","Reference","Africa_Western",2060,"GDP",9500560,2024-02-25 19:37:56
"81","million 1990$","Reference","Africa_Western",2065,"GDP",12391800,2024-02-25 19:37:56
"82","million 1990$","Reference","Africa_Western",2070,"GDP",15762200,2024-02-25 19:37:56
"83","million 1990$","Reference","Africa_Western",2075,"GDP",19585600,2024-02-25 19:37:56
"84","million 1990$","Reference","Africa_Western",2080,"GDP",23863600,2024-02-25 19:37:56
"85","million 1990$","Reference","Africa_Western",2085,"GDP",28553800,2024-02-25 19:37:56
"86","million 1990$","Reference","Africa_Western",2090,"GDP",33599800,2024-02-25 19:37:56
"87","million 1990$","Reference","Africa_Western",2095,"GDP",38946600,2024-02-25 19:37:56
"88","million 1990$","Reference","Africa_Western",2100,"GDP",44485700,2024-02-25 19:37:56
"89","million 1990$","Reference","Argentina",1975,"GDP",136953,2024-02-25 19:37:56
"90","million 1990$","Reference","Argentina",1990,"GDP",129111,2024-02-25 19:37:56
"91","million 1990$","Reference","Argentina",2005,"GDP",221566,2024-02-25 19:37:56
"92","million 1990$","Reference","Argentina",2010,"GDP",281343,2024-02-25 19:37:56
"93","million 1990$","Reference","Argentina",2015,"GDP",302727,2024-02-25 19:37:56
"94","million 1990$","Reference","Argentina",2020,"GDP",299468,2024-02-25 19:37:56
"95","million 1990$","Reference","Argentina",2025,"GDP",355995,2024-02-25 19:37:56
"96","million 1990$","Reference","Argentina",2030,"GDP",440128,2024-02-25 19:37:56
"97","million 1990$","Reference","Argentina",2035,"GDP",541395,2024-02-25 19:37:56
"98","million 1990$","Reference","Argentina",2040,"GDP",646581,2024-02-25 19:37:56
"99","million 1990$","Reference","Argentina",2045,"GDP",750615,2024-02-25 19:37:56
"100","million 1990$","Reference","Argentina",2050,"GDP",852721,2024-02-25 19:37:56
"101","million 1990$","Reference","Argentina",2055,"GDP",953904,2024-02-25 19:37:56
"102","million 1990$","Reference","Argentina",2060,"GDP",1054280,2024-02-25 19:37:56
"103","million 1990$","Reference","Argentina",2065,"GDP",1153490,2024-02-25 19:37:56
"104","million 1990$","Reference","Argentina",2070,"GDP",1248480,2024-02-25 19:37:56
"105","million 1990$","Reference","Argentina",2075,"GDP",1336040,2024-02-25 19:37:56
"106","million 1990$","Reference","Argentina",2080,"GDP",1420240,2024-02-25 19:37:56
"107","million 1990$","Reference","Argentina",2085,"GDP",1499740,2024-02-25 19:37:56
"108","million 1990$","Reference","Argentina",2090,"GDP",1574080,2024-02-25 19:37:56
"109","million 1990$","Reference","Argentina",2095,"GDP",1642840,2024-02-25 19:37:56
"110","million 1990$","Reference","Argentina",2100,"GDP",1703420,2024-02-25 19:37:56
"111","million 1990$","Reference","Australia_NZ",1975,"GDP",295338,2024-02-25 19:37:56
"112","million 1990$","Reference","Australia_NZ",1990,"GDP",475381,2024-02-25 19:37:56
"113","million 1990$","Reference","Australia_NZ",2005,"GDP",772867,2024-02-25 19:37:56
"114","million 1990$","Reference","Australia_NZ",2010,"GDP",882794,2024-02-25 19:37:56
"115","million 1990$","Reference","Australia_NZ",2015,"GDP",1013760,2024-02-25 19:37:56
"116","million 1990$","Reference","Australia_NZ",2020,"GDP",1153320,2024-02-25 19:37:56
"117","million 1990$","Reference","Australia_NZ",2025,"GDP",1324800,2024-02-25 19:37:56
"118","million 1990$","Reference","Australia_NZ",2030,"GDP",1597910,2024-02-25 19:37:56
"119","million 1990$","Reference","Australia_NZ",2035,"GDP",1932210,2024-02-25 19:37:56
"120","million 1990$","Reference","Australia_NZ",2040,"GDP",2318730,2024-02-25 19:37:56
"121","million 1990$","Reference","Australia_NZ",2045,"GDP",2761760,2024-02-25 19:37:56
"122","million 1990$","Reference","Australia_NZ",2050,"GDP",3246730,2024-02-25 19:37:56
"123","million 1990$","Reference","Australia_NZ",2055,"GDP",3783300,2024-02-25 19:37:56
"124","million 1990$","Reference","Australia_NZ",2060,"GDP",4398420,2024-02-25 19:37:56
"125","million 1990$","Reference","Australia_NZ",2065,"GDP",5094140,2024-02-25 19:37:56
"126","million 1990$","Reference","Australia_NZ",2070,"GDP",5871140,2024-02-25 19:37:56
"127","million 1990$","Reference","Australia_NZ",2075,"GDP",6717720,2024-02-25 19:37:56
"128","million 1990$","Reference","Australia_NZ",2080,"GDP",7622040,2024-02-25 19:37:56
"129","million 1990$","Reference","Australia_NZ",2085,"GDP",8577710,2024-02-25 19:37:56
"130","million 1990$","Reference","Australia_NZ",2090,"GDP",9589430,2024-02-25 19:37:56
"131","million 1990$","Reference","Australia_NZ",2095,"GDP",10668100,2024-02-25 19:37:56
"132","million 1990$","Reference","Australia_NZ",2100,"GDP",11825700,2024-02-25 19:37:56
"133","million 1990$","Reference","Brazil",1975,"GDP",479174,2024-02-25 19:37:56
"134","million 1990$","Reference","Brazil",1990,"GDP",786901,2024-02-25 19:37:56
"135","million 1990$","Reference","Brazil",2005,"GDP",1170820,2024-02-25 19:37:56
"136","million 1990$","Reference","Brazil",2010,"GDP",1457110,2024-02-25 19:37:56
"137","million 1990$","Reference","Brazil",2015,"GDP",1542290,2024-02-25 19:37:56
"138","million 1990$","Reference","Brazil",2020,"GDP",1594440,2024-02-25 19:37:56
"139","million 1990$","Reference","Brazil",2025,"GDP",1806570,2024-02-25 19:37:56
"140","million 1990$","Reference","Brazil",2030,"GDP",2235880,2024-02-25 19:37:56
"141","million 1990$","Reference","Brazil",2035,"GDP",2775860,2024-02-25 19:37:56
"142","million 1990$","Reference","Brazil",2040,"GDP",3380880,2024-02-25 19:37:56
"143","million 1990$","Reference","Brazil",2045,"GDP",4023880,2024-02-25 19:37:56
"144","million 1990$","Reference","Brazil",2050,"GDP",4677320,2024-02-25 19:37:56
"145","million 1990$","Reference","Brazil",2055,"GDP",5343030,2024-02-25 19:37:56
"146","million 1990$","Reference","Brazil",2060,"GDP",6011860,2024-02-25 19:37:56
"147","million 1990$","Reference","Brazil",2065,"GDP",6651700,2024-02-25 19:37:56
"148","million 1990$","Reference","Brazil",2070,"GDP",7254060,2024-02-25 19:37:56
"149","million 1990$","Reference","Brazil",2075,"GDP",7839080,2024-02-25 19:37:56
"150","million 1990$","Reference","Brazil",2080,"GDP",8395730,2024-02-25 19:37:56
"151","million 1990$","Reference","Brazil",2085,"GDP",8915570,2024-02-25 19:37:56
"152","million 1990$","Reference","Brazil",2090,"GDP",9383710,2024-02-25 19:37:56
"153","million 1990$","Reference","Brazil",2095,"GDP",9802020,2024-02-25 19:37:56
"154","million 1990$","Reference","Brazil",2100,"GDP",10159300,2024-02-25 19:37:56
"155","million 1990$","Reference","Canada",1975,"GDP",426773,2024-02-25 19:37:56
"156","million 1990$","Reference","Canada",1990,"GDP",668962,2024-02-25 19:37:56
"157","million 1990$","Reference","Canada",2005,"GDP",1005700,2024-02-25 19:37:56
"158","million 1990$","Reference","Canada",2010,"GDP",1064370,2024-02-25 19:37:56
"159","million 1990$","Reference","Canada",2015,"GDP",1189080,2024-02-25 19:37:56
"160","million 1990$","Reference","Canada",2020,"GDP",1303830,2024-02-25 19:37:56
"161","million 1990$","Reference","Canada",2025,"GDP",1428890,2024-02-25 19:37:56
"162","million 1990$","Reference","Canada",2030,"GDP",1671600,2024-02-25 19:37:56
"163","million 1990$","Reference","Canada",2035,"GDP",1997840,2024-02-25 19:37:56
"164","million 1990$","Reference","Canada",2040,"GDP",2388990,2024-02-25 19:37:56
"165","million 1990$","Reference","Canada",2045,"GDP",2831650,2024-02-25 19:37:56
"166","million 1990$","Reference","Canada",2050,"GDP",3309720,2024-02-25 19:37:56
"167","million 1990$","Reference","Canada",2055,"GDP",3824790,2024-02-25 19:37:56
"168","million 1990$","Reference","Canada",2060,"GDP",4398940,2024-02-25 19:37:56
"169","million 1990$","Reference","Canada",2065,"GDP",5046890,2024-02-25 19:37:56
"170","million 1990$","Reference","Canada",2070,"GDP",5772070,2024-02-25 19:37:56
"171","million 1990$","Reference","Canada",2075,"GDP",6567530,2024-02-25 19:37:56
"172","million 1990$","Reference","Canada",2080,"GDP",7427300,2024-02-25 19:37:56
"173","million 1990$","Reference","Canada",2085,"GDP",8340270,2024-02-25 19:37:56
"174","million 1990$","Reference","Canada",2090,"GDP",9307800,2024-02-25 19:37:56
"175","million 1990$","Reference","Canada",2095,"GDP",10342100,2024-02-25 19:37:56
"176","million 1990$","Reference","Canada",2100,"GDP",11460400,2024-02-25 19:37:56
"177","million 1990$","Reference","Central America and Caribbean",1975,"GDP",77055,2024-02-25 19:37:56
"178","million 1990$","Reference","Central America and Caribbean",1990,"GDP",113765,2024-02-25 19:37:56
"179","million 1990$","Reference","Central America and Caribbean",2005,"GDP",178918,2024-02-25 19:37:56
"180","million 1990$","Reference","Central America and Caribbean",2010,"GDP",218884,2024-02-25 19:37:56
"181","million 1990$","Reference","Central America and Caribbean",2015,"GDP",262055,2024-02-25 19:37:56
"182","million 1990$","Reference","Central America and Caribbean",2020,"GDP",300444,2024-02-25 19:37:56
"183","million 1990$","Reference","Central America and Caribbean",2025,"GDP",354151,2024-02-25 19:37:56
"184","million 1990$","Reference","Central America and Caribbean",2030,"GDP",452330,2024-02-25 19:37:56
"185","million 1990$","Reference","Central America and Caribbean",2035,"GDP",581471,2024-02-25 19:37:56
"186","million 1990$","Reference","Central America and Caribbean",2040,"GDP",733648,2024-02-25 19:37:56
"187","million 1990$","Reference","Central America and Caribbean",2045,"GDP",905996,2024-02-25 19:37:56
"188","million 1990$","Reference","Central America and Caribbean",2050,"GDP",1092410,2024-02-25 19:37:56
"189","million 1990$","Reference","Central America and Caribbean",2055,"GDP",1290290,2024-02-25 19:37:56
"190","million 1990$","Reference","Central America and Caribbean",2060,"GDP",1495820,2024-02-25 19:37:56
"191","million 1990$","Reference","Central America and Caribbean",2065,"GDP",1707480,2024-02-25 19:37:56
"192","million 1990$","Reference","Central America and Caribbean",2070,"GDP",1920030,2024-02-25 19:37:56
"193","million 1990$","Reference","Central America and Caribbean",2075,"GDP",2131510,2024-02-25 19:37:56
"194","million 1990$","Reference","Central America and Caribbean",2080,"GDP",2348830,2024-02-25 19:37:56
"195","million 1990$","Reference","Central America and Caribbean",2085,"GDP",2568110,2024-02-25 19:37:56
"196","million 1990$","Reference","Central America and Caribbean",2090,"GDP",2787210,2024-02-25 19:37:56
"197","million 1990$","Reference","Central America and Caribbean",2095,"GDP",3004370,2024-02-25 19:37:56
"198","million 1990$","Reference","Central America and Caribbean",2100,"GDP",3214520,2024-02-25 19:37:56
"199","million 1990$","Reference","Central Asia",1975,"GDP",82754,2024-02-25 19:37:56
"200","million 1990$","Reference","Central Asia",1990,"GDP",126205,2024-02-25 19:37:56
"201","million 1990$","Reference","Central Asia",2005,"GDP",134479,2024-02-25 19:37:56
"202","million 1990$","Reference","Central Asia",2010,"GDP",198646,2024-02-25 19:37:56
"203","million 1990$","Reference","Central Asia",2015,"GDP",258609,2024-02-25 19:37:56
"204","million 1990$","Reference","Central Asia",2020,"GDP",313001,2024-02-25 19:37:56
"205","million 1990$","Reference","Central Asia",2025,"GDP",390843,2024-02-25 19:37:56
"206","million 1990$","Reference","Central Asia",2030,"GDP",520789,2024-02-25 19:37:56
"207","million 1990$","Reference","Central Asia",2035,"GDP",674891,2024-02-25 19:37:56
"208","million 1990$","Reference","Central Asia",2040,"GDP",833063,2024-02-25 19:37:56
"209","million 1990$","Reference","Central Asia",2045,"GDP",979575,2024-02-25 19:37:56
"210","million 1990$","Reference","Central Asia",2050,"GDP",1102030,2024-02-25 19:37:56
"211","million 1990$","Reference","Central Asia",2055,"GDP",1208130,2024-02-25 19:37:56
"212","million 1990$","Reference","Central Asia",2060,"GDP",1314360,2024-02-25 19:37:56
"213","million 1990$","Reference","Central Asia",2065,"GDP",1426880,2024-02-25 19:37:56
"214","million 1990$","Reference","Central Asia",2070,"GDP",1533200,2024-02-25 19:37:56
"215","million 1990$","Reference","Central Asia",2075,"GDP",1624360,2024-02-25 19:37:56
"216","million 1990$","Reference","Central Asia",2080,"GDP",1710800,2024-02-25 19:37:56
"217","million 1990$","Reference","Central Asia",2085,"GDP",1793670,2024-02-25 19:37:56
"218","million 1990$","Reference","Central Asia",2090,"GDP",1878140,2024-02-25 19:37:56
"219","million 1990$","Reference","Central Asia",2095,"GDP",1964610,2024-02-25 19:37:56
"220","million 1990$","Reference","Central Asia",2100,"GDP",2047200,2024-02-25 19:37:56
"221","million 1990$","Reference","China",1975,"GDP",182652,2024-02-25 19:37:56
"222","million 1990$","Reference","China",1990,"GDP",620812,2024-02-25 19:37:56
"223","million 1990$","Reference","China",2005,"GDP",2490310,2024-02-25 19:37:56
"224","million 1990$","Reference","China",2010,"GDP",4193840,2024-02-25 19:37:56
"225","million 1990$","Reference","China",2015,"GDP",6072280,2024-02-25 19:37:56
"226","million 1990$","Reference","China",2020,"GDP",8275130,2024-02-25 19:37:56
"227","million 1990$","Reference","China",2025,"GDP",11002100,2024-02-25 19:37:56
"228","million 1990$","Reference","China",2030,"GDP",15346100,2024-02-25 19:37:56
"229","million 1990$","Reference","China",2035,"GDP",19973500,2024-02-25 19:37:56
"230","million 1990$","Reference","China",2040,"GDP",24170400,2024-02-25 19:37:56
"231","million 1990$","Reference","China",2045,"GDP",27783700,2024-02-25 19:37:56
"232","million 1990$","Reference","China",2050,"GDP",30559000,2024-02-25 19:37:56
"233","million 1990$","Reference","China",2055,"GDP",32495400,2024-02-25 19:37:56
"234","million 1990$","Reference","China",2060,"GDP",33956600,2024-02-25 19:37:56
"235","million 1990$","Reference","China",2065,"GDP",34998100,2024-02-25 19:37:56
"236","million 1990$","Reference","China",2070,"GDP",35659900,2024-02-25 19:37:56
"237","million 1990$","Reference","China",2075,"GDP",35927900,2024-02-25 19:37:56
"238","million 1990$","Reference","China",2080,"GDP",36059500,2024-02-25 19:37:56
"239","million 1990$","Reference","China",2085,"GDP",35976500,2024-02-25 19:37:56
"240","million 1990$","Reference","China",2090,"GDP",35766200,2024-02-25 19:37:56
"241","million 1990$","Reference","China",2095,"GDP",35436100,2024-02-25 19:37:56
"242","million 1990$","Reference","China",2100,"GDP",34933600,2024-02-25 19:37:56
"243","million 1990$","Reference","Colombia",1975,"GDP",52859,2024-02-25 19:37:56
"244","million 1990$","Reference","Colombia",1990,"GDP",97665,2024-02-25 19:37:56
"245","million 1990$","Reference","Colombia",2005,"GDP",151684,2024-02-25 19:37:56
"246","million 1990$","Reference","Colombia",2010,"GDP",189339,2024-02-25 19:37:56
"247","million 1990$","Reference","Colombia",2015,"GDP",236902,2024-02-25 19:37:56
"248","million 1990$","Reference","Colombia",2020,"GDP",270036,2024-02-25 19:37:56
"249","million 1990$","Reference","Colombia",2025,"GDP",324062,2024-02-25 19:37:56
"250","million 1990$","Reference","Colombia",2030,"GDP",411496,2024-02-25 19:37:56
"251","million 1990$","Reference","Colombia",2035,"GDP",529137,2024-02-25 19:37:56
"252","million 1990$","Reference","Colombia",2040,"GDP",667463,2024-02-25 19:37:56
"253","million 1990$","Reference","Colombia",2045,"GDP",821442,2024-02-25 19:37:56
"254","million 1990$","Reference","Colombia",2050,"GDP",987244,2024-02-25 19:37:56
"255","million 1990$","Reference","Colombia",2055,"GDP",1163170,2024-02-25 19:37:56
"256","million 1990$","Reference","Colombia",2060,"GDP",1346810,2024-02-25 19:37:56
"257","million 1990$","Reference","Colombia",2065,"GDP",1535600,2024-02-25 19:37:56
"258","million 1990$","Reference","Colombia",2070,"GDP",1724440,2024-02-25 19:37:56
"259","million 1990$","Reference","Colombia",2075,"GDP",1909310,2024-02-25 19:37:56
"260","million 1990$","Reference","Colombia",2080,"GDP",2093980,2024-02-25 19:37:56
"261","million 1990$","Reference","Colombia",2085,"GDP",2275020,2024-02-25 19:37:56
"262","million 1990$","Reference","Colombia",2090,"GDP",2446820,2024-02-25 19:37:56
"263","million 1990$","Reference","Colombia",2095,"GDP",2606800,2024-02-25 19:37:56
"264","million 1990$","Reference","Colombia",2100,"GDP",2750270,2024-02-25 19:37:56
"265","million 1990$","Reference","EU-12",1975,"GDP",351442,2024-02-25 19:37:56
"266","million 1990$","Reference","EU-12",1990,"GDP",529361,2024-02-25 19:37:56
"267","million 1990$","Reference","EU-12",2005,"GDP",731723,2024-02-25 19:37:56
"268","million 1990$","Reference","EU-12",2010,"GDP",849136,2024-02-25 19:37:56
"269","million 1990$","Reference","EU-12",2015,"GDP",958313,2024-02-25 19:37:56
"270","million 1990$","Reference","EU-12",2020,"GDP",1152440,2024-02-25 19:37:56
"271","million 1990$","Reference","EU-12",2025,"GDP",1325500,2024-02-25 19:37:56
"272","million 1990$","Reference","EU-12",2030,"GDP",1583900,2024-02-25 19:37:56
"273","million 1990$","Reference","EU-12",2035,"GDP",1872400,2024-02-25 19:37:56
"274","million 1990$","Reference","EU-12",2040,"GDP",2159940,2024-02-25 19:37:56
"275","million 1990$","Reference","EU-12",2045,"GDP",2436660,2024-02-25 19:37:56
"276","million 1990$","Reference","EU-12",2050,"GDP",2709900,2024-02-25 19:37:56
"277","million 1990$","Reference","EU-12",2055,"GDP",2990090,2024-02-25 19:37:56
"278","million 1990$","Reference","EU-12",2060,"GDP",3300670,2024-02-25 19:37:56
"279","million 1990$","Reference","EU-12",2065,"GDP",3645570,2024-02-25 19:37:56
"280","million 1990$","Reference","EU-12",2070,"GDP",4013210,2024-02-25 19:37:56
"281","million 1990$","Reference","EU-12",2075,"GDP",4389320,2024-02-25 19:37:56
"282","million 1990$","Reference","EU-12",2080,"GDP",4775480,2024-02-25 19:37:56
"283","million 1990$","Reference","EU-12",2085,"GDP",5174030,2024-02-25 19:37:56
"284","million 1990$","Reference","EU-12",2090,"GDP",5590610,2024-02-25 19:37:56
"285","million 1990$","Reference","EU-12",2095,"GDP",6037600,2024-02-25 19:37:56
"286","million 1990$","Reference","EU-12",2100,"GDP",6521990,2024-02-25 19:37:56
"287","million 1990$","Reference","EU-15",1975,"GDP",4711010,2024-02-25 19:37:56
"288","million 1990$","Reference","EU-15",1990,"GDP",7288400,2024-02-25 19:37:56
"289","million 1990$","Reference","EU-15",2005,"GDP",9949180,2024-02-25 19:37:56
"290","million 1990$","Reference","EU-15",2010,"GDP",10317600,2024-02-25 19:37:56
"291","million 1990$","Reference","EU-15",2015,"GDP",10847300,2024-02-25 19:37:56
"292","million 1990$","Reference","EU-15",2020,"GDP",11824000,2024-02-25 19:37:56
"293","million 1990$","Reference","EU-15",2025,"GDP",12785100,2024-02-25 19:37:56
"294","million 1990$","Reference","EU-15",2030,"GDP",14516700,2024-02-25 19:37:56
"295","million 1990$","Reference","EU-15",2035,"GDP",16658200,2024-02-25 19:37:56
"296","million 1990$","Reference","EU-15",2040,"GDP",19113800,2024-02-25 19:37:56
"297","million 1990$","Reference","EU-15",2045,"GDP",21850200,2024-02-25 19:37:56
"298","million 1990$","Reference","EU-15",2050,"GDP",24842700,2024-02-25 19:37:56
"299","million 1990$","Reference","EU-15",2055,"GDP",28181000,2024-02-25 19:37:56
"300","million 1990$","Reference","EU-15",2060,"GDP",32008700,2024-02-25 19:37:56
"301","million 1990$","Reference","EU-15",2065,"GDP",36328600,2024-02-25 19:37:56
"302","million 1990$","Reference","EU-15",2070,"GDP",41122400,2024-02-25 19:37:56
"303","million 1990$","Reference","EU-15",2075,"GDP",46369800,2024-02-25 19:37:56
"304","million 1990$","Reference","EU-15",2080,"GDP",52082700,2024-02-25 19:37:56
"305","million 1990$","Reference","EU-15",2085,"GDP",58243700,2024-02-25 19:37:56
"306","million 1990$","Reference","EU-15",2090,"GDP",64892300,2024-02-25 19:37:56
"307","million 1990$","Reference","EU-15",2095,"GDP",72086800,2024-02-25 19:37:56
"308","million 1990$","Reference","EU-15",2100,"GDP",79913400,2024-02-25 19:37:56
"309","million 1990$","Reference","Europe_Eastern",1975,"GDP",108569,2024-02-25 19:37:56
"310","million 1990$","Reference","Europe_Eastern",1990,"GDP",163162,2024-02-25 19:37:56
"311","million 1990$","Reference","Europe_Eastern",2005,"GDP",115143,2024-02-25 19:37:56
"312","million 1990$","Reference","Europe_Eastern",2010,"GDP",131294,2024-02-25 19:37:56
"313","million 1990$","Reference","Europe_Eastern",2015,"GDP",124640,2024-02-25 19:37:56
"314","million 1990$","Reference","Europe_Eastern",2020,"GDP",140321,2024-02-25 19:37:56
"315","million 1990$","Reference","Europe_Eastern",2025,"GDP",164244,2024-02-25 19:37:56
"316","million 1990$","Reference","Europe_Eastern",2030,"GDP",213932,2024-02-25 19:37:56
"317","million 1990$","Reference","Europe_Eastern",2035,"GDP",275715,2024-02-25 19:37:56
