"","Units","scenario","region","year","account","value","rundate"
"25","million 1990$","Reference","Africa_Northern",2005,"GDP",310900,2024-02-05 11:54:21
"26","million 1990$","Reference","Africa_Northern",2010,"GDP",387805,2024-02-05 11:54:21
"27","million 1990$","Reference","Africa_Northern",2015,"GDP",418411,2024-02-05 11:54:21
"28","million 1990$","Reference","Africa_Northern",2020,"GDP",515797,2024-02-05 11:54:21
"29","million 1990$","Reference","Africa_Northern",2025,"GDP",628805,2024-02-05 11:54:21
"30","million 1990$","Reference","Africa_Northern",2030,"GDP",816813,2024-02-05 11:54:21
"31","million 1990$","Reference","Africa_Northern",2035,"GDP",1046760,2024-02-05 11:54:21
"32","million 1990$","Reference","Africa_Northern",2040,"GDP",1306990,2024-02-05 11:54:21
"33","million 1990$","Reference","Africa_Northern",2045,"GDP",1586290,2024-02-05 11:54:21
"34","million 1990$","Reference","Africa_Northern",2050,"GDP",1871340,2024-02-05 11:54:21
"35","million 1990$","Reference","Africa_Northern",2055,"GDP",2161750,2024-02-05 11:54:21
"36","million 1990$","Reference","Africa_Northern",2060,"GDP",2456780,2024-02-05 11:54:21
"37","million 1990$","Reference","Africa_Northern",2065,"GDP",2749710,2024-02-05 11:54:21
"38","million 1990$","Reference","Africa_Northern",2070,"GDP",3021540,2024-02-05 11:54:21
"39","million 1990$","Reference","Africa_Northern",2075,"GDP",3264080,2024-02-05 11:54:21
"40","million 1990$","Reference","Africa_Northern",2080,"GDP",3481030,2024-02-05 11:54:21
"41","million 1990$","Reference","Africa_Northern",2085,"GDP",3674250,2024-02-05 11:54:21
"42","million 1990$","Reference","Africa_Northern",2090,"GDP",3848390,2024-02-05 11:54:21
"43","million 1990$","Reference","Africa_Northern",2095,"GDP",4002890,2024-02-05 11:54:21
"44","million 1990$","Reference","Africa_Northern",2100,"GDP",4126070,2024-02-05 11:54:21
"45","million 1990$","Reference","Africa_Southern",1975,"GDP",28497,2024-02-05 11:54:21
"46","million 1990$","Reference","Africa_Southern",1990,"GDP",42717,2024-02-05 11:54:21
"47","million 1990$","Reference","Africa_Southern",2005,"GDP",79377,2024-02-05 11:54:21
"48","million 1990$","Reference","Africa_Southern",2010,"GDP",120196,2024-02-05 11:54:21
"49","million 1990$","Reference","Africa_Southern",2015,"GDP",155391,2024-02-05 11:54:21
"50","million 1990$","Reference","Africa_Southern",2020,"GDP",172716,2024-02-05 11:54:21
"51","million 1990$","Reference","Africa_Southern",2025,"GDP",211761,2024-02-05 11:54:21
"52","million 1990$","Reference","Africa_Southern",2030,"GDP",283324,2024-02-05 11:54:21
"53","million 1990$","Reference","Africa_Southern",2035,"GDP",384380,2024-02-05 11:54:21
"54","million 1990$","Reference","Africa_Southern",2040,"GDP",526567,2024-02-05 11:54:21
"55","million 1990$","Reference","Africa_Southern",2045,"GDP",721457,2024-02-05 11:54:21
"56","million 1990$","Reference","Africa_Southern",2050,"GDP",979249,2024-02-05 11:54:21
"57","million 1990$","Reference","Africa_Southern",2055,"GDP",1306800,2024-02-05 11:54:21
"58","million 1990$","Reference","Africa_Southern",2060,"GDP",1707510,2024-02-05 11:54:21
"59","million 1990$","Reference","Africa_Southern",2065,"GDP",2179300,2024-02-05 11:54:21
"60","million 1990$","Reference","Africa_Southern",2070,"GDP",2714150,2024-02-05 11:54:21
"61","million 1990$","Reference","Africa_Southern",2075,"GDP",3298760,2024-02-05 11:54:21
"62","million 1990$","Reference","Africa_Southern",2080,"GDP",3926990,2024-02-05 11:54:21
"63","million 1990$","Reference","Africa_Southern",2085,"GDP",4584870,2024-02-05 11:54:21
"64","million 1990$","Reference","Africa_Southern",2090,"GDP",5256870,2024-02-05 11:54:21
"65","million 1990$","Reference","Africa_Southern",2095,"GDP",5928350,2024-02-05 11:54:21
"66","million 1990$","Reference","Africa_Southern",2100,"GDP",6580200,2024-02-05 11:54:21
"67","million 1990$","Reference","Africa_Western",1975,"GDP",136747,2024-02-05 11:54:21
"68","million 1990$","Reference","Africa_Western",1990,"GDP",167596,2024-02-05 11:54:21
"69","million 1990$","Reference","Africa_Western",2005,"GDP",292856,2024-02-05 11:54:21
"70","million 1990$","Reference","Africa_Western",2010,"GDP",393371,2024-02-05 11:54:21
"71","million 1990$","Reference","Africa_Western",2015,"GDP",499850,2024-02-05 11:54:21
"72","million 1990$","Reference","Africa_Western",2020,"GDP",565228,2024-02-05 11:54:21
"73","million 1990$","Reference","Africa_Western",2025,"GDP",694684,2024-02-05 11:54:21
"74","million 1990$","Reference","Africa_Western",2030,"GDP",1014210,2024-02-05 11:54:21
"75","million 1990$","Reference","Africa_Western",2035,"GDP",1481160,2024-02-05 11:54:21
"76","million 1990$","Reference","Africa_Western",2040,"GDP",2131500,2024-02-05 11:54:21
"77","million 1990$","Reference","Africa_Western",2045,"GDP",3001770,2024-02-05 11:54:21
"78","million 1990$","Reference","Africa_Western",2050,"GDP",4122940,2024-02-05 11:54:21
"79","million 1990$","Reference","Africa_Western",2055,"GDP",5524400,2024-02-05 11:54:21
"80","million 1990$","Reference","Africa_Western",2060,"GDP",7223630,2024-02-05 11:54:21
"81","million 1990$","Reference","Africa_Western",2065,"GDP",9214970,2024-02-05 11:54:21
"82","million 1990$","Reference","Africa_Western",2070,"GDP",11463900,2024-02-05 11:54:21
"83","million 1990$","Reference","Africa_Western",2075,"GDP",13923700,2024-02-05 11:54:21
"84","million 1990$","Reference","Africa_Western",2080,"GDP",16566700,2024-02-05 11:54:21
"85","million 1990$","Reference","Africa_Western",2085,"GDP",19338600,2024-02-05 11:54:21
"86","million 1990$","Reference","Africa_Western",2090,"GDP",22177900,2024-02-05 11:54:21
"87","million 1990$","Reference","Africa_Western",2095,"GDP",25029000,2024-02-05 11:54:21
"88","million 1990$","Reference","Africa_Western",2100,"GDP",27809000,2024-02-05 11:54:21
"89","million 1990$","Reference","Argentina",1975,"GDP",136953,2024-02-05 11:54:21
"90","million 1990$","Reference","Argentina",1990,"GDP",129111,2024-02-05 11:54:21
"91","million 1990$","Reference","Argentina",2005,"GDP",221566,2024-02-05 11:54:21
"92","million 1990$","Reference","Argentina",2010,"GDP",281343,2024-02-05 11:54:21
"93","million 1990$","Reference","Argentina",2015,"GDP",302727,2024-02-05 11:54:21
"94","million 1990$","Reference","Argentina",2020,"GDP",299468,2024-02-05 11:54:21
"95","million 1990$","Reference","Argentina",2025,"GDP",354974,2024-02-05 11:54:21
"96","million 1990$","Reference","Argentina",2030,"GDP",423652,2024-02-05 11:54:21
"97","million 1990$","Reference","Argentina",2035,"GDP",500906,2024-02-05 11:54:21
"98","million 1990$","Reference","Argentina",2040,"GDP",579624,2024-02-05 11:54:21
"99","million 1990$","Reference","Argentina",2045,"GDP",654583,2024-02-05 11:54:21
"100","million 1990$","Reference","Argentina",2050,"GDP",724581,2024-02-05 11:54:21
"101","million 1990$","Reference","Argentina",2055,"GDP",789824,2024-02-05 11:54:21
"102","million 1990$","Reference","Argentina",2060,"GDP",850282,2024-02-05 11:54:21
"103","million 1990$","Reference","Argentina",2065,"GDP",905314,2024-02-05 11:54:21
"104","million 1990$","Reference","Argentina",2070,"GDP",953123,2024-02-05 11:54:21
"105","million 1990$","Reference","Argentina",2075,"GDP",991436,2024-02-05 11:54:21
"106","million 1990$","Reference","Argentina",2080,"GDP",1023590,2024-02-05 11:54:21
"107","million 1990$","Reference","Argentina",2085,"GDP",1048860,2024-02-05 11:54:21
"108","million 1990$","Reference","Argentina",2090,"GDP",1067250,2024-02-05 11:54:21
"109","million 1990$","Reference","Argentina",2095,"GDP",1078890,2024-02-05 11:54:21
"110","million 1990$","Reference","Argentina",2100,"GDP",1082670,2024-02-05 11:54:21
"111","million 1990$","Reference","Australia_NZ",1975,"GDP",295338,2024-02-05 11:54:21
"112","million 1990$","Reference","Australia_NZ",1990,"GDP",475381,2024-02-05 11:54:21
"113","million 1990$","Reference","Australia_NZ",2005,"GDP",772867,2024-02-05 11:54:21
"114","million 1990$","Reference","Australia_NZ",2010,"GDP",882794,2024-02-05 11:54:21
"115","million 1990$","Reference","Australia_NZ",2015,"GDP",1013760,2024-02-05 11:54:21
"116","million 1990$","Reference","Australia_NZ",2020,"GDP",1153320,2024-02-05 11:54:21
"117","million 1990$","Reference","Australia_NZ",2025,"GDP",1316880,2024-02-05 11:54:21
"118","million 1990$","Reference","Australia_NZ",2030,"GDP",1513270,2024-02-05 11:54:21
"119","million 1990$","Reference","Australia_NZ",2035,"GDP",1734610,2024-02-05 11:54:21
"120","million 1990$","Reference","Australia_NZ",2040,"GDP",1974620,2024-02-05 11:54:21
"121","million 1990$","Reference","Australia_NZ",2045,"GDP",2231230,2024-02-05 11:54:21
"122","million 1990$","Reference","Australia_NZ",2050,"GDP",2486760,2024-02-05 11:54:21
"123","million 1990$","Reference","Australia_NZ",2055,"GDP",2745120,2024-02-05 11:54:21
"124","million 1990$","Reference","Australia_NZ",2060,"GDP",3021860,2024-02-05 11:54:21
"125","million 1990$","Reference","Australia_NZ",2065,"GDP",3311110,2024-02-05 11:54:21
"126","million 1990$","Reference","Australia_NZ",2070,"GDP",3603220,2024-02-05 11:54:21
"127","million 1990$","Reference","Australia_NZ",2075,"GDP",3884210,2024-02-05 11:54:21
"128","million 1990$","Reference","Australia_NZ",2080,"GDP",4152430,2024-02-05 11:54:21
"129","million 1990$","Reference","Australia_NZ",2085,"GDP",4401050,2024-02-05 11:54:21
"130","million 1990$","Reference","Australia_NZ",2090,"GDP",4633040,2024-02-05 11:54:21
"131","million 1990$","Reference","Australia_NZ",2095,"GDP",4853240,2024-02-05 11:54:21
"132","million 1990$","Reference","Australia_NZ",2100,"GDP",5060600,2024-02-05 11:54:21
"133","million 1990$","Reference","Brazil",1975,"GDP",479174,2024-02-05 11:54:21
"134","million 1990$","Reference","Brazil",1990,"GDP",786901,2024-02-05 11:54:21
"135","million 1990$","Reference","Brazil",2005,"GDP",1170820,2024-02-05 11:54:21
"136","million 1990$","Reference","Brazil",2010,"GDP",1457110,2024-02-05 11:54:21
"137","million 1990$","Reference","Brazil",2015,"GDP",1542290,2024-02-05 11:54:21
"138","million 1990$","Reference","Brazil",2020,"GDP",1594440,2024-02-05 11:54:21
"139","million 1990$","Reference","Brazil",2025,"GDP",1800400,2024-02-05 11:54:21
"140","million 1990$","Reference","Brazil",2030,"GDP",2145910,2024-02-05 11:54:21
"141","million 1990$","Reference","Brazil",2035,"GDP",2548840,2024-02-05 11:54:21
"142","million 1990$","Reference","Brazil",2040,"GDP",2987890,2024-02-05 11:54:21
"143","million 1990$","Reference","Brazil",2045,"GDP",3437420,2024-02-05 11:54:21
"144","million 1990$","Reference","Brazil",2050,"GDP",3873920,2024-02-05 11:54:21
"145","million 1990$","Reference","Brazil",2055,"GDP",4297780,2024-02-05 11:54:21
"146","million 1990$","Reference","Brazil",2060,"GDP",4700270,2024-02-05 11:54:21
"147","million 1990$","Reference","Brazil",2065,"GDP",5056950,2024-02-05 11:54:21
"148","million 1990$","Reference","Brazil",2070,"GDP",5364650,2024-02-05 11:54:21
"149","million 1990$","Reference","Brazil",2075,"GDP",5638600,2024-02-05 11:54:21
"150","million 1990$","Reference","Brazil",2080,"GDP",5870910,2024-02-05 11:54:21
"151","million 1990$","Reference","Brazil",2085,"GDP",6056900,2024-02-05 11:54:21
"152","million 1990$","Reference","Brazil",2090,"GDP",6189110,2024-02-05 11:54:21
"153","million 1990$","Reference","Brazil",2095,"GDP",6271980,2024-02-05 11:54:21
"154","million 1990$","Reference","Brazil",2100,"GDP",6302210,2024-02-05 11:54:21
"155","million 1990$","Reference","Canada",1975,"GDP",426773,2024-02-05 11:54:21
"156","million 1990$","Reference","Canada",1990,"GDP",668962,2024-02-05 11:54:21
"157","million 1990$","Reference","Canada",2005,"GDP",1005700,2024-02-05 11:54:21
"158","million 1990$","Reference","Canada",2010,"GDP",1064370,2024-02-05 11:54:21
"159","million 1990$","Reference","Canada",2015,"GDP",1189080,2024-02-05 11:54:21
"160","million 1990$","Reference","Canada",2020,"GDP",1303830,2024-02-05 11:54:21
"161","million 1990$","Reference","Canada",2025,"GDP",1417880,2024-02-05 11:54:21
"162","million 1990$","Reference","Canada",2030,"GDP",1548560,2024-02-05 11:54:21
"163","million 1990$","Reference","Canada",2035,"GDP",1704400,2024-02-05 11:54:21
"164","million 1990$","Reference","Canada",2040,"GDP",1877890,2024-02-05 11:54:21
"165","million 1990$","Reference","Canada",2045,"GDP",2062010,2024-02-05 11:54:21
"166","million 1990$","Reference","Canada",2050,"GDP",2248550,2024-02-05 11:54:21
"167","million 1990$","Reference","Canada",2055,"GDP",2439820,2024-02-05 11:54:21
"168","million 1990$","Reference","Canada",2060,"GDP",2648820,2024-02-05 11:54:21
"169","million 1990$","Reference","Canada",2065,"GDP",2880100,2024-02-05 11:54:21
"170","million 1990$","Reference","Canada",2070,"GDP",3123880,2024-02-05 11:54:21
"171","million 1990$","Reference","Canada",2075,"GDP",3367030,2024-02-05 11:54:21
"172","million 1990$","Reference","Canada",2080,"GDP",3608920,2024-02-05 11:54:21
"173","million 1990$","Reference","Canada",2085,"GDP",3838160,2024-02-05 11:54:21
"174","million 1990$","Reference","Canada",2090,"GDP",4054340,2024-02-05 11:54:21
"175","million 1990$","Reference","Canada",2095,"GDP",4261960,2024-02-05 11:54:21
"176","million 1990$","Reference","Canada",2100,"GDP",4462720,2024-02-05 11:54:21
"177","million 1990$","Reference","Central America and Caribbean",1975,"GDP",77055,2024-02-05 11:54:21
"178","million 1990$","Reference","Central America and Caribbean",1990,"GDP",113765,2024-02-05 11:54:21
"179","million 1990$","Reference","Central America and Caribbean",2005,"GDP",178918,2024-02-05 11:54:21
"180","million 1990$","Reference","Central America and Caribbean",2010,"GDP",218884,2024-02-05 11:54:21
"181","million 1990$","Reference","Central America and Caribbean",2015,"GDP",262055,2024-02-05 11:54:21
"182","million 1990$","Reference","Central America and Caribbean",2020,"GDP",300444,2024-02-05 11:54:21
"183","million 1990$","Reference","Central America and Caribbean",2025,"GDP",353179,2024-02-05 11:54:21
"184","million 1990$","Reference","Central America and Caribbean",2030,"GDP",436553,2024-02-05 11:54:21
"185","million 1990$","Reference","Central America and Caribbean",2035,"GDP",540162,2024-02-05 11:54:21
"186","million 1990$","Reference","Central America and Caribbean",2040,"GDP",660862,2024-02-05 11:54:21
"187","million 1990$","Reference","Central America and Caribbean",2045,"GDP",795997,2024-02-05 11:54:21
"188","million 1990$","Reference","Central America and Caribbean",2050,"GDP",940232,2024-02-05 11:54:21
"189","million 1990$","Reference","Central America and Caribbean",2055,"GDP",1091070,2024-02-05 11:54:21
"190","million 1990$","Reference","Central America and Caribbean",2060,"GDP",1244960,2024-02-05 11:54:21
"191","million 1990$","Reference","Central America and Caribbean",2065,"GDP",1399210,2024-02-05 11:54:21
"192","million 1990$","Reference","Central America and Caribbean",2070,"GDP",1549460,2024-02-05 11:54:21
"193","million 1990$","Reference","Central America and Caribbean",2075,"GDP",1693020,2024-02-05 11:54:21
"194","million 1990$","Reference","Central America and Caribbean",2080,"GDP",1832810,2024-02-05 11:54:21
"195","million 1990$","Reference","Central America and Caribbean",2085,"GDP",1965220,2024-02-05 11:54:21
"196","million 1990$","Reference","Central America and Caribbean",2090,"GDP",2087460,2024-02-05 11:54:21
"197","million 1990$","Reference","Central America and Caribbean",2095,"GDP",2197240,2024-02-05 11:54:21
"198","million 1990$","Reference","Central America and Caribbean",2100,"GDP",2290560,2024-02-05 11:54:21
"199","million 1990$","Reference","Central Asia",1975,"GDP",82754,2024-02-05 11:54:21
"200","million 1990$","Reference","Central Asia",1990,"GDP",126205,2024-02-05 11:54:21
"201","million 1990$","Reference","Central Asia",2005,"GDP",134479,2024-02-05 11:54:21
"202","million 1990$","Reference","Central Asia",2010,"GDP",198646,2024-02-05 11:54:21
"203","million 1990$","Reference","Central Asia",2015,"GDP",258609,2024-02-05 11:54:21
"204","million 1990$","Reference","Central Asia",2020,"GDP",313001,2024-02-05 11:54:21
"205","million 1990$","Reference","Central Asia",2025,"GDP",389167,2024-02-05 11:54:21
"206","million 1990$","Reference","Central Asia",2030,"GDP",497082,2024-02-05 11:54:21
"207","million 1990$","Reference","Central Asia",2035,"GDP",615505,2024-02-05 11:54:21
"208","million 1990$","Reference","Central Asia",2040,"GDP",735437,2024-02-05 11:54:21
"209","million 1990$","Reference","Central Asia",2045,"GDP",844564,2024-02-05 11:54:21
"210","million 1990$","Reference","Central Asia",2050,"GDP",934387,2024-02-05 11:54:21
"211","million 1990$","Reference","Central Asia",2055,"GDP",1011110,2024-02-05 11:54:21
"212","million 1990$","Reference","Central Asia",2060,"GDP",1085140,2024-02-05 11:54:21
"213","million 1990$","Reference","Central Asia",2065,"GDP",1160320,2024-02-05 11:54:21
"214","million 1990$","Reference","Central Asia",2070,"GDP",1226180,2024-02-05 11:54:21
"215","million 1990$","Reference","Central Asia",2075,"GDP",1274760,2024-02-05 11:54:21
"216","million 1990$","Reference","Central Asia",2080,"GDP",1313730,2024-02-05 11:54:21
"217","million 1990$","Reference","Central Asia",2085,"GDP",1344880,2024-02-05 11:54:21
"218","million 1990$","Reference","Central Asia",2090,"GDP",1372020,2024-02-05 11:54:21
"219","million 1990$","Reference","Central Asia",2095,"GDP",1395200,2024-02-05 11:54:21
"220","million 1990$","Reference","Central Asia",2100,"GDP",1410350,2024-02-05 11:54:21
"221","million 1990$","Reference","China",1975,"GDP",182652,2024-02-05 11:54:21
"222","million 1990$","Reference","China",1990,"GDP",620812,2024-02-05 11:54:21
"223","million 1990$","Reference","China",2005,"GDP",2490310,2024-02-05 11:54:21
"224","million 1990$","Reference","China",2010,"GDP",4193840,2024-02-05 11:54:21
"225","million 1990$","Reference","China",2015,"GDP",6072280,2024-02-05 11:54:21
"226","million 1990$","Reference","China",2020,"GDP",8275130,2024-02-05 11:54:21
"227","million 1990$","Reference","China",2025,"GDP",10931000,2024-02-05 11:54:21
"228","million 1990$","Reference","China",2030,"GDP",14458100,2024-02-05 11:54:21
"229","million 1990$","Reference","China",2035,"GDP",18011500,2024-02-05 11:54:21
"230","million 1990$","Reference","China",2040,"GDP",21183500,2024-02-05 11:54:21
"231","million 1990$","Reference","China",2045,"GDP",23841700,2024-02-05 11:54:21
"232","million 1990$","Reference","China",2050,"GDP",25748000,2024-02-05 11:54:21
"233","million 1990$","Reference","China",2055,"GDP",26874800,2024-02-05 11:54:21
"234","million 1990$","Reference","China",2060,"GDP",27517500,2024-02-05 11:54:21
"235","million 1990$","Reference","China",2065,"GDP",27739800,2024-02-05 11:54:21
"236","million 1990$","Reference","China",2070,"GDP",27602700,2024-02-05 11:54:21
"237","million 1990$","Reference","China",2075,"GDP",27117600,2024-02-05 11:54:21
"238","million 1990$","Reference","China",2080,"GDP",26502300,2024-02-05 11:54:21
"239","million 1990$","Reference","China",2085,"GDP",25714800,2024-02-05 11:54:21
"240","million 1990$","Reference","China",2090,"GDP",24836100,2024-02-05 11:54:21
"241","million 1990$","Reference","China",2095,"GDP",23884600,2024-02-05 11:54:21
"242","million 1990$","Reference","China",2100,"GDP",22838500,2024-02-05 11:54:21
"243","million 1990$","Reference","Colombia",1975,"GDP",52859,2024-02-05 11:54:21
"244","million 1990$","Reference","Colombia",1990,"GDP",97665,2024-02-05 11:54:21
"245","million 1990$","Reference","Colombia",2005,"GDP",151684,2024-02-05 11:54:21
"246","million 1990$","Reference","Colombia",2010,"GDP",189339,2024-02-05 11:54:21
"247","million 1990$","Reference","Colombia",2015,"GDP",236902,2024-02-05 11:54:21
"248","million 1990$","Reference","Colombia",2020,"GDP",270036,2024-02-05 11:54:21
"249","million 1990$","Reference","Colombia",2025,"GDP",322812,2024-02-05 11:54:21
"250","million 1990$","Reference","Colombia",2030,"GDP",394714,2024-02-05 11:54:21
"251","million 1990$","Reference","Colombia",2035,"GDP",486016,2024-02-05 11:54:21
"252","million 1990$","Reference","Colombia",2040,"GDP",590885,2024-02-05 11:54:21
"253","million 1990$","Reference","Colombia",2045,"GDP",704045,2024-02-05 11:54:21
"254","million 1990$","Reference","Colombia",2050,"GDP",821682,2024-02-05 11:54:21
"255","million 1990$","Reference","Colombia",2055,"GDP",941596,2024-02-05 11:54:21
"256","million 1990$","Reference","Colombia",2060,"GDP",1061060,2024-02-05 11:54:21
"257","million 1990$","Reference","Colombia",2065,"GDP",1177590,2024-02-05 11:54:21
"258","million 1990$","Reference","Colombia",2070,"GDP",1287300,2024-02-05 11:54:21
"259","million 1990$","Reference","Colombia",2075,"GDP",1387000,2024-02-05 11:54:21
"260","million 1990$","Reference","Colombia",2080,"GDP",1479310,2024-02-05 11:54:21
"261","million 1990$","Reference","Colombia",2085,"GDP",1561800,2024-02-05 11:54:21
"262","million 1990$","Reference","Colombia",2090,"GDP",1630950,2024-02-05 11:54:21
"263","million 1990$","Reference","Colombia",2095,"GDP",1685750,2024-02-05 11:54:21
"264","million 1990$","Reference","Colombia",2100,"GDP",1724170,2024-02-05 11:54:21
"265","million 1990$","Reference","EU-12",1975,"GDP",351442,2024-02-05 11:54:21
"266","million 1990$","Reference","EU-12",1990,"GDP",529361,2024-02-05 11:54:21
"267","million 1990$","Reference","EU-12",2005,"GDP",731723,2024-02-05 11:54:21
"268","million 1990$","Reference","EU-12",2010,"GDP",849136,2024-02-05 11:54:21
"269","million 1990$","Reference","EU-12",2015,"GDP",958313,2024-02-05 11:54:21
"270","million 1990$","Reference","EU-12",2020,"GDP",1152440,2024-02-05 11:54:21
"271","million 1990$","Reference","EU-12",2025,"GDP",1319330,2024-02-05 11:54:21
"272","million 1990$","Reference","EU-12",2030,"GDP",1522640,2024-02-05 11:54:21
"273","million 1990$","Reference","EU-12",2035,"GDP",1736790,2024-02-05 11:54:21
"274","million 1990$","Reference","EU-12",2040,"GDP",1937310,2024-02-05 11:54:21
"275","million 1990$","Reference","EU-12",2045,"GDP",2109340,2024-02-05 11:54:21
"276","million 1990$","Reference","EU-12",2050,"GDP",2257410,2024-02-05 11:54:21
"277","million 1990$","Reference","EU-12",2055,"GDP",2389640,2024-02-05 11:54:21
"278","million 1990$","Reference","EU-12",2060,"GDP",2524450,2024-02-05 11:54:21
"279","million 1990$","Reference","EU-12",2065,"GDP",2662800,2024-02-05 11:54:21
"280","million 1990$","Reference","EU-12",2070,"GDP",2791510,2024-02-05 11:54:21
"281","million 1990$","Reference","EU-12",2075,"GDP",2898240,2024-02-05 11:54:21
"282","million 1990$","Reference","EU-12",2080,"GDP",2988090,2024-02-05 11:54:21
"283","million 1990$","Reference","EU-12",2085,"GDP",3064080,2024-02-05 11:54:21
"284","million 1990$","Reference","EU-12",2090,"GDP",3130640,2024-02-05 11:54:21
"285","million 1990$","Reference","EU-12",2095,"GDP",3193860,2024-02-05 11:54:21
"286","million 1990$","Reference","EU-12",2100,"GDP",3253360,2024-02-05 11:54:21
"287","million 1990$","Reference","EU-15",1975,"GDP",4711010,2024-02-05 11:54:21
"288","million 1990$","Reference","EU-15",1990,"GDP",7288400,2024-02-05 11:54:21
"289","million 1990$","Reference","EU-15",2005,"GDP",9949180,2024-02-05 11:54:21
"290","million 1990$","Reference","EU-15",2010,"GDP",10317600,2024-02-05 11:54:21
"291","million 1990$","Reference","EU-15",2015,"GDP",10847300,2024-02-05 11:54:21
"292","million 1990$","Reference","EU-15",2020,"GDP",11824000,2024-02-05 11:54:21
"293","million 1990$","Reference","EU-15",2025,"GDP",12727700,2024-02-05 11:54:21
"294","million 1990$","Reference","EU-15",2030,"GDP",13940400,2024-02-05 11:54:21
"295","million 1990$","Reference","EU-15",2035,"GDP",15342600,2024-02-05 11:54:21
"296","million 1990$","Reference","EU-15",2040,"GDP",16872200,2024-02-05 11:54:21
"297","million 1990$","Reference","EU-15",2045,"GDP",18436300,2024-02-05 11:54:21
"298","million 1990$","Reference","EU-15",2050,"GDP",19968900,2024-02-05 11:54:21
"299","million 1990$","Reference","EU-15",2055,"GDP",21515000,2024-02-05 11:54:21
"300","million 1990$","Reference","EU-15",2060,"GDP",23158100,2024-02-05 11:54:21
"301","million 1990$","Reference","EU-15",2065,"GDP",24858400,2024-02-05 11:54:21
"302","million 1990$","Reference","EU-15",2070,"GDP",26542600,2024-02-05 11:54:21
"303","million 1990$","Reference","EU-15",2075,"GDP",28160700,2024-02-05 11:54:21
"304","million 1990$","Reference","EU-15",2080,"GDP",29744200,2024-02-05 11:54:21
"305","million 1990$","Reference","EU-15",2085,"GDP",31266700,2024-02-05 11:54:21
"306","million 1990$","Reference","EU-15",2090,"GDP",32744000,2024-02-05 11:54:21
"307","million 1990$","Reference","EU-15",2095,"GDP",34187700,2024-02-05 11:54:21
"308","million 1990$","Reference","EU-15",2100,"GDP",35581700,2024-02-05 11:54:21
"309","million 1990$","Reference","Europe_Eastern",1975,"GDP",108569,2024-02-05 11:54:21
"310","million 1990$","Reference","Europe_Eastern",1990,"GDP",163162,2024-02-05 11:54:21
"311","million 1990$","Reference","Europe_Eastern",2005,"GDP",115143,2024-02-05 11:54:21
"312","million 1990$","Reference","Europe_Eastern",2010,"GDP",131294,2024-02-05 11:54:21
"313","million 1990$","Reference","Europe_Eastern",2015,"GDP",124640,2024-02-05 11:54:21
"314","million 1990$","Reference","Europe_Eastern",2020,"GDP",140321,2024-02-05 11:54:21
"315","million 1990$","Reference","Europe_Eastern",2025,"GDP",163275,2024-02-05 11:54:21
"316","million 1990$","Reference","Europe_Eastern",2030,"GDP",202485,2024-02-05 11:54:21
"317","million 1990$","Reference","Europe_Eastern",2035,"GDP",248703,2024-02-05 11:54:21
