"","Units","scenario","region","year","account","value","rundate"
"47","million 1990$","PolicyReference","Africa_Southern",2005,"GDP",79377,2024-03-11 09:44:58
"48","million 1990$","PolicyReference","Africa_Southern",2010,"GDP",120196,2024-03-11 09:44:58
"49","million 1990$","PolicyReference","Africa_Southern",2015,"GDP",155391,2024-03-11 09:44:58
"50","million 1990$","PolicyReference","Africa_Southern",2020,"GDP",172716,2024-03-11 09:44:58
"51","million 1990$","PolicyReference","Africa_Southern",2025,"GDP",210838,2024-03-11 09:44:58
"52","million 1990$","PolicyReference","Africa_Southern",2030,"GDP",265758,2024-03-11 09:44:58
"53","million 1990$","PolicyReference","Africa_Southern",2035,"GDP",330674,2024-03-11 09:44:58
"54","million 1990$","PolicyReference","Africa_Southern",2040,"GDP",416796,2024-03-11 09:44:58
"55","million 1990$","PolicyReference","Africa_Southern",2045,"GDP",532045,2024-03-11 09:44:58
"56","million 1990$","PolicyReference","Africa_Southern",2050,"GDP",683695,2024-03-11 09:44:58
"57","million 1990$","PolicyReference","Africa_Southern",2055,"GDP",878830,2024-03-11 09:44:58
"58","million 1990$","PolicyReference","Africa_Southern",2060,"GDP",1124650,2024-03-11 09:44:58
"59","million 1990$","PolicyReference","Africa_Southern",2065,"GDP",1429040,2024-03-11 09:44:58
"60","million 1990$","PolicyReference","Africa_Southern",2070,"GDP",1799010,2024-03-11 09:44:58
"61","million 1990$","PolicyReference","Africa_Southern",2075,"GDP",2239500,2024-03-11 09:44:58
"62","million 1990$","PolicyReference","Africa_Southern",2080,"GDP",2756650,2024-03-11 09:44:58
"63","million 1990$","PolicyReference","Africa_Southern",2085,"GDP",3354570,2024-03-11 09:44:58
"64","million 1990$","PolicyReference","Africa_Southern",2090,"GDP",4035510,2024-03-11 09:44:58
"65","million 1990$","PolicyReference","Africa_Southern",2095,"GDP",4799690,2024-03-11 09:44:58
"66","million 1990$","PolicyReference","Africa_Southern",2100,"GDP",5645680,2024-03-11 09:44:58
"67","million 1990$","PolicyReference","Africa_Western",1975,"GDP",136747,2024-03-11 09:44:58
"68","million 1990$","PolicyReference","Africa_Western",1990,"GDP",167596,2024-03-11 09:44:58
"69","million 1990$","PolicyReference","Africa_Western",2005,"GDP",292856,2024-03-11 09:44:58
"70","million 1990$","PolicyReference","Africa_Western",2010,"GDP",393371,2024-03-11 09:44:58
"71","million 1990$","PolicyReference","Africa_Western",2015,"GDP",499850,2024-03-11 09:44:58
"72","million 1990$","PolicyReference","Africa_Western",2020,"GDP",565228,2024-03-11 09:44:58
"73","million 1990$","PolicyReference","Africa_Western",2025,"GDP",691037,2024-03-11 09:44:58
"74","million 1990$","PolicyReference","Africa_Western",2030,"GDP",943443,2024-03-11 09:44:58
"75","million 1990$","PolicyReference","Africa_Western",2035,"GDP",1267350,2024-03-11 09:44:58
"76","million 1990$","PolicyReference","Africa_Western",2040,"GDP",1692420,2024-03-11 09:44:58
"77","million 1990$","PolicyReference","Africa_Western",2045,"GDP",2246240,2024-03-11 09:44:58
"78","million 1990$","PolicyReference","Africa_Western",2050,"GDP",2959670,2024-03-11 09:44:58
"79","million 1990$","PolicyReference","Africa_Western",2055,"GDP",3869950,2024-03-11 09:44:58
"80","million 1990$","PolicyReference","Africa_Western",2060,"GDP",5011820,2024-03-11 09:44:58
"81","million 1990$","PolicyReference","Africa_Western",2065,"GDP",6418320,2024-03-11 09:44:58
"82","million 1990$","PolicyReference","Africa_Western",2070,"GDP",8116920,2024-03-11 09:44:58
"83","million 1990$","PolicyReference","Africa_Western",2075,"GDP",10125900,2024-03-11 09:44:58
"84","million 1990$","PolicyReference","Africa_Western",2080,"GDP",12455700,2024-03-11 09:44:58
"85","million 1990$","PolicyReference","Africa_Western",2085,"GDP",15110900,2024-03-11 09:44:58
"86","million 1990$","PolicyReference","Africa_Western",2090,"GDP",18093400,2024-03-11 09:44:58
"87","million 1990$","PolicyReference","Africa_Western",2095,"GDP",21389300,2024-03-11 09:44:58
"88","million 1990$","PolicyReference","Africa_Western",2100,"GDP",24973400,2024-03-11 09:44:58
"89","million 1990$","PolicyReference","Argentina",1975,"GDP",136953,2024-03-11 09:44:58
"90","million 1990$","PolicyReference","Argentina",1990,"GDP",129111,2024-03-11 09:44:58
"91","million 1990$","PolicyReference","Argentina",2005,"GDP",221566,2024-03-11 09:44:58
"92","million 1990$","PolicyReference","Argentina",2010,"GDP",281343,2024-03-11 09:44:58
"93","million 1990$","PolicyReference","Argentina",2015,"GDP",302727,2024-03-11 09:44:58
"94","million 1990$","PolicyReference","Argentina",2020,"GDP",299468,2024-03-11 09:44:58
"95","million 1990$","PolicyReference","Argentina",2025,"GDP",354142,2024-03-11 09:44:58
"96","million 1990$","PolicyReference","Argentina",2030,"GDP",412788,2024-03-11 09:44:58
"97","million 1990$","PolicyReference","Argentina",2035,"GDP",473963,2024-03-11 09:44:58
"98","million 1990$","PolicyReference","Argentina",2040,"GDP",535352,2024-03-11 09:44:58
"99","million 1990$","PolicyReference","Argentina",2045,"GDP",596067,2024-03-11 09:44:58
"100","million 1990$","PolicyReference","Argentina",2050,"GDP",658464,2024-03-11 09:44:58
"101","million 1990$","PolicyReference","Argentina",2055,"GDP",722780,2024-03-11 09:44:58
"102","million 1990$","PolicyReference","Argentina",2060,"GDP",788264,2024-03-11 09:44:58
"103","million 1990$","PolicyReference","Argentina",2065,"GDP",854504,2024-03-11 09:44:58
"104","million 1990$","PolicyReference","Argentina",2070,"GDP",920309,2024-03-11 09:44:58
"105","million 1990$","PolicyReference","Argentina",2075,"GDP",984430,2024-03-11 09:44:58
"106","million 1990$","PolicyReference","Argentina",2080,"GDP",1047910,2024-03-11 09:44:58
"107","million 1990$","PolicyReference","Argentina",2085,"GDP",1111350,2024-03-11 09:44:58
"108","million 1990$","PolicyReference","Argentina",2090,"GDP",1175140,2024-03-11 09:44:58
"109","million 1990$","PolicyReference","Argentina",2095,"GDP",1238640,2024-03-11 09:44:58
"110","million 1990$","PolicyReference","Argentina",2100,"GDP",1301070,2024-03-11 09:44:58
"111","million 1990$","PolicyReference","Australia_NZ",1975,"GDP",295338,2024-03-11 09:44:58
"112","million 1990$","PolicyReference","Australia_NZ",1990,"GDP",475381,2024-03-11 09:44:58
"113","million 1990$","PolicyReference","Australia_NZ",2005,"GDP",772867,2024-03-11 09:44:58
"114","million 1990$","PolicyReference","Australia_NZ",2010,"GDP",882794,2024-03-11 09:44:58
"115","million 1990$","PolicyReference","Australia_NZ",2015,"GDP",1013760,2024-03-11 09:44:58
"116","million 1990$","PolicyReference","Australia_NZ",2020,"GDP",1153320,2024-03-11 09:44:58
"117","million 1990$","PolicyReference","Australia_NZ",2025,"GDP",1314240,2024-03-11 09:44:58
"118","million 1990$","PolicyReference","Australia_NZ",2030,"GDP",1475870,2024-03-11 09:44:58
"119","million 1990$","PolicyReference","Australia_NZ",2035,"GDP",1640170,2024-03-11 09:44:58
"120","million 1990$","PolicyReference","Australia_NZ",2040,"GDP",1815630,2024-03-11 09:44:58
"121","million 1990$","PolicyReference","Australia_NZ",2045,"GDP",2005560,2024-03-11 09:44:58
"122","million 1990$","PolicyReference","Australia_NZ",2050,"GDP",2197820,2024-03-11 09:44:58
"123","million 1990$","PolicyReference","Australia_NZ",2055,"GDP",2396400,2024-03-11 09:44:58
"124","million 1990$","PolicyReference","Australia_NZ",2060,"GDP",2614960,2024-03-11 09:44:58
"125","million 1990$","PolicyReference","Australia_NZ",2065,"GDP",2849260,2024-03-11 09:44:58
"126","million 1990$","PolicyReference","Australia_NZ",2070,"GDP",3093460,2024-03-11 09:44:58
"127","million 1990$","PolicyReference","Australia_NZ",2075,"GDP",3336930,2024-03-11 09:44:58
"128","million 1990$","PolicyReference","Australia_NZ",2080,"GDP",3579390,2024-03-11 09:44:58
"129","million 1990$","PolicyReference","Australia_NZ",2085,"GDP",3816400,2024-03-11 09:44:58
"130","million 1990$","PolicyReference","Australia_NZ",2090,"GDP",4050340,2024-03-11 09:44:58
"131","million 1990$","PolicyReference","Australia_NZ",2095,"GDP",4283890,2024-03-11 09:44:58
"132","million 1990$","PolicyReference","Australia_NZ",2100,"GDP",4516130,2024-03-11 09:44:58
"133","million 1990$","PolicyReference","Brazil",1975,"GDP",479174,2024-03-11 09:44:58
"134","million 1990$","PolicyReference","Brazil",1990,"GDP",786901,2024-03-11 09:44:58
"135","million 1990$","PolicyReference","Brazil",2005,"GDP",1170820,2024-03-11 09:44:58
"136","million 1990$","PolicyReference","Brazil",2010,"GDP",1457110,2024-03-11 09:44:58
"137","million 1990$","PolicyReference","Brazil",2015,"GDP",1542290,2024-03-11 09:44:58
"138","million 1990$","PolicyReference","Brazil",2020,"GDP",1594440,2024-03-11 09:44:58
"139","million 1990$","PolicyReference","Brazil",2025,"GDP",1794200,2024-03-11 09:44:58
"140","million 1990$","PolicyReference","Brazil",2030,"GDP",2048030,2024-03-11 09:44:58
"141","million 1990$","PolicyReference","Brazil",2035,"GDP",2291720,2024-03-11 09:44:58
"142","million 1990$","PolicyReference","Brazil",2040,"GDP",2542530,2024-03-11 09:44:58
"143","million 1990$","PolicyReference","Brazil",2045,"GDP",2795190,2024-03-11 09:44:58
"144","million 1990$","PolicyReference","Brazil",2050,"GDP",3044300,2024-03-11 09:44:58
"145","million 1990$","PolicyReference","Brazil",2055,"GDP",3298840,2024-03-11 09:44:58
"146","million 1990$","PolicyReference","Brazil",2060,"GDP",3557750,2024-03-11 09:44:58
"147","million 1990$","PolicyReference","Brazil",2065,"GDP",3810530,2024-03-11 09:44:58
"148","million 1990$","PolicyReference","Brazil",2070,"GDP",4061600,2024-03-11 09:44:58
"149","million 1990$","PolicyReference","Brazil",2075,"GDP",4320610,2024-03-11 09:44:58
"150","million 1990$","PolicyReference","Brazil",2080,"GDP",4575520,2024-03-11 09:44:58
"151","million 1990$","PolicyReference","Brazil",2085,"GDP",4826540,2024-03-11 09:44:58
"152","million 1990$","PolicyReference","Brazil",2090,"GDP",5077580,2024-03-11 09:44:58
"153","million 1990$","PolicyReference","Brazil",2095,"GDP",5333100,2024-03-11 09:44:58
"154","million 1990$","PolicyReference","Brazil",2100,"GDP",5592910,2024-03-11 09:44:58
"155","million 1990$","PolicyReference","Canada",1975,"GDP",426773,2024-03-11 09:44:58
"156","million 1990$","PolicyReference","Canada",1990,"GDP",668962,2024-03-11 09:44:58
"157","million 1990$","PolicyReference","Canada",2005,"GDP",1005700,2024-03-11 09:44:58
"158","million 1990$","PolicyReference","Canada",2010,"GDP",1064370,2024-03-11 09:44:58
"159","million 1990$","PolicyReference","Canada",2015,"GDP",1189080,2024-03-11 09:44:58
"160","million 1990$","PolicyReference","Canada",2020,"GDP",1303830,2024-03-11 09:44:58
"161","million 1990$","PolicyReference","Canada",2025,"GDP",1419580,2024-03-11 09:44:58
"162","million 1990$","PolicyReference","Canada",2030,"GDP",1559890,2024-03-11 09:44:58
"163","million 1990$","PolicyReference","Canada",2035,"GDP",1715000,2024-03-11 09:44:58
"164","million 1990$","PolicyReference","Canada",2040,"GDP",1881610,2024-03-11 09:44:58
"165","million 1990$","PolicyReference","Canada",2045,"GDP",2051300,2024-03-11 09:44:58
"166","million 1990$","PolicyReference","Canada",2050,"GDP",2218360,2024-03-11 09:44:58
"167","million 1990$","PolicyReference","Canada",2055,"GDP",2386800,2024-03-11 09:44:58
"168","million 1990$","PolicyReference","Canada",2060,"GDP",2570550,2024-03-11 09:44:58
"169","million 1990$","PolicyReference","Canada",2065,"GDP",2775150,2024-03-11 09:44:58
"170","million 1990$","PolicyReference","Canada",2070,"GDP",2996020,2024-03-11 09:44:58
"171","million 1990$","PolicyReference","Canada",2075,"GDP",3223260,2024-03-11 09:44:58
"172","million 1990$","PolicyReference","Canada",2080,"GDP",3455310,2024-03-11 09:44:58
"173","million 1990$","PolicyReference","Canada",2085,"GDP",3686210,2024-03-11 09:44:58
"174","million 1990$","PolicyReference","Canada",2090,"GDP",3917300,2024-03-11 09:44:58
"175","million 1990$","PolicyReference","Canada",2095,"GDP",4150990,2024-03-11 09:44:58
"176","million 1990$","PolicyReference","Canada",2100,"GDP",4387490,2024-03-11 09:44:58
"177","million 1990$","PolicyReference","Central America and Caribbean",1975,"GDP",77055,2024-03-11 09:44:58
"178","million 1990$","PolicyReference","Central America and Caribbean",1990,"GDP",113765,2024-03-11 09:44:58
"179","million 1990$","PolicyReference","Central America and Caribbean",2005,"GDP",178918,2024-03-11 09:44:58
"180","million 1990$","PolicyReference","Central America and Caribbean",2010,"GDP",218884,2024-03-11 09:44:58
"181","million 1990$","PolicyReference","Central America and Caribbean",2015,"GDP",262055,2024-03-11 09:44:58
"182","million 1990$","PolicyReference","Central America and Caribbean",2020,"GDP",300444,2024-03-11 09:44:58
"183","million 1990$","PolicyReference","Central America and Caribbean",2025,"GDP",351967,2024-03-11 09:44:58
"184","million 1990$","PolicyReference","Central America and Caribbean",2030,"GDP",417691,2024-03-11 09:44:58
"185","million 1990$","PolicyReference","Central America and Caribbean",2035,"GDP",490627,2024-03-11 09:44:58
"186","million 1990$","PolicyReference","Central America and Caribbean",2040,"GDP",574232,2024-03-11 09:44:58
"187","million 1990$","PolicyReference","Central America and Caribbean",2045,"GDP",669118,2024-03-11 09:44:58
"188","million 1990$","PolicyReference","Central America and Caribbean",2050,"GDP",774523,2024-03-11 09:44:58
"189","million 1990$","PolicyReference","Central America and Caribbean",2055,"GDP",890910,2024-03-11 09:44:58
"190","million 1990$","PolicyReference","Central America and Caribbean",2060,"GDP",1018590,2024-03-11 09:44:58
"191","million 1990$","PolicyReference","Central America and Caribbean",2065,"GDP",1158890,2024-03-11 09:44:58
"192","million 1990$","PolicyReference","Central America and Caribbean",2070,"GDP",1312030,2024-03-11 09:44:58
"193","million 1990$","PolicyReference","Central America and Caribbean",2075,"GDP",1477820,2024-03-11 09:44:58
"194","million 1990$","PolicyReference","Central America and Caribbean",2080,"GDP",1656380,2024-03-11 09:44:58
"195","million 1990$","PolicyReference","Central America and Caribbean",2085,"GDP",1846920,2024-03-11 09:44:58
"196","million 1990$","PolicyReference","Central America and Caribbean",2090,"GDP",2048540,2024-03-11 09:44:58
"197","million 1990$","PolicyReference","Central America and Caribbean",2095,"GDP",2260460,2024-03-11 09:44:58
"198","million 1990$","PolicyReference","Central America and Caribbean",2100,"GDP",2481830,2024-03-11 09:44:58
"199","million 1990$","PolicyReference","Central Asia",1975,"GDP",82754,2024-03-11 09:44:58
"200","million 1990$","PolicyReference","Central Asia",1990,"GDP",126205,2024-03-11 09:44:58
"201","million 1990$","PolicyReference","Central Asia",2005,"GDP",134479,2024-03-11 09:44:58
"202","million 1990$","PolicyReference","Central Asia",2010,"GDP",198646,2024-03-11 09:44:58
"203","million 1990$","PolicyReference","Central Asia",2015,"GDP",258609,2024-03-11 09:44:58
"204","million 1990$","PolicyReference","Central Asia",2020,"GDP",313001,2024-03-11 09:44:58
"205","million 1990$","PolicyReference","Central Asia",2025,"GDP",388204,2024-03-11 09:44:58
"206","million 1990$","PolicyReference","Central Asia",2030,"GDP",478874,2024-03-11 09:44:58
"207","million 1990$","PolicyReference","Central Asia",2035,"GDP",569475,2024-03-11 09:44:58
"208","million 1990$","PolicyReference","Central Asia",2040,"GDP",658210,2024-03-11 09:44:58
"209","million 1990$","PolicyReference","Central Asia",2045,"GDP",740906,2024-03-11 09:44:58
"210","million 1990$","PolicyReference","Central Asia",2050,"GDP",812979,2024-03-11 09:44:58
"211","million 1990$","PolicyReference","Central Asia",2055,"GDP",880577,2024-03-11 09:44:58
"212","million 1990$","PolicyReference","Central Asia",2060,"GDP",952740,2024-03-11 09:44:58
"213","million 1990$","PolicyReference","Central Asia",2065,"GDP",1033220,2024-03-11 09:44:58
"214","million 1990$","PolicyReference","Central Asia",2070,"GDP",1115340,2024-03-11 09:44:58
"215","million 1990$","PolicyReference","Central Asia",2075,"GDP",1193020,2024-03-11 09:44:58
"216","million 1990$","PolicyReference","Central Asia",2080,"GDP",1269420,2024-03-11 09:44:58
"217","million 1990$","PolicyReference","Central Asia",2085,"GDP",1346720,2024-03-11 09:44:58
"218","million 1990$","PolicyReference","Central Asia",2090,"GDP",1427180,2024-03-11 09:44:58
"219","million 1990$","PolicyReference","Central Asia",2095,"GDP",1510520,2024-03-11 09:44:58
"220","million 1990$","PolicyReference","Central Asia",2100,"GDP",1593500,2024-03-11 09:44:58
"221","million 1990$","PolicyReference","China",1975,"GDP",182652,2024-03-11 09:44:58
"222","million 1990$","PolicyReference","China",1990,"GDP",620812,2024-03-11 09:44:58
"223","million 1990$","PolicyReference","China",2005,"GDP",2490310,2024-03-11 09:44:58
"224","million 1990$","PolicyReference","China",2010,"GDP",4193840,2024-03-11 09:44:58
"225","million 1990$","PolicyReference","China",2015,"GDP",6072280,2024-03-11 09:44:58
"226","million 1990$","PolicyReference","China",2020,"GDP",8275130,2024-03-11 09:44:58
"227","million 1990$","PolicyReference","China",2025,"GDP",10848900,2024-03-11 09:44:58
"228","million 1990$","PolicyReference","China",2030,"GDP",13348100,2024-03-11 09:44:58
"229","million 1990$","PolicyReference","China",2035,"GDP",15452400,2024-03-11 09:44:58
"230","million 1990$","PolicyReference","China",2040,"GDP",17314500,2024-03-11 09:44:58
"231","million 1990$","PolicyReference","China",2045,"GDP",18950700,2024-03-11 09:44:58
"232","million 1990$","PolicyReference","China",2050,"GDP",20228500,2024-03-11 09:44:58
"233","million 1990$","PolicyReference","China",2055,"GDP",21140700,2024-03-11 09:44:58
"234","million 1990$","PolicyReference","China",2060,"GDP",21890400,2024-03-11 09:44:58
"235","million 1990$","PolicyReference","China",2065,"GDP",22483200,2024-03-11 09:44:58
"236","million 1990$","PolicyReference","China",2070,"GDP",22938700,2024-03-11 09:44:58
"237","million 1990$","PolicyReference","China",2075,"GDP",23227400,2024-03-11 09:44:58
"238","million 1990$","PolicyReference","China",2080,"GDP",23433900,2024-03-11 09:44:58
"239","million 1990$","PolicyReference","China",2085,"GDP",23522000,2024-03-11 09:44:58
"240","million 1990$","PolicyReference","China",2090,"GDP",23550000,2024-03-11 09:44:58
"241","million 1990$","PolicyReference","China",2095,"GDP",23546100,2024-03-11 09:44:58
"242","million 1990$","PolicyReference","China",2100,"GDP",23530000,2024-03-11 09:44:58
"243","million 1990$","PolicyReference","Colombia",1975,"GDP",52859,2024-03-11 09:44:58
"244","million 1990$","PolicyReference","Colombia",1990,"GDP",97665,2024-03-11 09:44:58
"245","million 1990$","PolicyReference","Colombia",2005,"GDP",151684,2024-03-11 09:44:58
"246","million 1990$","PolicyReference","Colombia",2010,"GDP",189339,2024-03-11 09:44:58
"247","million 1990$","PolicyReference","Colombia",2015,"GDP",236902,2024-03-11 09:44:58
"248","million 1990$","PolicyReference","Colombia",2020,"GDP",270036,2024-03-11 09:44:58
"249","million 1990$","PolicyReference","Colombia",2025,"GDP",321853,2024-03-11 09:44:58
"250","million 1990$","PolicyReference","Colombia",2030,"GDP",377638,2024-03-11 09:44:58
"251","million 1990$","PolicyReference","Colombia",2035,"GDP",440354,2024-03-11 09:44:58
"252","million 1990$","PolicyReference","Colombia",2040,"GDP",511353,2024-03-11 09:44:58
"253","million 1990$","PolicyReference","Colombia",2045,"GDP",589451,2024-03-11 09:44:58
"254","million 1990$","PolicyReference","Colombia",2050,"GDP",674684,2024-03-11 09:44:58
"255","million 1990$","PolicyReference","Colombia",2055,"GDP",767180,2024-03-11 09:44:58
"256","million 1990$","PolicyReference","Colombia",2060,"GDP",866620,2024-03-11 09:44:58
"257","million 1990$","PolicyReference","Colombia",2065,"GDP",973176,2024-03-11 09:44:58
"258","million 1990$","PolicyReference","Colombia",2070,"GDP",1085830,2024-03-11 09:44:58
"259","million 1990$","PolicyReference","Colombia",2075,"GDP",1202850,2024-03-11 09:44:58
"260","million 1990$","PolicyReference","Colombia",2080,"GDP",1324130,2024-03-11 09:44:58
"261","million 1990$","PolicyReference","Colombia",2085,"GDP",1447770,2024-03-11 09:44:58
"262","million 1990$","PolicyReference","Colombia",2090,"GDP",1572510,2024-03-11 09:44:58
"263","million 1990$","PolicyReference","Colombia",2095,"GDP",1697640,2024-03-11 09:44:58
"264","million 1990$","PolicyReference","Colombia",2100,"GDP",1822140,2024-03-11 09:44:58
"265","million 1990$","PolicyReference","EU-12",1975,"GDP",351442,2024-03-11 09:44:58
"266","million 1990$","PolicyReference","EU-12",1990,"GDP",529361,2024-03-11 09:44:58
"267","million 1990$","PolicyReference","EU-12",2005,"GDP",731723,2024-03-11 09:44:58
"268","million 1990$","PolicyReference","EU-12",2010,"GDP",849136,2024-03-11 09:44:58
"269","million 1990$","PolicyReference","EU-12",2015,"GDP",958313,2024-03-11 09:44:58
"270","million 1990$","PolicyReference","EU-12",2020,"GDP",1152440,2024-03-11 09:44:58
"271","million 1990$","PolicyReference","EU-12",2025,"GDP",1315280,2024-03-11 09:44:58
"272","million 1990$","PolicyReference","EU-12",2030,"GDP",1478050,2024-03-11 09:44:58
"273","million 1990$","PolicyReference","EU-12",2035,"GDP",1639640,2024-03-11 09:44:58
"274","million 1990$","PolicyReference","EU-12",2040,"GDP",1794300,2024-03-11 09:44:58
"275","million 1990$","PolicyReference","EU-12",2045,"GDP",1934330,2024-03-11 09:44:58
"276","million 1990$","PolicyReference","EU-12",2050,"GDP",2066070,2024-03-11 09:44:58
"277","million 1990$","PolicyReference","EU-12",2055,"GDP",2193660,2024-03-11 09:44:58
"278","million 1990$","PolicyReference","EU-12",2060,"GDP",2330150,2024-03-11 09:44:58
"279","million 1990$","PolicyReference","EU-12",2065,"GDP",2475820,2024-03-11 09:44:58
"280","million 1990$","PolicyReference","EU-12",2070,"GDP",2620120,2024-03-11 09:44:58
"281","million 1990$","PolicyReference","EU-12",2075,"GDP",2752680,2024-03-11 09:44:58
"282","million 1990$","PolicyReference","EU-12",2080,"GDP",2877260,2024-03-11 09:44:58
"283","million 1990$","PolicyReference","EU-12",2085,"GDP",2997700,2024-03-11 09:44:58
"284","million 1990$","PolicyReference","EU-12",2090,"GDP",3118030,2024-03-11 09:44:58
"285","million 1990$","PolicyReference","EU-12",2095,"GDP",3242880,2024-03-11 09:44:58
"286","million 1990$","PolicyReference","EU-12",2100,"GDP",3372820,2024-03-11 09:44:58
"287","million 1990$","PolicyReference","EU-15",1975,"GDP",4711010,2024-03-11 09:44:58
"288","million 1990$","PolicyReference","EU-15",1990,"GDP",7288400,2024-03-11 09:44:58
"289","million 1990$","PolicyReference","EU-15",2005,"GDP",9949180,2024-03-11 09:44:58
"290","million 1990$","PolicyReference","EU-15",2010,"GDP",10317600,2024-03-11 09:44:58
"291","million 1990$","PolicyReference","EU-15",2015,"GDP",10847300,2024-03-11 09:44:58
"292","million 1990$","PolicyReference","EU-15",2020,"GDP",11824000,2024-03-11 09:44:58
"293","million 1990$","PolicyReference","EU-15",2025,"GDP",12704100,2024-03-11 09:44:58
"294","million 1990$","PolicyReference","EU-15",2030,"GDP",13669700,2024-03-11 09:44:58
"295","million 1990$","PolicyReference","EU-15",2035,"GDP",14723100,2024-03-11 09:44:58
"296","million 1990$","PolicyReference","EU-15",2040,"GDP",15905000,2024-03-11 09:44:58
"297","million 1990$","PolicyReference","EU-15",2045,"GDP",17159900,2024-03-11 09:44:58
