"","Units","scenario","region","year","account","value","rundate"
"60","million 1990$","Reference","Africa_Southern",2070,"GDP",917890,2024-02-05 15:57:01
"61","million 1990$","Reference","Africa_Southern",2075,"GDP",1075640,2024-02-05 15:57:01
"62","million 1990$","Reference","Africa_Southern",2080,"GDP",1252720,2024-02-05 15:57:01
"63","million 1990$","Reference","Africa_Southern",2085,"GDP",1449040,2024-02-05 15:57:01
"64","million 1990$","Reference","Africa_Southern",2090,"GDP",1664320,2024-02-05 15:57:01
"65","million 1990$","Reference","Africa_Southern",2095,"GDP",1900260,2024-02-05 15:57:01
"66","million 1990$","Reference","Africa_Southern",2100,"GDP",2157330,2024-02-05 15:57:01
"67","million 1990$","Reference","Africa_Western",1975,"GDP",136747,2024-02-05 15:57:01
"68","million 1990$","Reference","Africa_Western",1990,"GDP",167596,2024-02-05 15:57:01
"69","million 1990$","Reference","Africa_Western",2005,"GDP",292856,2024-02-05 15:57:01
"70","million 1990$","Reference","Africa_Western",2010,"GDP",393371,2024-02-05 15:57:01
"71","million 1990$","Reference","Africa_Western",2015,"GDP",499850,2024-02-05 15:57:01
"72","million 1990$","Reference","Africa_Western",2020,"GDP",565228,2024-02-05 15:57:01
"73","million 1990$","Reference","Africa_Western",2025,"GDP",686756,2024-02-05 15:57:01
"74","million 1990$","Reference","Africa_Western",2030,"GDP",878213,2024-02-05 15:57:01
"75","million 1990$","Reference","Africa_Western",2035,"GDP",1074430,2024-02-05 15:57:01
"76","million 1990$","Reference","Africa_Western",2040,"GDP",1290570,2024-02-05 15:57:01
"77","million 1990$","Reference","Africa_Western",2045,"GDP",1530490,2024-02-05 15:57:01
"78","million 1990$","Reference","Africa_Western",2050,"GDP",1799860,2024-02-05 15:57:01
"79","million 1990$","Reference","Africa_Western",2055,"GDP",2106210,2024-02-05 15:57:01
"80","million 1990$","Reference","Africa_Western",2060,"GDP",2452960,2024-02-05 15:57:01
"81","million 1990$","Reference","Africa_Western",2065,"GDP",2842160,2024-02-05 15:57:01
"82","million 1990$","Reference","Africa_Western",2070,"GDP",3276410,2024-02-05 15:57:01
"83","million 1990$","Reference","Africa_Western",2075,"GDP",3760150,2024-02-05 15:57:01
"84","million 1990$","Reference","Africa_Western",2080,"GDP",4288320,2024-02-05 15:57:01
"85","million 1990$","Reference","Africa_Western",2085,"GDP",4860170,2024-02-05 15:57:01
"86","million 1990$","Reference","Africa_Western",2090,"GDP",5471090,2024-02-05 15:57:01
"87","million 1990$","Reference","Africa_Western",2095,"GDP",6121040,2024-02-05 15:57:01
"88","million 1990$","Reference","Africa_Western",2100,"GDP",6813240,2024-02-05 15:57:01
"89","million 1990$","Reference","Argentina",1975,"GDP",136953,2024-02-05 15:57:01
"90","million 1990$","Reference","Argentina",1990,"GDP",129111,2024-02-05 15:57:01
"91","million 1990$","Reference","Argentina",2005,"GDP",221566,2024-02-05 15:57:01
"92","million 1990$","Reference","Argentina",2010,"GDP",281343,2024-02-05 15:57:01
"93","million 1990$","Reference","Argentina",2015,"GDP",302727,2024-02-05 15:57:01
"94","million 1990$","Reference","Argentina",2020,"GDP",299468,2024-02-05 15:57:01
"95","million 1990$","Reference","Argentina",2025,"GDP",353330,2024-02-05 15:57:01
"96","million 1990$","Reference","Argentina",2030,"GDP",406599,2024-02-05 15:57:01
"97","million 1990$","Reference","Argentina",2035,"GDP",459699,2024-02-05 15:57:01
"98","million 1990$","Reference","Argentina",2040,"GDP",509040,2024-02-05 15:57:01
"99","million 1990$","Reference","Argentina",2045,"GDP",553184,2024-02-05 15:57:01
"100","million 1990$","Reference","Argentina",2050,"GDP",596014,2024-02-05 15:57:01
"101","million 1990$","Reference","Argentina",2055,"GDP",637809,2024-02-05 15:57:01
"102","million 1990$","Reference","Argentina",2060,"GDP",677872,2024-02-05 15:57:01
"103","million 1990$","Reference","Argentina",2065,"GDP",714677,2024-02-05 15:57:01
"104","million 1990$","Reference","Argentina",2070,"GDP",746918,2024-02-05 15:57:01
"105","million 1990$","Reference","Argentina",2075,"GDP",773929,2024-02-05 15:57:01
"106","million 1990$","Reference","Argentina",2080,"GDP",798175,2024-02-05 15:57:01
"107","million 1990$","Reference","Argentina",2085,"GDP",820311,2024-02-05 15:57:01
"108","million 1990$","Reference","Argentina",2090,"GDP",841251,2024-02-05 15:57:01
"109","million 1990$","Reference","Argentina",2095,"GDP",861112,2024-02-05 15:57:01
"110","million 1990$","Reference","Argentina",2100,"GDP",878722,2024-02-05 15:57:01
"111","million 1990$","Reference","Australia_NZ",1975,"GDP",295338,2024-02-05 15:57:01
"112","million 1990$","Reference","Australia_NZ",1990,"GDP",475381,2024-02-05 15:57:01
"113","million 1990$","Reference","Australia_NZ",2005,"GDP",772867,2024-02-05 15:57:01
"114","million 1990$","Reference","Australia_NZ",2010,"GDP",882794,2024-02-05 15:57:01
"115","million 1990$","Reference","Australia_NZ",2015,"GDP",1013760,2024-02-05 15:57:01
"116","million 1990$","Reference","Australia_NZ",2020,"GDP",1153320,2024-02-05 15:57:01
"117","million 1990$","Reference","Australia_NZ",2025,"GDP",1315910,2024-02-05 15:57:01
"118","million 1990$","Reference","Australia_NZ",2030,"GDP",1506030,2024-02-05 15:57:01
"119","million 1990$","Reference","Australia_NZ",2035,"GDP",1718910,2024-02-05 15:57:01
"120","million 1990$","Reference","Australia_NZ",2040,"GDP",1946880,2024-02-05 15:57:01
"121","million 1990$","Reference","Australia_NZ",2045,"GDP",2189140,2024-02-05 15:57:01
"122","million 1990$","Reference","Australia_NZ",2050,"GDP",2430060,2024-02-05 15:57:01
"123","million 1990$","Reference","Australia_NZ",2055,"GDP",2671990,2024-02-05 15:57:01
"124","million 1990$","Reference","Australia_NZ",2060,"GDP",2931210,2024-02-05 15:57:01
"125","million 1990$","Reference","Australia_NZ",2065,"GDP",3199820,2024-02-05 15:57:01
"126","million 1990$","Reference","Australia_NZ",2070,"GDP",3467320,2024-02-05 15:57:01
"127","million 1990$","Reference","Australia_NZ",2075,"GDP",3719120,2024-02-05 15:57:01
"128","million 1990$","Reference","Australia_NZ",2080,"GDP",3958410,2024-02-05 15:57:01
"129","million 1990$","Reference","Australia_NZ",2085,"GDP",4178700,2024-02-05 15:57:01
"130","million 1990$","Reference","Australia_NZ",2090,"GDP",4382760,2024-02-05 15:57:01
"131","million 1990$","Reference","Australia_NZ",2095,"GDP",4572520,2024-02-05 15:57:01
"132","million 1990$","Reference","Australia_NZ",2100,"GDP",4740710,2024-02-05 15:57:01
"133","million 1990$","Reference","Brazil",1975,"GDP",479174,2024-02-05 15:57:01
"134","million 1990$","Reference","Brazil",1990,"GDP",786901,2024-02-05 15:57:01
"135","million 1990$","Reference","Brazil",2005,"GDP",1170820,2024-02-05 15:57:01
"136","million 1990$","Reference","Brazil",2010,"GDP",1457110,2024-02-05 15:57:01
"137","million 1990$","Reference","Brazil",2015,"GDP",1542290,2024-02-05 15:57:01
"138","million 1990$","Reference","Brazil",2020,"GDP",1594440,2024-02-05 15:57:01
"139","million 1990$","Reference","Brazil",2025,"GDP",1791340,2024-02-05 15:57:01
"140","million 1990$","Reference","Brazil",2030,"GDP",2035660,2024-02-05 15:57:01
"141","million 1990$","Reference","Brazil",2035,"GDP",2269720,2024-02-05 15:57:01
"142","million 1990$","Reference","Brazil",2040,"GDP",2503670,2024-02-05 15:57:01
"143","million 1990$","Reference","Brazil",2045,"GDP",2728440,2024-02-05 15:57:01
"144","million 1990$","Reference","Brazil",2050,"GDP",2938690,2024-02-05 15:57:01
"145","million 1990$","Reference","Brazil",2055,"GDP",3147480,2024-02-05 15:57:01
"146","million 1990$","Reference","Brazil",2060,"GDP",3353840,2024-02-05 15:57:01
"147","million 1990$","Reference","Brazil",2065,"GDP",3539670,2024-02-05 15:57:01
"148","million 1990$","Reference","Brazil",2070,"GDP",3706130,2024-02-05 15:57:01
"149","million 1990$","Reference","Brazil",2075,"GDP",3864220,2024-02-05 15:57:01
"150","million 1990$","Reference","Brazil",2080,"GDP",4006030,2024-02-05 15:57:01
"151","million 1990$","Reference","Brazil",2085,"GDP",4130180,2024-02-05 15:57:01
"152","million 1990$","Reference","Brazil",2090,"GDP",4243050,2024-02-05 15:57:01
"153","million 1990$","Reference","Brazil",2095,"GDP",4350940,2024-02-05 15:57:01
"154","million 1990$","Reference","Brazil",2100,"GDP",4450870,2024-02-05 15:57:01
"155","million 1990$","Reference","Canada",1975,"GDP",426773,2024-02-05 15:57:01
"156","million 1990$","Reference","Canada",1990,"GDP",668962,2024-02-05 15:57:01
"157","million 1990$","Reference","Canada",2005,"GDP",1005700,2024-02-05 15:57:01
"158","million 1990$","Reference","Canada",2010,"GDP",1064370,2024-02-05 15:57:01
"159","million 1990$","Reference","Canada",2015,"GDP",1189080,2024-02-05 15:57:01
"160","million 1990$","Reference","Canada",2020,"GDP",1303830,2024-02-05 15:57:01
"161","million 1990$","Reference","Canada",2025,"GDP",1418390,2024-02-05 15:57:01
"162","million 1990$","Reference","Canada",2030,"GDP",1562540,2024-02-05 15:57:01
"163","million 1990$","Reference","Canada",2035,"GDP",1734570,2024-02-05 15:57:01
"164","million 1990$","Reference","Canada",2040,"GDP",1916020,2024-02-05 15:57:01
"165","million 1990$","Reference","Canada",2045,"GDP",2094940,2024-02-05 15:57:01
"166","million 1990$","Reference","Canada",2050,"GDP",2264650,2024-02-05 15:57:01
"167","million 1990$","Reference","Canada",2055,"GDP",2429900,2024-02-05 15:57:01
"168","million 1990$","Reference","Canada",2060,"GDP",2607100,2024-02-05 15:57:01
"169","million 1990$","Reference","Canada",2065,"GDP",2799440,2024-02-05 15:57:01
"170","million 1990$","Reference","Canada",2070,"GDP",2997500,2024-02-05 15:57:01
"171","million 1990$","Reference","Canada",2075,"GDP",3187360,2024-02-05 15:57:01
"172","million 1990$","Reference","Canada",2080,"GDP",3371200,2024-02-05 15:57:01
"173","million 1990$","Reference","Canada",2085,"GDP",3541450,2024-02-05 15:57:01
"174","million 1990$","Reference","Canada",2090,"GDP",3700070,2024-02-05 15:57:01
"175","million 1990$","Reference","Canada",2095,"GDP",3847830,2024-02-05 15:57:01
"176","million 1990$","Reference","Canada",2100,"GDP",3978290,2024-02-05 15:57:01
"177","million 1990$","Reference","Central America and Caribbean",1975,"GDP",77055,2024-02-05 15:57:01
"178","million 1990$","Reference","Central America and Caribbean",1990,"GDP",113765,2024-02-05 15:57:01
"179","million 1990$","Reference","Central America and Caribbean",2005,"GDP",178918,2024-02-05 15:57:01
"180","million 1990$","Reference","Central America and Caribbean",2010,"GDP",218884,2024-02-05 15:57:01
"181","million 1990$","Reference","Central America and Caribbean",2015,"GDP",262055,2024-02-05 15:57:01
"182","million 1990$","Reference","Central America and Caribbean",2020,"GDP",300444,2024-02-05 15:57:01
"183","million 1990$","Reference","Central America and Caribbean",2025,"GDP",350671,2024-02-05 15:57:01
"184","million 1990$","Reference","Central America and Caribbean",2030,"GDP",405846,2024-02-05 15:57:01
"185","million 1990$","Reference","Central America and Caribbean",2035,"GDP",460532,2024-02-05 15:57:01
"186","million 1990$","Reference","Central America and Caribbean",2040,"GDP",517121,2024-02-05 15:57:01
"187","million 1990$","Reference","Central America and Caribbean",2045,"GDP",574885,2024-02-05 15:57:01
"188","million 1990$","Reference","Central America and Caribbean",2050,"GDP",632384,2024-02-05 15:57:01
"189","million 1990$","Reference","Central America and Caribbean",2055,"GDP",689572,2024-02-05 15:57:01
"190","million 1990$","Reference","Central America and Caribbean",2060,"GDP",746597,2024-02-05 15:57:01
"191","million 1990$","Reference","Central America and Caribbean",2065,"GDP",803115,2024-02-05 15:57:01
"192","million 1990$","Reference","Central America and Caribbean",2070,"GDP",858690,2024-02-05 15:57:01
"193","million 1990$","Reference","Central America and Caribbean",2075,"GDP",913500,2024-02-05 15:57:01
"194","million 1990$","Reference","Central America and Caribbean",2080,"GDP",967934,2024-02-05 15:57:01
"195","million 1990$","Reference","Central America and Caribbean",2085,"GDP",1021190,2024-02-05 15:57:01
"196","million 1990$","Reference","Central America and Caribbean",2090,"GDP",1074300,2024-02-05 15:57:01
"197","million 1990$","Reference","Central America and Caribbean",2095,"GDP",1127980,2024-02-05 15:57:01
"198","million 1990$","Reference","Central America and Caribbean",2100,"GDP",1182260,2024-02-05 15:57:01
"199","million 1990$","Reference","Central Asia",1975,"GDP",82754,2024-02-05 15:57:01
"200","million 1990$","Reference","Central Asia",1990,"GDP",126205,2024-02-05 15:57:01
"201","million 1990$","Reference","Central Asia",2005,"GDP",134479,2024-02-05 15:57:01
"202","million 1990$","Reference","Central Asia",2010,"GDP",198646,2024-02-05 15:57:01
"203","million 1990$","Reference","Central Asia",2015,"GDP",258609,2024-02-05 15:57:01
"204","million 1990$","Reference","Central Asia",2020,"GDP",313001,2024-02-05 15:57:01
"205","million 1990$","Reference","Central Asia",2025,"GDP",388033,2024-02-05 15:57:01
"206","million 1990$","Reference","Central Asia",2030,"GDP",483280,2024-02-05 15:57:01
"207","million 1990$","Reference","Central Asia",2035,"GDP",583956,2024-02-05 15:57:01
"208","million 1990$","Reference","Central Asia",2040,"GDP",681729,2024-02-05 15:57:01
"209","million 1990$","Reference","Central Asia",2045,"GDP",766780,2024-02-05 15:57:01
"210","million 1990$","Reference","Central Asia",2050,"GDP",830718,2024-02-05 15:57:01
"211","million 1990$","Reference","Central Asia",2055,"GDP",882425,2024-02-05 15:57:01
"212","million 1990$","Reference","Central Asia",2060,"GDP",934016,2024-02-05 15:57:01
"213","million 1990$","Reference","Central Asia",2065,"GDP",988604,2024-02-05 15:57:01
"214","million 1990$","Reference","Central Asia",2070,"GDP",1038710,2024-02-05 15:57:01
"215","million 1990$","Reference","Central Asia",2075,"GDP",1078350,2024-02-05 15:57:01
"216","million 1990$","Reference","Central Asia",2080,"GDP",1112740,2024-02-05 15:57:01
"217","million 1990$","Reference","Central Asia",2085,"GDP",1143030,2024-02-05 15:57:01
"218","million 1990$","Reference","Central Asia",2090,"GDP",1172290,2024-02-05 15:57:01
"219","million 1990$","Reference","Central Asia",2095,"GDP",1200320,2024-02-05 15:57:01
"220","million 1990$","Reference","Central Asia",2100,"GDP",1223320,2024-02-05 15:57:01
"221","million 1990$","Reference","China",1975,"GDP",182652,2024-02-05 15:57:01
"222","million 1990$","Reference","China",1990,"GDP",620812,2024-02-05 15:57:01
"223","million 1990$","Reference","China",2005,"GDP",2490310,2024-02-05 15:57:01
"224","million 1990$","Reference","China",2010,"GDP",4193840,2024-02-05 15:57:01
"225","million 1990$","Reference","China",2015,"GDP",6072280,2024-02-05 15:57:01
"226","million 1990$","Reference","China",2020,"GDP",8275130,2024-02-05 15:57:01
"227","million 1990$","Reference","China",2025,"GDP",10848200,2024-02-05 15:57:01
"228","million 1990$","Reference","China",2030,"GDP",13425300,2024-02-05 15:57:01
"229","million 1990$","Reference","China",2035,"GDP",15620400,2024-02-05 15:57:01
"230","million 1990$","Reference","China",2040,"GDP",17508300,2024-02-05 15:57:01
"231","million 1990$","Reference","China",2045,"GDP",19075000,2024-02-05 15:57:01
"232","million 1990$","Reference","China",2050,"GDP",20177400,2024-02-05 15:57:01
"233","million 1990$","Reference","China",2055,"GDP",20818600,2024-02-05 15:57:01
"234","million 1990$","Reference","China",2060,"GDP",21233600,2024-02-05 15:57:01
"235","million 1990$","Reference","China",2065,"GDP",21401600,2024-02-05 15:57:01
"236","million 1990$","Reference","China",2070,"GDP",21342100,2024-02-05 15:57:01
"237","million 1990$","Reference","China",2075,"GDP",21041600,2024-02-05 15:57:01
"238","million 1990$","Reference","China",2080,"GDP",20648500,2024-02-05 15:57:01
"239","million 1990$","Reference","China",2085,"GDP",20131900,2024-02-05 15:57:01
"240","million 1990$","Reference","China",2090,"GDP",19566200,2024-02-05 15:57:01
"241","million 1990$","Reference","China",2095,"GDP",18985100,2024-02-05 15:57:01
"242","million 1990$","Reference","China",2100,"GDP",18387100,2024-02-05 15:57:01
"243","million 1990$","Reference","Colombia",1975,"GDP",52859,2024-02-05 15:57:01
"244","million 1990$","Reference","Colombia",1990,"GDP",97665,2024-02-05 15:57:01
"245","million 1990$","Reference","Colombia",2005,"GDP",151684,2024-02-05 15:57:01
"246","million 1990$","Reference","Colombia",2010,"GDP",189339,2024-02-05 15:57:01
"247","million 1990$","Reference","Colombia",2015,"GDP",236902,2024-02-05 15:57:01
"248","million 1990$","Reference","Colombia",2020,"GDP",270036,2024-02-05 15:57:01
"249","million 1990$","Reference","Colombia",2025,"GDP",321268,2024-02-05 15:57:01
"250","million 1990$","Reference","Colombia",2030,"GDP",373323,2024-02-05 15:57:01
"251","million 1990$","Reference","Colombia",2035,"GDP",430506,2024-02-05 15:57:01
"252","million 1990$","Reference","Colombia",2040,"GDP",492845,2024-02-05 15:57:01
"253","million 1990$","Reference","Colombia",2045,"GDP",557943,2024-02-05 15:57:01
"254","million 1990$","Reference","Colombia",2050,"GDP",625718,2024-02-05 15:57:01
"255","million 1990$","Reference","Colombia",2055,"GDP",696550,2024-02-05 15:57:01
"256","million 1990$","Reference","Colombia",2060,"GDP",769819,2024-02-05 15:57:01
"257","million 1990$","Reference","Colombia",2065,"GDP",843807,2024-02-05 15:57:01
"258","million 1990$","Reference","Colombia",2070,"GDP",916531,2024-02-05 15:57:01
"259","million 1990$","Reference","Colombia",2075,"GDP",986171,2024-02-05 15:57:01
"260","million 1990$","Reference","Colombia",2080,"GDP",1053400,2024-02-05 15:57:01
"261","million 1990$","Reference","Colombia",2085,"GDP",1116660,2024-02-05 15:57:01
"262","million 1990$","Reference","Colombia",2090,"GDP",1176000,2024-02-05 15:57:01
"263","million 1990$","Reference","Colombia",2095,"GDP",1231450,2024-02-05 15:57:01
"264","million 1990$","Reference","Colombia",2100,"GDP",1281500,2024-02-05 15:57:01
"265","million 1990$","Reference","EU-12",1975,"GDP",351442,2024-02-05 15:57:01
"266","million 1990$","Reference","EU-12",1990,"GDP",529361,2024-02-05 15:57:01
"267","million 1990$","Reference","EU-12",2005,"GDP",731723,2024-02-05 15:57:01
"268","million 1990$","Reference","EU-12",2010,"GDP",849136,2024-02-05 15:57:01
"269","million 1990$","Reference","EU-12",2015,"GDP",958313,2024-02-05 15:57:01
"270","million 1990$","Reference","EU-12",2020,"GDP",1152440,2024-02-05 15:57:01
"271","million 1990$","Reference","EU-12",2025,"GDP",1316810,2024-02-05 15:57:01
"272","million 1990$","Reference","EU-12",2030,"GDP",1495810,2024-02-05 15:57:01
"273","million 1990$","Reference","EU-12",2035,"GDP",1673240,2024-02-05 15:57:01
"274","million 1990$","Reference","EU-12",2040,"GDP",1832800,2024-02-05 15:57:01
"275","million 1990$","Reference","EU-12",2045,"GDP",1966190,2024-02-05 15:57:01
"276","million 1990$","Reference","EU-12",2050,"GDP",2082120,2024-02-05 15:57:01
"277","million 1990$","Reference","EU-12",2055,"GDP",2186890,2024-02-05 15:57:01
"278","million 1990$","Reference","EU-12",2060,"GDP",2295040,2024-02-05 15:57:01
"279","million 1990$","Reference","EU-12",2065,"GDP",2404130,2024-02-05 15:57:01
"280","million 1990$","Reference","EU-12",2070,"GDP",2500710,2024-02-05 15:57:01
"281","million 1990$","Reference","EU-12",2075,"GDP",2574330,2024-02-05 15:57:01
"282","million 1990$","Reference","EU-12",2080,"GDP",2633100,2024-02-05 15:57:01
"283","million 1990$","Reference","EU-12",2085,"GDP",2681510,2024-02-05 15:57:01
"284","million 1990$","Reference","EU-12",2090,"GDP",2726260,2024-02-05 15:57:01
"285","million 1990$","Reference","EU-12",2095,"GDP",2771700,2024-02-05 15:57:01
"286","million 1990$","Reference","EU-12",2100,"GDP",2814190,2024-02-05 15:57:01
"287","million 1990$","Reference","EU-15",1975,"GDP",4711010,2024-02-05 15:57:01
"288","million 1990$","Reference","EU-15",1990,"GDP",7288400,2024-02-05 15:57:01
"289","million 1990$","Reference","EU-15",2005,"GDP",9949180,2024-02-05 15:57:01
"290","million 1990$","Reference","EU-15",2010,"GDP",10317600,2024-02-05 15:57:01
"291","million 1990$","Reference","EU-15",2015,"GDP",10847300,2024-02-05 15:57:01
"292","million 1990$","Reference","EU-15",2020,"GDP",11824000,2024-02-05 15:57:01
"293","million 1990$","Reference","EU-15",2025,"GDP",12714200,2024-02-05 15:57:01
"294","million 1990$","Reference","EU-15",2030,"GDP",13824000,2024-02-05 15:57:01
"295","million 1990$","Reference","EU-15",2035,"GDP",15069400,2024-02-05 15:57:01
"296","million 1990$","Reference","EU-15",2040,"GDP",16386100,2024-02-05 15:57:01
"297","million 1990$","Reference","EU-15",2045,"GDP",17698500,2024-02-05 15:57:01
"298","million 1990$","Reference","EU-15",2050,"GDP",18963500,2024-02-05 15:57:01
"299","million 1990$","Reference","EU-15",2055,"GDP",20212000,2024-02-05 15:57:01
"300","million 1990$","Reference","EU-15",2060,"GDP",21520500,2024-02-05 15:57:01
"301","million 1990$","Reference","EU-15",2065,"GDP",22835400,2024-02-05 15:57:01
"302","million 1990$","Reference","EU-15",2070,"GDP",24079100,2024-02-05 15:57:01
"303","million 1990$","Reference","EU-15",2075,"GDP",25209800,2024-02-05 15:57:01
"304","million 1990$","Reference","EU-15",2080,"GDP",26289300,2024-02-05 15:57:01
"305","million 1990$","Reference","EU-15",2085,"GDP",27308400,2024-02-05 15:57:01
"306","million 1990$","Reference","EU-15",2090,"GDP",28292200,2024-02-05 15:57:01
"307","million 1990$","Reference","EU-15",2095,"GDP",29245400,2024-02-05 15:57:01
"308","million 1990$","Reference","EU-15",2100,"GDP",30099500,2024-02-05 15:57:01
"309","million 1990$","Reference","Europe_Eastern",1975,"GDP",108569,2024-02-05 15:57:01
"310","million 1990$","Reference","Europe_Eastern",1990,"GDP",163162,2024-02-05 15:57:01
"311","million 1990$","Reference","Europe_Eastern",2005,"GDP",115143,2024-02-05 15:57:01
"312","million 1990$","Reference","Europe_Eastern",2010,"GDP",131294,2024-02-05 15:57:01
"313","million 1990$","Reference","Europe_Eastern",2015,"GDP",124640,2024-02-05 15:57:01
"314","million 1990$","Reference","Europe_Eastern",2020,"GDP",140321,2024-02-05 15:57:01
"315","million 1990$","Reference","Europe_Eastern",2025,"GDP",162200,2024-02-05 15:57:01
"316","million 1990$","Reference","Europe_Eastern",2030,"GDP",190216,2024-02-05 15:57:01
"317","million 1990$","Reference","Europe_Eastern",2035,"GDP",219574,2024-02-05 15:57:01
"318","million 1990$","Reference","Europe_Eastern",2040,"GDP",249110,2024-02-05 15:57:01
