"","Units","scenario","region","year","account","value","rundate"
"90","million 1990$","Reference","Argentina",1990,"GDP",129111,2024-02-05 14:02:39
"91","million 1990$","Reference","Argentina",2005,"GDP",221566,2024-02-05 14:02:39
"92","million 1990$","Reference","Argentina",2010,"GDP",281343,2024-02-05 14:02:39
"93","million 1990$","Reference","Argentina",2015,"GDP",302727,2024-02-05 14:02:39
"94","million 1990$","Reference","Argentina",2020,"GDP",299468,2024-02-05 14:02:39
"95","million 1990$","Reference","Argentina",2025,"GDP",353155,2024-02-05 14:02:39
"96","million 1990$","Reference","Argentina",2030,"GDP",398871,2024-02-05 14:02:39
"97","million 1990$","Reference","Argentina",2035,"GDP",439178,2024-02-05 14:02:39
"98","million 1990$","Reference","Argentina",2040,"GDP",475309,2024-02-05 14:02:39
"99","million 1990$","Reference","Argentina",2045,"GDP",507525,2024-02-05 14:02:39
"100","million 1990$","Reference","Argentina",2050,"GDP",539794,2024-02-05 14:02:39
"101","million 1990$","Reference","Argentina",2055,"GDP",572814,2024-02-05 14:02:39
"102","million 1990$","Reference","Argentina",2060,"GDP",607827,2024-02-05 14:02:39
"103","million 1990$","Reference","Argentina",2065,"GDP",645705,2024-02-05 14:02:39
"104","million 1990$","Reference","Argentina",2070,"GDP",686281,2024-02-05 14:02:39
"105","million 1990$","Reference","Argentina",2075,"GDP",728435,2024-02-05 14:02:39
"106","million 1990$","Reference","Argentina",2080,"GDP",771170,2024-02-05 14:02:39
"107","million 1990$","Reference","Argentina",2085,"GDP",813881,2024-02-05 14:02:39
"108","million 1990$","Reference","Argentina",2090,"GDP",857215,2024-02-05 14:02:39
"109","million 1990$","Reference","Argentina",2095,"GDP",901405,2024-02-05 14:02:39
"110","million 1990$","Reference","Argentina",2100,"GDP",947057,2024-02-05 14:02:39
"111","million 1990$","Reference","Australia_NZ",1975,"GDP",295338,2024-02-05 14:02:39
"112","million 1990$","Reference","Australia_NZ",1990,"GDP",475381,2024-02-05 14:02:39
"113","million 1990$","Reference","Australia_NZ",2005,"GDP",772867,2024-02-05 14:02:39
"114","million 1990$","Reference","Australia_NZ",2010,"GDP",882794,2024-02-05 14:02:39
"115","million 1990$","Reference","Australia_NZ",2015,"GDP",1013760,2024-02-05 14:02:39
"116","million 1990$","Reference","Australia_NZ",2020,"GDP",1153320,2024-02-05 14:02:39
"117","million 1990$","Reference","Australia_NZ",2025,"GDP",1307200,2024-02-05 14:02:39
"118","million 1990$","Reference","Australia_NZ",2030,"GDP",1413950,2024-02-05 14:02:39
"119","million 1990$","Reference","Australia_NZ",2035,"GDP",1504140,2024-02-05 14:02:39
"120","million 1990$","Reference","Australia_NZ",2040,"GDP",1583590,2024-02-05 14:02:39
"121","million 1990$","Reference","Australia_NZ",2045,"GDP",1655030,2024-02-05 14:02:39
"122","million 1990$","Reference","Australia_NZ",2050,"GDP",1708680,2024-02-05 14:02:39
"123","million 1990$","Reference","Australia_NZ",2055,"GDP",1750890,2024-02-05 14:02:39
"124","million 1990$","Reference","Australia_NZ",2060,"GDP",1795610,2024-02-05 14:02:39
"125","million 1990$","Reference","Australia_NZ",2065,"GDP",1840080,2024-02-05 14:02:39
"126","million 1990$","Reference","Australia_NZ",2070,"GDP",1877870,2024-02-05 14:02:39
"127","million 1990$","Reference","Australia_NZ",2075,"GDP",1901570,2024-02-05 14:02:39
"128","million 1990$","Reference","Australia_NZ",2080,"GDP",1915530,2024-02-05 14:02:39
"129","million 1990$","Reference","Australia_NZ",2085,"GDP",1920520,2024-02-05 14:02:39
"130","million 1990$","Reference","Australia_NZ",2090,"GDP",1922100,2024-02-05 14:02:39
"131","million 1990$","Reference","Australia_NZ",2095,"GDP",1923340,2024-02-05 14:02:39
"132","million 1990$","Reference","Australia_NZ",2100,"GDP",1919170,2024-02-05 14:02:39
"133","million 1990$","Reference","Brazil",1975,"GDP",479174,2024-02-05 14:02:39
"134","million 1990$","Reference","Brazil",1990,"GDP",786901,2024-02-05 14:02:39
"135","million 1990$","Reference","Brazil",2005,"GDP",1170820,2024-02-05 14:02:39
"136","million 1990$","Reference","Brazil",2010,"GDP",1457110,2024-02-05 14:02:39
"137","million 1990$","Reference","Brazil",2015,"GDP",1542290,2024-02-05 14:02:39
"138","million 1990$","Reference","Brazil",2020,"GDP",1594440,2024-02-05 14:02:39
"139","million 1990$","Reference","Brazil",2025,"GDP",1789010,2024-02-05 14:02:39
"140","million 1990$","Reference","Brazil",2030,"GDP",1974830,2024-02-05 14:02:39
"141","million 1990$","Reference","Brazil",2035,"GDP",2106700,2024-02-05 14:02:39
"142","million 1990$","Reference","Brazil",2040,"GDP",2216470,2024-02-05 14:02:39
"143","million 1990$","Reference","Brazil",2045,"GDP",2303000,2024-02-05 14:02:39
"144","million 1990$","Reference","Brazil",2050,"GDP",2366470,2024-02-05 14:02:39
"145","million 1990$","Reference","Brazil",2055,"GDP",2421140,2024-02-05 14:02:39
"146","million 1990$","Reference","Brazil",2060,"GDP",2469740,2024-02-05 14:02:39
"147","million 1990$","Reference","Brazil",2065,"GDP",2508800,2024-02-05 14:02:39
"148","million 1990$","Reference","Brazil",2070,"GDP",2543670,2024-02-05 14:02:39
"149","million 1990$","Reference","Brazil",2075,"GDP",2580060,2024-02-05 14:02:39
"150","million 1990$","Reference","Brazil",2080,"GDP",2607920,2024-02-05 14:02:39
"151","million 1990$","Reference","Brazil",2085,"GDP",2626810,2024-02-05 14:02:39
"152","million 1990$","Reference","Brazil",2090,"GDP",2641120,2024-02-05 14:02:39
"153","million 1990$","Reference","Brazil",2095,"GDP",2654050,2024-02-05 14:02:39
"154","million 1990$","Reference","Brazil",2100,"GDP",2666970,2024-02-05 14:02:39
"155","million 1990$","Reference","Canada",1975,"GDP",426773,2024-02-05 14:02:39
"156","million 1990$","Reference","Canada",1990,"GDP",668962,2024-02-05 14:02:39
"157","million 1990$","Reference","Canada",2005,"GDP",1005700,2024-02-05 14:02:39
"158","million 1990$","Reference","Canada",2010,"GDP",1064370,2024-02-05 14:02:39
"159","million 1990$","Reference","Canada",2015,"GDP",1189080,2024-02-05 14:02:39
"160","million 1990$","Reference","Canada",2020,"GDP",1303830,2024-02-05 14:02:39
"161","million 1990$","Reference","Canada",2025,"GDP",1412400,2024-02-05 14:02:39
"162","million 1990$","Reference","Canada",2030,"GDP",1512120,2024-02-05 14:02:39
"163","million 1990$","Reference","Canada",2035,"GDP",1631810,2024-02-05 14:02:39
"164","million 1990$","Reference","Canada",2040,"GDP",1766940,2024-02-05 14:02:39
"165","million 1990$","Reference","Canada",2045,"GDP",1897760,2024-02-05 14:02:39
"166","million 1990$","Reference","Canada",2050,"GDP",2007640,2024-02-05 14:02:39
"167","million 1990$","Reference","Canada",2055,"GDP",2095350,2024-02-05 14:02:39
"168","million 1990$","Reference","Canada",2060,"GDP",2172750,2024-02-05 14:02:39
"169","million 1990$","Reference","Canada",2065,"GDP",2246400,2024-02-05 14:02:39
"170","million 1990$","Reference","Canada",2070,"GDP",2310230,2024-02-05 14:02:39
"171","million 1990$","Reference","Canada",2075,"GDP",2357240,2024-02-05 14:02:39
"172","million 1990$","Reference","Canada",2080,"GDP",2392200,2024-02-05 14:02:39
"173","million 1990$","Reference","Canada",2085,"GDP",2415170,2024-02-05 14:02:39
"174","million 1990$","Reference","Canada",2090,"GDP",2431870,2024-02-05 14:02:39
"175","million 1990$","Reference","Canada",2095,"GDP",2446600,2024-02-05 14:02:39
"176","million 1990$","Reference","Canada",2100,"GDP",2455620,2024-02-05 14:02:39
"177","million 1990$","Reference","Central America and Caribbean",1975,"GDP",77055,2024-02-05 14:02:39
"178","million 1990$","Reference","Central America and Caribbean",1990,"GDP",113765,2024-02-05 14:02:39
"179","million 1990$","Reference","Central America and Caribbean",2005,"GDP",178918,2024-02-05 14:02:39
"180","million 1990$","Reference","Central America and Caribbean",2010,"GDP",218884,2024-02-05 14:02:39
"181","million 1990$","Reference","Central America and Caribbean",2015,"GDP",262055,2024-02-05 14:02:39
"182","million 1990$","Reference","Central America and Caribbean",2020,"GDP",300444,2024-02-05 14:02:39
"183","million 1990$","Reference","Central America and Caribbean",2025,"GDP",350989,2024-02-05 14:02:39
"184","million 1990$","Reference","Central America and Caribbean",2030,"GDP",403527,2024-02-05 14:02:39
"185","million 1990$","Reference","Central America and Caribbean",2035,"GDP",454408,2024-02-05 14:02:39
"186","million 1990$","Reference","Central America and Caribbean",2040,"GDP",508843,2024-02-05 14:02:39
"187","million 1990$","Reference","Central America and Caribbean",2045,"GDP",567238,2024-02-05 14:02:39
"188","million 1990$","Reference","Central America and Caribbean",2050,"GDP",629060,2024-02-05 14:02:39
"189","million 1990$","Reference","Central America and Caribbean",2055,"GDP",694851,2024-02-05 14:02:39
"190","million 1990$","Reference","Central America and Caribbean",2060,"GDP",765741,2024-02-05 14:02:39
"191","million 1990$","Reference","Central America and Caribbean",2065,"GDP",843371,2024-02-05 14:02:39
"192","million 1990$","Reference","Central America and Caribbean",2070,"GDP",928853,2024-02-05 14:02:39
"193","million 1990$","Reference","Central America and Caribbean",2075,"GDP",1022340,2024-02-05 14:02:39
"194","million 1990$","Reference","Central America and Caribbean",2080,"GDP",1122710,2024-02-05 14:02:39
"195","million 1990$","Reference","Central America and Caribbean",2085,"GDP",1229050,2024-02-05 14:02:39
"196","million 1990$","Reference","Central America and Caribbean",2090,"GDP",1342480,2024-02-05 14:02:39
"197","million 1990$","Reference","Central America and Caribbean",2095,"GDP",1463700,2024-02-05 14:02:39
"198","million 1990$","Reference","Central America and Caribbean",2100,"GDP",1593820,2024-02-05 14:02:39
"199","million 1990$","Reference","Central Asia",1975,"GDP",82754,2024-02-05 14:02:39
"200","million 1990$","Reference","Central Asia",1990,"GDP",126205,2024-02-05 14:02:39
"201","million 1990$","Reference","Central Asia",2005,"GDP",134479,2024-02-05 14:02:39
"202","million 1990$","Reference","Central Asia",2010,"GDP",198646,2024-02-05 14:02:39
"203","million 1990$","Reference","Central Asia",2015,"GDP",258609,2024-02-05 14:02:39
"204","million 1990$","Reference","Central Asia",2020,"GDP",313001,2024-02-05 14:02:39
"205","million 1990$","Reference","Central Asia",2025,"GDP",387697,2024-02-05 14:02:39
"206","million 1990$","Reference","Central Asia",2030,"GDP",472316,2024-02-05 14:02:39
"207","million 1990$","Reference","Central Asia",2035,"GDP",553471,2024-02-05 14:02:39
"208","million 1990$","Reference","Central Asia",2040,"GDP",629967,2024-02-05 14:02:39
"209","million 1990$","Reference","Central Asia",2045,"GDP",693640,2024-02-05 14:02:39
"210","million 1990$","Reference","Central Asia",2050,"GDP",738785,2024-02-05 14:02:39
"211","million 1990$","Reference","Central Asia",2055,"GDP",774202,2024-02-05 14:02:39
"212","million 1990$","Reference","Central Asia",2060,"GDP",814830,2024-02-05 14:02:39
"213","million 1990$","Reference","Central Asia",2065,"GDP",865994,2024-02-05 14:02:39
"214","million 1990$","Reference","Central Asia",2070,"GDP",922816,2024-02-05 14:02:39
"215","million 1990$","Reference","Central Asia",2075,"GDP",981256,2024-02-05 14:02:39
"216","million 1990$","Reference","Central Asia",2080,"GDP",1041820,2024-02-05 14:02:39
"217","million 1990$","Reference","Central Asia",2085,"GDP",1103540,2024-02-05 14:02:39
"218","million 1990$","Reference","Central Asia",2090,"GDP",1168730,2024-02-05 14:02:39
"219","million 1990$","Reference","Central Asia",2095,"GDP",1237740,2024-02-05 14:02:39
"220","million 1990$","Reference","Central Asia",2100,"GDP",1309500,2024-02-05 14:02:39
"221","million 1990$","Reference","China",1975,"GDP",182652,2024-02-05 14:02:39
"222","million 1990$","Reference","China",1990,"GDP",620812,2024-02-05 14:02:39
"223","million 1990$","Reference","China",2005,"GDP",2490310,2024-02-05 14:02:39
"224","million 1990$","Reference","China",2010,"GDP",4193840,2024-02-05 14:02:39
"225","million 1990$","Reference","China",2015,"GDP",6072280,2024-02-05 14:02:39
"226","million 1990$","Reference","China",2020,"GDP",8275130,2024-02-05 14:02:39
"227","million 1990$","Reference","China",2025,"GDP",10799900,2024-02-05 14:02:39
"228","million 1990$","Reference","China",2030,"GDP",12703400,2024-02-05 14:02:39
"229","million 1990$","Reference","China",2035,"GDP",13911600,2024-02-05 14:02:39
"230","million 1990$","Reference","China",2040,"GDP",14782300,2024-02-05 14:02:39
"231","million 1990$","Reference","China",2045,"GDP",15390700,2024-02-05 14:02:39
"232","million 1990$","Reference","China",2050,"GDP",15678200,2024-02-05 14:02:39
"233","million 1990$","Reference","China",2055,"GDP",15712600,2024-02-05 14:02:39
"234","million 1990$","Reference","China",2060,"GDP",15699200,2024-02-05 14:02:39
"235","million 1990$","Reference","China",2065,"GDP",15655200,2024-02-05 14:02:39
"236","million 1990$","Reference","China",2070,"GDP",15596500,2024-02-05 14:02:39
"237","million 1990$","Reference","China",2075,"GDP",15504000,2024-02-05 14:02:39
"238","million 1990$","Reference","China",2080,"GDP",15411900,2024-02-05 14:02:39
"239","million 1990$","Reference","China",2085,"GDP",15300100,2024-02-05 14:02:39
"240","million 1990$","Reference","China",2090,"GDP",15207900,2024-02-05 14:02:39
"241","million 1990$","Reference","China",2095,"GDP",15147700,2024-02-05 14:02:39
"242","million 1990$","Reference","China",2100,"GDP",15133000,2024-02-05 14:02:39
"243","million 1990$","Reference","Colombia",1975,"GDP",52859,2024-02-05 14:02:39
"244","million 1990$","Reference","Colombia",1990,"GDP",97665,2024-02-05 14:02:39
"245","million 1990$","Reference","Colombia",2005,"GDP",151684,2024-02-05 14:02:39
"246","million 1990$","Reference","Colombia",2010,"GDP",189339,2024-02-05 14:02:39
"247","million 1990$","Reference","Colombia",2015,"GDP",236902,2024-02-05 14:02:39
"248","million 1990$","Reference","Colombia",2020,"GDP",270036,2024-02-05 14:02:39
"249","million 1990$","Reference","Colombia",2025,"GDP",321094,2024-02-05 14:02:39
"250","million 1990$","Reference","Colombia",2030,"GDP",363955,2024-02-05 14:02:39
"251","million 1990$","Reference","Colombia",2035,"GDP",403618,2024-02-05 14:02:39
"252","million 1990$","Reference","Colombia",2040,"GDP",444506,2024-02-05 14:02:39
"253","million 1990$","Reference","Colombia",2045,"GDP",485740,2024-02-05 14:02:39
"254","million 1990$","Reference","Colombia",2050,"GDP",527981,2024-02-05 14:02:39
"255","million 1990$","Reference","Colombia",2055,"GDP",572638,2024-02-05 14:02:39
"256","million 1990$","Reference","Colombia",2060,"GDP",620516,2024-02-05 14:02:39
"257","million 1990$","Reference","Colombia",2065,"GDP",672724,2024-02-05 14:02:39
"258","million 1990$","Reference","Colombia",2070,"GDP",729510,2024-02-05 14:02:39
"259","million 1990$","Reference","Colombia",2075,"GDP",790705,2024-02-05 14:02:39
"260","million 1990$","Reference","Colombia",2080,"GDP",855707,2024-02-05 14:02:39
"261","million 1990$","Reference","Colombia",2085,"GDP",923720,2024-02-05 14:02:39
"262","million 1990$","Reference","Colombia",2090,"GDP",995284,2024-02-05 14:02:39
"263","million 1990$","Reference","Colombia",2095,"GDP",1070530,2024-02-05 14:02:39
"264","million 1990$","Reference","Colombia",2100,"GDP",1149930,2024-02-05 14:02:39
"265","million 1990$","Reference","EU-12",1975,"GDP",351442,2024-02-05 14:02:39
"266","million 1990$","Reference","EU-12",1990,"GDP",529361,2024-02-05 14:02:39
"267","million 1990$","Reference","EU-12",2005,"GDP",731723,2024-02-05 14:02:39
"268","million 1990$","Reference","EU-12",2010,"GDP",849136,2024-02-05 14:02:39
"269","million 1990$","Reference","EU-12",2015,"GDP",958313,2024-02-05 14:02:39
"270","million 1990$","Reference","EU-12",2020,"GDP",1152440,2024-02-05 14:02:39
"271","million 1990$","Reference","EU-12",2025,"GDP",1310030,2024-02-05 14:02:39
"272","million 1990$","Reference","EU-12",2030,"GDP",1425080,2024-02-05 14:02:39
"273","million 1990$","Reference","EU-12",2035,"GDP",1517480,2024-02-05 14:02:39
"274","million 1990$","Reference","EU-12",2040,"GDP",1589060,2024-02-05 14:02:39
"275","million 1990$","Reference","EU-12",2045,"GDP",1635150,2024-02-05 14:02:39
"276","million 1990$","Reference","EU-12",2050,"GDP",1664250,2024-02-05 14:02:39
"277","million 1990$","Reference","EU-12",2055,"GDP",1682560,2024-02-05 14:02:39
"278","million 1990$","Reference","EU-12",2060,"GDP",1702750,2024-02-05 14:02:39
"279","million 1990$","Reference","EU-12",2065,"GDP",1725710,2024-02-05 14:02:39
"280","million 1990$","Reference","EU-12",2070,"GDP",1742100,2024-02-05 14:02:39
"281","million 1990$","Reference","EU-12",2075,"GDP",1745930,2024-02-05 14:02:39
"282","million 1990$","Reference","EU-12",2080,"GDP",1742930,2024-02-05 14:02:39
"283","million 1990$","Reference","EU-12",2085,"GDP",1736120,2024-02-05 14:02:39
"284","million 1990$","Reference","EU-12",2090,"GDP",1730240,2024-02-05 14:02:39
"285","million 1990$","Reference","EU-12",2095,"GDP",1727510,2024-02-05 14:02:39
"286","million 1990$","Reference","EU-12",2100,"GDP",1725660,2024-02-05 14:02:39
"287","million 1990$","Reference","EU-15",1975,"GDP",4711010,2024-02-05 14:02:39
"288","million 1990$","Reference","EU-15",1990,"GDP",7288400,2024-02-05 14:02:39
"289","million 1990$","Reference","EU-15",2005,"GDP",9949180,2024-02-05 14:02:39
"290","million 1990$","Reference","EU-15",2010,"GDP",10317600,2024-02-05 14:02:39
"291","million 1990$","Reference","EU-15",2015,"GDP",10847300,2024-02-05 14:02:39
"292","million 1990$","Reference","EU-15",2020,"GDP",11824000,2024-02-05 14:02:39
"293","million 1990$","Reference","EU-15",2025,"GDP",12651500,2024-02-05 14:02:39
"294","million 1990$","Reference","EU-15",2030,"GDP",13197000,2024-02-05 14:02:39
"295","million 1990$","Reference","EU-15",2035,"GDP",13660500,2024-02-05 14:02:39
"296","million 1990$","Reference","EU-15",2040,"GDP",14092600,2024-02-05 14:02:39
"297","million 1990$","Reference","EU-15",2045,"GDP",14436900,2024-02-05 14:02:39
"298","million 1990$","Reference","EU-15",2050,"GDP",14670300,2024-02-05 14:02:39
"299","million 1990$","Reference","EU-15",2055,"GDP",14837600,2024-02-05 14:02:39
"300","million 1990$","Reference","EU-15",2060,"GDP",15011500,2024-02-05 14:02:39
"301","million 1990$","Reference","EU-15",2065,"GDP",15170200,2024-02-05 14:02:39
"302","million 1990$","Reference","EU-15",2070,"GDP",15260600,2024-02-05 14:02:39
"303","million 1990$","Reference","EU-15",2075,"GDP",15263000,2024-02-05 14:02:39
"304","million 1990$","Reference","EU-15",2080,"GDP",15228300,2024-02-05 14:02:39
"305","million 1990$","Reference","EU-15",2085,"GDP",15158200,2024-02-05 14:02:39
"306","million 1990$","Reference","EU-15",2090,"GDP",15080000,2024-02-05 14:02:39
"307","million 1990$","Reference","EU-15",2095,"GDP",14998200,2024-02-05 14:02:39
"308","million 1990$","Reference","EU-15",2100,"GDP",14877600,2024-02-05 14:02:39
"309","million 1990$","Reference","Europe_Eastern",1975,"GDP",108569,2024-02-05 14:02:39
"310","million 1990$","Reference","Europe_Eastern",1990,"GDP",163162,2024-02-05 14:02:39
"311","million 1990$","Reference","Europe_Eastern",2005,"GDP",115143,2024-02-05 14:02:39
"312","million 1990$","Reference","Europe_Eastern",2010,"GDP",131294,2024-02-05 14:02:39
"313","million 1990$","Reference","Europe_Eastern",2015,"GDP",124640,2024-02-05 14:02:39
"314","million 1990$","Reference","Europe_Eastern",2020,"GDP",140321,2024-02-05 14:02:39
"315","million 1990$","Reference","Europe_Eastern",2025,"GDP",161559,2024-02-05 14:02:39
"316","million 1990$","Reference","Europe_Eastern",2030,"GDP",181208,2024-02-05 14:02:39
"317","million 1990$","Reference","Europe_Eastern",2035,"GDP",197665,2024-02-05 14:02:39
"318","million 1990$","Reference","Europe_Eastern",2040,"GDP",212506,2024-02-05 14:02:39
