"","Units","scenario","region","gcam-consumer","nodeinput","input","year","value","rundate"
"67","2005$/Mcal/day","PolicyReference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_Staples",1975,0.02604,2024-03-11 09:44:58
"68","2005$/Mcal/day","PolicyReference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_Staples",1990,0.025817,2024-03-11 09:44:58
"69","2005$/Mcal/day","PolicyReference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_Staples",2005,0.026863,2024-03-11 09:44:58
"70","2005$/Mcal/day","PolicyReference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_Staples",2010,0.0264329,2024-03-11 09:44:58
"71","2005$/Mcal/day","PolicyReference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_Staples",2015,0.0261315,2024-03-11 09:44:58
"72","2005$/Mcal/day","PolicyReference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_Staples",2020,0.0265475,2024-03-11 09:44:58
"73","2005$/Mcal/day","PolicyReference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_Staples",2025,0.0298446,2024-03-11 09:44:58
"74","2005$/Mcal/day","PolicyReference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_Staples",2030,0.0296614,2024-03-11 09:44:58
"75","2005$/Mcal/day","PolicyReference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_Staples",2035,0.0313445,2024-03-11 09:44:58
"76","2005$/Mcal/day","PolicyReference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_Staples",2040,0.0326688,2024-03-11 09:44:58
"77","2005$/Mcal/day","PolicyReference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_Staples",2045,0.0353135,2024-03-11 09:44:58
"78","2005$/Mcal/day","PolicyReference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_Staples",2050,0.0373703,2024-03-11 09:44:58
"79","2005$/Mcal/day","PolicyReference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_Staples",2055,0.0400212,2024-03-11 09:44:58
"80","2005$/Mcal/day","PolicyReference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_Staples",2060,0.0423409,2024-03-11 09:44:58
"81","2005$/Mcal/day","PolicyReference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_Staples",2065,0.0446869,2024-03-11 09:44:58
"82","2005$/Mcal/day","PolicyReference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_Staples",2070,0.0471029,2024-03-11 09:44:58
"83","2005$/Mcal/day","PolicyReference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_Staples",2075,0.049542,2024-03-11 09:44:58
"84","2005$/Mcal/day","PolicyReference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_Staples",2080,0.0516682,2024-03-11 09:44:58
"85","2005$/Mcal/day","PolicyReference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_Staples",2085,0.053898,2024-03-11 09:44:58
"86","2005$/Mcal/day","PolicyReference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_Staples",2090,0.055738,2024-03-11 09:44:58
"87","2005$/Mcal/day","PolicyReference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_Staples",2095,0.0577187,2024-03-11 09:44:58
"88","2005$/Mcal/day","PolicyReference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_Staples",2100,0.0597107,2024-03-11 09:44:58
"89","2005$/Mcal/day","PolicyReference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",1975,0.559309,2024-03-11 09:44:58
"90","2005$/Mcal/day","PolicyReference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",1990,0.288219,2024-03-11 09:44:58
"91","2005$/Mcal/day","PolicyReference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2005,0.254791,2024-03-11 09:44:58
"92","2005$/Mcal/day","PolicyReference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2010,0.232156,2024-03-11 09:44:58
"93","2005$/Mcal/day","PolicyReference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2015,0.226534,2024-03-11 09:44:58
"94","2005$/Mcal/day","PolicyReference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2020,0.2286,2024-03-11 09:44:58
"95","2005$/Mcal/day","PolicyReference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2025,0.257136,2024-03-11 09:44:58
"96","2005$/Mcal/day","PolicyReference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2030,0.256383,2024-03-11 09:44:58
"97","2005$/Mcal/day","PolicyReference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2035,0.264487,2024-03-11 09:44:58
"98","2005$/Mcal/day","PolicyReference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2040,0.274915,2024-03-11 09:44:58
"99","2005$/Mcal/day","PolicyReference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2045,0.294546,2024-03-11 09:44:58
"100","2005$/Mcal/day","PolicyReference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2050,0.311022,2024-03-11 09:44:58
"101","2005$/Mcal/day","PolicyReference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2055,0.344113,2024-03-11 09:44:58
"102","2005$/Mcal/day","PolicyReference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2060,0.36398,2024-03-11 09:44:58
"103","2005$/Mcal/day","PolicyReference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2065,0.408679,2024-03-11 09:44:58
"104","2005$/Mcal/day","PolicyReference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2070,0.429588,2024-03-11 09:44:58
"105","2005$/Mcal/day","PolicyReference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2075,0.462515,2024-03-11 09:44:58
"106","2005$/Mcal/day","PolicyReference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2080,0.48099,2024-03-11 09:44:58
"107","2005$/Mcal/day","PolicyReference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2085,0.503204,2024-03-11 09:44:58
"108","2005$/Mcal/day","PolicyReference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2090,0.519906,2024-03-11 09:44:58
"109","2005$/Mcal/day","PolicyReference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2095,0.538846,2024-03-11 09:44:58
"110","2005$/Mcal/day","PolicyReference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2100,0.554772,2024-03-11 09:44:58
"111","2005$/Mcal/day","PolicyReference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_Staples",1975,0.044549,2024-03-11 09:44:58
"112","2005$/Mcal/day","PolicyReference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_Staples",1990,0.0421755,2024-03-11 09:44:58
"113","2005$/Mcal/day","PolicyReference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_Staples",2005,0.0417657,2024-03-11 09:44:58
"114","2005$/Mcal/day","PolicyReference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_Staples",2010,0.0441231,2024-03-11 09:44:58
"115","2005$/Mcal/day","PolicyReference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_Staples",2015,0.0433531,2024-03-11 09:44:58
"116","2005$/Mcal/day","PolicyReference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_Staples",2020,0.0433045,2024-03-11 09:44:58
"117","2005$/Mcal/day","PolicyReference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_Staples",2025,0.0484046,2024-03-11 09:44:58
"118","2005$/Mcal/day","PolicyReference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_Staples",2030,0.0475851,2024-03-11 09:44:58
"119","2005$/Mcal/day","PolicyReference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_Staples",2035,0.0487804,2024-03-11 09:44:58
"120","2005$/Mcal/day","PolicyReference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_Staples",2040,0.0507821,2024-03-11 09:44:58
"121","2005$/Mcal/day","PolicyReference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_Staples",2045,0.0557807,2024-03-11 09:44:58
"122","2005$/Mcal/day","PolicyReference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_Staples",2050,0.0609418,2024-03-11 09:44:58
"123","2005$/Mcal/day","PolicyReference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_Staples",2055,0.0748641,2024-03-11 09:44:58
"124","2005$/Mcal/day","PolicyReference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_Staples",2060,0.0807162,2024-03-11 09:44:58
"125","2005$/Mcal/day","PolicyReference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_Staples",2065,0.0999164,2024-03-11 09:44:58
"126","2005$/Mcal/day","PolicyReference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_Staples",2070,0.1063,2024-03-11 09:44:58
"127","2005$/Mcal/day","PolicyReference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_Staples",2075,0.121898,2024-03-11 09:44:58
"128","2005$/Mcal/day","PolicyReference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_Staples",2080,0.128342,2024-03-11 09:44:58
"129","2005$/Mcal/day","PolicyReference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_Staples",2085,0.137404,2024-03-11 09:44:58
"130","2005$/Mcal/day","PolicyReference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_Staples",2090,0.143009,2024-03-11 09:44:58
"131","2005$/Mcal/day","PolicyReference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_Staples",2095,0.149867,2024-03-11 09:44:58
"132","2005$/Mcal/day","PolicyReference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_Staples",2100,0.154776,2024-03-11 09:44:58
"133","2005$/Mcal/day","PolicyReference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_NonStaples",1975,0.390602,2024-03-11 09:44:58
"134","2005$/Mcal/day","PolicyReference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_NonStaples",1990,0.287137,2024-03-11 09:44:58
"135","2005$/Mcal/day","PolicyReference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_NonStaples",2005,0.28545,2024-03-11 09:44:58
"136","2005$/Mcal/day","PolicyReference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_NonStaples",2010,0.259493,2024-03-11 09:44:58
"137","2005$/Mcal/day","PolicyReference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_NonStaples",2015,0.248112,2024-03-11 09:44:58
"138","2005$/Mcal/day","PolicyReference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_NonStaples",2020,0.250051,2024-03-11 09:44:58
"139","2005$/Mcal/day","PolicyReference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_NonStaples",2025,0.282258,2024-03-11 09:44:58
"140","2005$/Mcal/day","PolicyReference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_NonStaples",2030,0.281947,2024-03-11 09:44:58
"141","2005$/Mcal/day","PolicyReference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_NonStaples",2035,0.289401,2024-03-11 09:44:58
"142","2005$/Mcal/day","PolicyReference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_NonStaples",2040,0.297537,2024-03-11 09:44:58
"143","2005$/Mcal/day","PolicyReference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_NonStaples",2045,0.313211,2024-03-11 09:44:58
"144","2005$/Mcal/day","PolicyReference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_NonStaples",2050,0.327478,2024-03-11 09:44:58
"145","2005$/Mcal/day","PolicyReference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_NonStaples",2055,0.347397,2024-03-11 09:44:58
"146","2005$/Mcal/day","PolicyReference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_NonStaples",2060,0.371764,2024-03-11 09:44:58
"147","2005$/Mcal/day","PolicyReference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_NonStaples",2065,0.404786,2024-03-11 09:44:58
"148","2005$/Mcal/day","PolicyReference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_NonStaples",2070,0.445353,2024-03-11 09:44:58
"149","2005$/Mcal/day","PolicyReference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_NonStaples",2075,0.489807,2024-03-11 09:44:58
"150","2005$/Mcal/day","PolicyReference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_NonStaples",2080,0.530063,2024-03-11 09:44:58
"151","2005$/Mcal/day","PolicyReference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_NonStaples",2085,0.566535,2024-03-11 09:44:58
"152","2005$/Mcal/day","PolicyReference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_NonStaples",2090,0.601033,2024-03-11 09:44:58
"153","2005$/Mcal/day","PolicyReference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_NonStaples",2095,0.636177,2024-03-11 09:44:58
"154","2005$/Mcal/day","PolicyReference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_NonStaples",2100,0.665796,2024-03-11 09:44:58
"155","2005$/Mcal/day","PolicyReference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_Staples",1975,0.0528215,2024-03-11 09:44:58
"156","2005$/Mcal/day","PolicyReference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_Staples",1990,0.0510511,2024-03-11 09:44:58
"157","2005$/Mcal/day","PolicyReference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_Staples",2005,0.0497996,2024-03-11 09:44:58
"158","2005$/Mcal/day","PolicyReference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_Staples",2010,0.0524772,2024-03-11 09:44:58
"159","2005$/Mcal/day","PolicyReference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_Staples",2015,0.054664,2024-03-11 09:44:58
"160","2005$/Mcal/day","PolicyReference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_Staples",2020,0.0548705,2024-03-11 09:44:58
"161","2005$/Mcal/day","PolicyReference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_Staples",2025,0.062893,2024-03-11 09:44:58
"162","2005$/Mcal/day","PolicyReference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_Staples",2030,0.0620497,2024-03-11 09:44:58
"163","2005$/Mcal/day","PolicyReference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_Staples",2035,0.0631053,2024-03-11 09:44:58
"164","2005$/Mcal/day","PolicyReference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_Staples",2040,0.064357,2024-03-11 09:44:58
"165","2005$/Mcal/day","PolicyReference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_Staples",2045,0.0671847,2024-03-11 09:44:58
"166","2005$/Mcal/day","PolicyReference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_Staples",2050,0.0699976,2024-03-11 09:44:58
"167","2005$/Mcal/day","PolicyReference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_Staples",2055,0.0756819,2024-03-11 09:44:58
"168","2005$/Mcal/day","PolicyReference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_Staples",2060,0.083561,2024-03-11 09:44:58
"169","2005$/Mcal/day","PolicyReference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_Staples",2065,0.094516,2024-03-11 09:44:58
"170","2005$/Mcal/day","PolicyReference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_Staples",2070,0.107871,2024-03-11 09:44:58
"171","2005$/Mcal/day","PolicyReference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_Staples",2075,0.123142,2024-03-11 09:44:58
"172","2005$/Mcal/day","PolicyReference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_Staples",2080,0.138051,2024-03-11 09:44:58
"173","2005$/Mcal/day","PolicyReference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_Staples",2085,0.151672,2024-03-11 09:44:58
"174","2005$/Mcal/day","PolicyReference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_Staples",2090,0.16616,2024-03-11 09:44:58
"175","2005$/Mcal/day","PolicyReference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_Staples",2095,0.181906,2024-03-11 09:44:58
"176","2005$/Mcal/day","PolicyReference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_Staples",2100,0.196044,2024-03-11 09:44:58
"177","2005$/Mcal/day","PolicyReference","Argentina","FoodDemand","FoodDemand","FoodDemand_NonStaples",1975,0.751776,2024-03-11 09:44:58
"178","2005$/Mcal/day","PolicyReference","Argentina","FoodDemand","FoodDemand","FoodDemand_NonStaples",1990,0.326043,2024-03-11 09:44:58
"179","2005$/Mcal/day","PolicyReference","Argentina","FoodDemand","FoodDemand","FoodDemand_NonStaples",2005,0.276584,2024-03-11 09:44:58
"180","2005$/Mcal/day","PolicyReference","Argentina","FoodDemand","FoodDemand","FoodDemand_NonStaples",2010,0.249561,2024-03-11 09:44:58
"181","2005$/Mcal/day","PolicyReference","Argentina","FoodDemand","FoodDemand","FoodDemand_NonStaples",2015,0.264681,2024-03-11 09:44:58
"182","2005$/Mcal/day","PolicyReference","Argentina","FoodDemand","FoodDemand","FoodDemand_NonStaples",2020,0.267923,2024-03-11 09:44:58
