"","Units","scenario","region","year","account","value","rundate"
"29","million 1990$","Reference","Africa_Northern",2025,"gdp-per-capita",2.9317,2024-02-05 14:02:39
"30","million 1990$","Reference","Africa_Northern",2030,"gdp-per-capita",3.34203,2024-02-05 14:02:39
"31","million 1990$","Reference","Africa_Northern",2035,"gdp-per-capita",3.69504,2024-02-05 14:02:39
"32","million 1990$","Reference","Africa_Northern",2040,"gdp-per-capita",4.00797,2024-02-05 14:02:39
"33","million 1990$","Reference","Africa_Northern",2045,"gdp-per-capita",4.28603,2024-02-05 14:02:39
"34","million 1990$","Reference","Africa_Northern",2050,"gdp-per-capita",4.54335,2024-02-05 14:02:39
"35","million 1990$","Reference","Africa_Northern",2055,"gdp-per-capita",4.81896,2024-02-05 14:02:39
"36","million 1990$","Reference","Africa_Northern",2060,"gdp-per-capita",5.13012,2024-02-05 14:02:39
"37","million 1990$","Reference","Africa_Northern",2065,"gdp-per-capita",5.47808,2024-02-05 14:02:39
"38","million 1990$","Reference","Africa_Northern",2070,"gdp-per-capita",5.84524,2024-02-05 14:02:39
"39","million 1990$","Reference","Africa_Northern",2075,"gdp-per-capita",6.22322,2024-02-05 14:02:39
"40","million 1990$","Reference","Africa_Northern",2080,"gdp-per-capita",6.60101,2024-02-05 14:02:39
"41","million 1990$","Reference","Africa_Northern",2085,"gdp-per-capita",6.97576,2024-02-05 14:02:39
"42","million 1990$","Reference","Africa_Northern",2090,"gdp-per-capita",7.35704,2024-02-05 14:02:39
"43","million 1990$","Reference","Africa_Northern",2095,"gdp-per-capita",7.75094,2024-02-05 14:02:39
"44","million 1990$","Reference","Africa_Northern",2100,"gdp-per-capita",8.1593,2024-02-05 14:02:39
"45","million 1990$","Reference","Africa_Southern",1975,"gdp-per-capita",0.537213,2024-02-05 14:02:39
"46","million 1990$","Reference","Africa_Southern",1990,"gdp-per-capita",0.513679,2024-02-05 14:02:39
"47","million 1990$","Reference","Africa_Southern",2005,"gdp-per-capita",0.65223,2024-02-05 14:02:39
"48","million 1990$","Reference","Africa_Southern",2010,"gdp-per-capita",0.863204,2024-02-05 14:02:39
"49","million 1990$","Reference","Africa_Southern",2015,"gdp-per-capita",0.968488,2024-02-05 14:02:39
"50","million 1990$","Reference","Africa_Southern",2020,"gdp-per-capita",0.94724,2024-02-05 14:02:39
"51","million 1990$","Reference","Africa_Southern",2025,"gdp-per-capita",1.01855,2024-02-05 14:02:39
"52","million 1990$","Reference","Africa_Southern",2030,"gdp-per-capita",1.09865,2024-02-05 14:02:39
"53","million 1990$","Reference","Africa_Southern",2035,"gdp-per-capita",1.15616,2024-02-05 14:02:39
"54","million 1990$","Reference","Africa_Southern",2040,"gdp-per-capita",1.22207,2024-02-05 14:02:39
"55","million 1990$","Reference","Africa_Southern",2045,"gdp-per-capita",1.30956,2024-02-05 14:02:39
"56","million 1990$","Reference","Africa_Southern",2050,"gdp-per-capita",1.42348,2024-02-05 14:02:39
"57","million 1990$","Reference","Africa_Southern",2055,"gdp-per-capita",1.56565,2024-02-05 14:02:39
"58","million 1990$","Reference","Africa_Southern",2060,"gdp-per-capita",1.73534,2024-02-05 14:02:39
"59","million 1990$","Reference","Africa_Southern",2065,"gdp-per-capita",1.93218,2024-02-05 14:02:39
"60","million 1990$","Reference","Africa_Southern",2070,"gdp-per-capita",2.15385,2024-02-05 14:02:39
"61","million 1990$","Reference","Africa_Southern",2075,"gdp-per-capita",2.39777,2024-02-05 14:02:39
"62","million 1990$","Reference","Africa_Southern",2080,"gdp-per-capita",2.66093,2024-02-05 14:02:39
"63","million 1990$","Reference","Africa_Southern",2085,"gdp-per-capita",2.94212,2024-02-05 14:02:39
"64","million 1990$","Reference","Africa_Southern",2090,"gdp-per-capita",3.24245,2024-02-05 14:02:39
"65","million 1990$","Reference","Africa_Southern",2095,"gdp-per-capita",3.56133,2024-02-05 14:02:39
"66","million 1990$","Reference","Africa_Southern",2100,"gdp-per-capita",3.90066,2024-02-05 14:02:39
"67","million 1990$","Reference","Africa_Western",1975,"gdp-per-capita",0.859179,2024-02-05 14:02:39
"68","million 1990$","Reference","Africa_Western",1990,"gdp-per-capita",0.699672,2024-02-05 14:02:39
"69","million 1990$","Reference","Africa_Western",2005,"gdp-per-capita",0.812442,2024-02-05 14:02:39
"70","million 1990$","Reference","Africa_Western",2010,"gdp-per-capita",0.947195,2024-02-05 14:02:39
"71","million 1990$","Reference","Africa_Western",2015,"gdp-per-capita",1.04564,2024-02-05 14:02:39
"72","million 1990$","Reference","Africa_Western",2020,"gdp-per-capita",1.03733,2024-02-05 14:02:39
"73","million 1990$","Reference","Africa_Western",2025,"gdp-per-capita",1.11204,2024-02-05 14:02:39
"74","million 1990$","Reference","Africa_Western",2030,"gdp-per-capita",1.27533,2024-02-05 14:02:39
"75","million 1990$","Reference","Africa_Western",2035,"gdp-per-capita",1.4245,2024-02-05 14:02:39
"76","million 1990$","Reference","Africa_Western",2040,"gdp-per-capita",1.57768,2024-02-05 14:02:39
"77","million 1990$","Reference","Africa_Western",2045,"gdp-per-capita",1.73932,2024-02-05 14:02:39
"78","million 1990$","Reference","Africa_Western",2050,"gdp-per-capita",1.91538,2024-02-05 14:02:39
"79","million 1990$","Reference","Africa_Western",2055,"gdp-per-capita",2.11803,2024-02-05 14:02:39
"80","million 1990$","Reference","Africa_Western",2060,"gdp-per-capita",2.35186,2024-02-05 14:02:39
"81","million 1990$","Reference","Africa_Western",2065,"gdp-per-capita",2.61766,2024-02-05 14:02:39
"82","million 1990$","Reference","Africa_Western",2070,"gdp-per-capita",2.91715,2024-02-05 14:02:39
"83","million 1990$","Reference","Africa_Western",2075,"gdp-per-capita",3.25025,2024-02-05 14:02:39
"84","million 1990$","Reference","Africa_Western",2080,"gdp-per-capita",3.61391,2024-02-05 14:02:39
"85","million 1990$","Reference","Africa_Western",2085,"gdp-per-capita",4.0037,2024-02-05 14:02:39
"86","million 1990$","Reference","Africa_Western",2090,"gdp-per-capita",4.41952,2024-02-05 14:02:39
"87","million 1990$","Reference","Africa_Western",2095,"gdp-per-capita",4.85629,2024-02-05 14:02:39
"88","million 1990$","Reference","Africa_Western",2100,"gdp-per-capita",5.31636,2024-02-05 14:02:39
"89","million 1990$","Reference","Argentina",1975,"gdp-per-capita",5.29471,2024-02-05 14:02:39
"90","million 1990$","Reference","Argentina",1990,"gdp-per-capita",3.95815,2024-02-05 14:02:39
"91","million 1990$","Reference","Argentina",2005,"gdp-per-capita",5.69681,2024-02-05 14:02:39
"92","million 1990$","Reference","Argentina",2010,"gdp-per-capita",6.87947,2024-02-05 14:02:39
"93","million 1990$","Reference","Argentina",2015,"gdp-per-capita",7.0279,2024-02-05 14:02:39
"94","million 1990$","Reference","Argentina",2020,"gdp-per-capita",6.64068,2024-02-05 14:02:39
"95","million 1990$","Reference","Argentina",2025,"gdp-per-capita",7.48606,2024-02-05 14:02:39
"96","million 1990$","Reference","Argentina",2030,"gdp-per-capita",8.09594,2024-02-05 14:02:39
"97","million 1990$","Reference","Argentina",2035,"gdp-per-capita",8.56448,2024-02-05 14:02:39
"98","million 1990$","Reference","Argentina",2040,"gdp-per-capita",8.92683,2024-02-05 14:02:39
"99","million 1990$","Reference","Argentina",2045,"gdp-per-capita",9.19596,2024-02-05 14:02:39
"100","million 1990$","Reference","Argentina",2050,"gdp-per-capita",9.44819,2024-02-05 14:02:39
"101","million 1990$","Reference","Argentina",2055,"gdp-per-capita",9.7069,2024-02-05 14:02:39
"102","million 1990$","Reference","Argentina",2060,"gdp-per-capita",9.99584,2024-02-05 14:02:39
"103","million 1990$","Reference","Argentina",2065,"gdp-per-capita",10.3248,2024-02-05 14:02:39
"104","million 1990$","Reference","Argentina",2070,"gdp-per-capita",10.6846,2024-02-05 14:02:39
"105","million 1990$","Reference","Argentina",2075,"gdp-per-capita",11.0491,2024-02-05 14:02:39
"106","million 1990$","Reference","Argentina",2080,"gdp-per-capita",11.3967,2024-02-05 14:02:39
"107","million 1990$","Reference","Argentina",2085,"gdp-per-capita",11.7162,2024-02-05 14:02:39
"108","million 1990$","Reference","Argentina",2090,"gdp-per-capita",12.0162,2024-02-05 14:02:39
"109","million 1990$","Reference","Argentina",2095,"gdp-per-capita",12.3013,2024-02-05 14:02:39
"110","million 1990$","Reference","Argentina",2100,"gdp-per-capita",12.5811,2024-02-05 14:02:39
"111","million 1990$","Reference","Australia_NZ",1975,"gdp-per-capita",17.5212,2024-02-05 14:02:39
"112","million 1990$","Reference","Australia_NZ",1990,"gdp-per-capita",23.3499,2024-02-05 14:02:39
"113","million 1990$","Reference","Australia_NZ",2005,"gdp-per-capita",31.7869,2024-02-05 14:02:39
"114","million 1990$","Reference","Australia_NZ",2010,"gdp-per-capita",33.2816,2024-02-05 14:02:39
"115","million 1990$","Reference","Australia_NZ",2015,"gdp-per-capita",35.512,2024-02-05 14:02:39
"116","million 1990$","Reference","Australia_NZ",2020,"gdp-per-capita",38.4313,2024-02-05 14:02:39
"117","million 1990$","Reference","Australia_NZ",2025,"gdp-per-capita",42.0309,2024-02-05 14:02:39
"118","million 1990$","Reference","Australia_NZ",2030,"gdp-per-capita",44.2968,2024-02-05 14:02:39
"119","million 1990$","Reference","Australia_NZ",2035,"gdp-per-capita",46.1918,2024-02-05 14:02:39
"120","million 1990$","Reference","Australia_NZ",2040,"gdp-per-capita",47.8934,2024-02-05 14:02:39
"121","million 1990$","Reference","Australia_NZ",2045,"gdp-per-capita",49.5176,2024-02-05 14:02:39
"122","million 1990$","Reference","Australia_NZ",2050,"gdp-per-capita",50.84,2024-02-05 14:02:39
"123","million 1990$","Reference","Australia_NZ",2055,"gdp-per-capita",52.0773,2024-02-05 14:02:39
"124","million 1990$","Reference","Australia_NZ",2060,"gdp-per-capita",53.6532,2024-02-05 14:02:39
"125","million 1990$","Reference","Australia_NZ",2065,"gdp-per-capita",55.548,2024-02-05 14:02:39
"126","million 1990$","Reference","Australia_NZ",2070,"gdp-per-capita",57.5644,2024-02-05 14:02:39
"127","million 1990$","Reference","Australia_NZ",2075,"gdp-per-capita",59.4779,2024-02-05 14:02:39
"128","million 1990$","Reference","Australia_NZ",2080,"gdp-per-capita",61.4583,2024-02-05 14:02:39
"129","million 1990$","Reference","Australia_NZ",2085,"gdp-per-capita",63.5241,2024-02-05 14:02:39
"130","million 1990$","Reference","Australia_NZ",2090,"gdp-per-capita",65.8413,2024-02-05 14:02:39
"131","million 1990$","Reference","Australia_NZ",2095,"gdp-per-capita",68.5073,2024-02-05 14:02:39
"132","million 1990$","Reference","Australia_NZ",2100,"gdp-per-capita",71.4136,2024-02-05 14:02:39
"133","million 1990$","Reference","Brazil",1975,"gdp-per-capita",4.46924,2024-02-05 14:02:39
"134","million 1990$","Reference","Brazil",1990,"gdp-per-capita",5.28111,2024-02-05 14:02:39
"135","million 1990$","Reference","Brazil",2005,"gdp-per-capita",6.29041,2024-02-05 14:02:39
"136","million 1990$","Reference","Brazil",2010,"gdp-per-capita",7.4451,2024-02-05 14:02:39
"137","million 1990$","Reference","Brazil",2015,"gdp-per-capita",7.54278,2024-02-05 14:02:39
"138","million 1990$","Reference","Brazil",2020,"gdp-per-capita",7.45931,2024-02-05 14:02:39
"139","million 1990$","Reference","Brazil",2025,"gdp-per-capita",8.03178,2024-02-05 14:02:39
"140","million 1990$","Reference","Brazil",2030,"gdp-per-capita",8.5493,2024-02-05 14:02:39
"141","million 1990$","Reference","Brazil",2035,"gdp-per-capita",8.8491,2024-02-05 14:02:39
"142","million 1990$","Reference","Brazil",2040,"gdp-per-capita",9.0755,2024-02-05 14:02:39
"143","million 1990$","Reference","Brazil",2045,"gdp-per-capita",9.22508,2024-02-05 14:02:39
"144","million 1990$","Reference","Brazil",2050,"gdp-per-capita",9.30769,2024-02-05 14:02:39
"145","million 1990$","Reference","Brazil",2055,"gdp-per-capita",9.38965,2024-02-05 14:02:39
"146","million 1990$","Reference","Brazil",2060,"gdp-per-capita",9.47831,2024-02-05 14:02:39
"147","million 1990$","Reference","Brazil",2065,"gdp-per-capita",9.55226,2024-02-05 14:02:39
"148","million 1990$","Reference","Brazil",2070,"gdp-per-capita",9.62238,2024-02-05 14:02:39
"149","million 1990$","Reference","Brazil",2075,"gdp-per-capita",9.70441,2024-02-05 14:02:39
"150","million 1990$","Reference","Brazil",2080,"gdp-per-capita",9.75175,2024-02-05 14:02:39
"151","million 1990$","Reference","Brazil",2085,"gdp-per-capita",9.75737,2024-02-05 14:02:39
"152","million 1990$","Reference","Brazil",2090,"gdp-per-capita",9.73408,2024-02-05 14:02:39
"153","million 1990$","Reference","Brazil",2095,"gdp-per-capita",9.68986,2024-02-05 14:02:39
"154","million 1990$","Reference","Brazil",2100,"gdp-per-capita",9.63037,2024-02-05 14:02:39
"155","million 1990$","Reference","Canada",1975,"gdp-per-capita",18.5079,2024-02-05 14:02:39
"156","million 1990$","Reference","Canada",1990,"gdp-per-capita",24.2897,2024-02-05 14:02:39
"157","million 1990$","Reference","Canada",2005,"gdp-per-capita",31.2679,2024-02-05 14:02:39
"158","million 1990$","Reference","Canada",2010,"gdp-per-capita",31.1692,2024-02-05 14:02:39
"159","million 1990$","Reference","Canada",2015,"gdp-per-capita",33.0052,2024-02-05 14:02:39
"160","million 1990$","Reference","Canada",2020,"gdp-per-capita",35.0398,2024-02-05 14:02:39
"161","million 1990$","Reference","Canada",2025,"gdp-per-capita",37.2135,2024-02-05 14:02:39
"162","million 1990$","Reference","Canada",2030,"gdp-per-capita",39.4089,2024-02-05 14:02:39
"163","million 1990$","Reference","Canada",2035,"gdp-per-capita",42.3395,2024-02-05 14:02:39
"164","million 1990$","Reference","Canada",2040,"gdp-per-capita",45.8658,2024-02-05 14:02:39
"165","million 1990$","Reference","Canada",2045,"gdp-per-capita",49.4916,2024-02-05 14:02:39
"166","million 1990$","Reference","Canada",2050,"gdp-per-capita",52.8203,2024-02-05 14:02:39
"167","million 1990$","Reference","Canada",2055,"gdp-per-capita",55.8045,2024-02-05 14:02:39
"168","million 1990$","Reference","Canada",2060,"gdp-per-capita",58.7499,2024-02-05 14:02:39
"169","million 1990$","Reference","Canada",2065,"gdp-per-capita",61.9081,2024-02-05 14:02:39
"170","million 1990$","Reference","Canada",2070,"gdp-per-capita",65.1484,2024-02-05 14:02:39
"171","million 1990$","Reference","Canada",2075,"gdp-per-capita",68.31,2024-02-05 14:02:39
"172","million 1990$","Reference","Canada",2080,"gdp-per-capita",71.5649,2024-02-05 14:02:39
"173","million 1990$","Reference","Canada",2085,"gdp-per-capita",74.9214,2024-02-05 14:02:39
"174","million 1990$","Reference","Canada",2090,"gdp-per-capita",78.5463,2024-02-05 14:02:39
"175","million 1990$","Reference","Canada",2095,"gdp-per-capita",82.5578,2024-02-05 14:02:39
"176","million 1990$","Reference","Canada",2100,"gdp-per-capita",86.903,2024-02-05 14:02:39
"177","million 1990$","Reference","Central America and Caribbean",1975,"gdp-per-capita",1.70751,2024-02-05 14:02:39
"178","million 1990$","Reference","Central America and Caribbean",1990,"gdp-per-capita",1.89643,2024-02-05 14:02:39
"179","million 1990$","Reference","Central America and Caribbean",2005,"gdp-per-capita",2.35629,2024-02-05 14:02:39
"180","million 1990$","Reference","Central America and Caribbean",2010,"gdp-per-capita",2.70281,2024-02-05 14:02:39
"181","million 1990$","Reference","Central America and Caribbean",2015,"gdp-per-capita",3.04163,2024-02-05 14:02:39
"182","million 1990$","Reference","Central America and Caribbean",2020,"gdp-per-capita",3.25861,2024-02-05 14:02:39
"183","million 1990$","Reference","Central America and Caribbean",2025,"gdp-per-capita",3.55958,2024-02-05 14:02:39
"184","million 1990$","Reference","Central America and Caribbean",2030,"gdp-per-capita",3.84278,2024-02-05 14:02:39
"185","million 1990$","Reference","Central America and Caribbean",2035,"gdp-per-capita",4.08898,2024-02-05 14:02:39
"186","million 1990$","Reference","Central America and Caribbean",2040,"gdp-per-capita",4.34656,2024-02-05 14:02:39
"187","million 1990$","Reference","Central America and Caribbean",2045,"gdp-per-capita",4.61514,2024-02-05 14:02:39
"188","million 1990$","Reference","Central America and Caribbean",2050,"gdp-per-capita",4.88955,2024-02-05 14:02:39
"189","million 1990$","Reference","Central America and Caribbean",2055,"gdp-per-capita",5.17989,2024-02-05 14:02:39
"190","million 1990$","Reference","Central America and Caribbean",2060,"gdp-per-capita",5.49482,2024-02-05 14:02:39
"191","million 1990$","Reference","Central America and Caribbean",2065,"gdp-per-capita",5.83939,2024-02-05 14:02:39
"192","million 1990$","Reference","Central America and Caribbean",2070,"gdp-per-capita",6.21635,2024-02-05 14:02:39
"193","million 1990$","Reference","Central America and Caribbean",2075,"gdp-per-capita",6.62448,2024-02-05 14:02:39
"194","million 1990$","Reference","Central America and Caribbean",2080,"gdp-per-capita",7.05341,2024-02-05 14:02:39
"195","million 1990$","Reference","Central America and Caribbean",2085,"gdp-per-capita",7.49539,2024-02-05 14:02:39
"196","million 1990$","Reference","Central America and Caribbean",2090,"gdp-per-capita",7.95498,2024-02-05 14:02:39
"197","million 1990$","Reference","Central America and Caribbean",2095,"gdp-per-capita",8.43409,2024-02-05 14:02:39
"198","million 1990$","Reference","Central America and Caribbean",2100,"gdp-per-capita",8.93622,2024-02-05 14:02:39
"199","million 1990$","Reference","Central Asia",1975,"gdp-per-capita",1.59219,2024-02-05 14:02:39
"200","million 1990$","Reference","Central Asia",1990,"gdp-per-capita",1.84246,2024-02-05 14:02:39
"201","million 1990$","Reference","Central Asia",2005,"gdp-per-capita",1.75317,2024-02-05 14:02:39
"202","million 1990$","Reference","Central Asia",2010,"gdp-per-capita",2.43636,2024-02-05 14:02:39
"203","million 1990$","Reference","Central Asia",2015,"gdp-per-capita",2.93704,2024-02-05 14:02:39
"204","million 1990$","Reference","Central Asia",2020,"gdp-per-capita",3.37249,2024-02-05 14:02:39
"205","million 1990$","Reference","Central Asia",2025,"gdp-per-capita",3.98083,2024-02-05 14:02:39
"206","million 1990$","Reference","Central Asia",2030,"gdp-per-capita",4.65409,2024-02-05 14:02:39
"207","million 1990$","Reference","Central Asia",2035,"gdp-per-capita",5.26779,2024-02-05 14:02:39
"208","million 1990$","Reference","Central Asia",2040,"gdp-per-capita",5.81022,2024-02-05 14:02:39
"209","million 1990$","Reference","Central Asia",2045,"gdp-per-capita",6.21447,2024-02-05 14:02:39
"210","million 1990$","Reference","Central Asia",2050,"gdp-per-capita",6.44827,2024-02-05 14:02:39
"211","million 1990$","Reference","Central Asia",2055,"gdp-per-capita",6.61107,2024-02-05 14:02:39
"212","million 1990$","Reference","Central Asia",2060,"gdp-per-capita",6.83393,2024-02-05 14:02:39
"213","million 1990$","Reference","Central Asia",2065,"gdp-per-capita",7.15065,2024-02-05 14:02:39
"214","million 1990$","Reference","Central Asia",2070,"gdp-per-capita",7.51234,2024-02-05 14:02:39
"215","million 1990$","Reference","Central Asia",2075,"gdp-per-capita",7.88031,2024-02-05 14:02:39
"216","million 1990$","Reference","Central Asia",2080,"gdp-per-capita",8.25704,2024-02-05 14:02:39
"217","million 1990$","Reference","Central Asia",2085,"gdp-per-capita",8.63434,2024-02-05 14:02:39
"218","million 1990$","Reference","Central Asia",2090,"gdp-per-capita",9.03031,2024-02-05 14:02:39
"219","million 1990$","Reference","Central Asia",2095,"gdp-per-capita",9.44761,2024-02-05 14:02:39
"220","million 1990$","Reference","Central Asia",2100,"gdp-per-capita",9.87755,2024-02-05 14:02:39
"221","million 1990$","Reference","China",1975,"gdp-per-capita",0.196254,2024-02-05 14:02:39
"222","million 1990$","Reference","China",1990,"gdp-per-capita",0.524798,2024-02-05 14:02:39
"223","million 1990$","Reference","China",2005,"gdp-per-capita",1.86118,2024-02-05 14:02:39
"224","million 1990$","Reference","China",2010,"gdp-per-capita",3.04715,2024-02-05 14:02:39
"225","million 1990$","Reference","China",2015,"gdp-per-capita",4.29247,2024-02-05 14:02:39
"226","million 1990$","Reference","China",2020,"gdp-per-capita",5.76441,2024-02-05 14:02:39
"227","million 1990$","Reference","China",2025,"gdp-per-capita",7.46043,2024-02-05 14:02:39
"228","million 1990$","Reference","China",2030,"gdp-per-capita",8.76405,2024-02-05 14:02:39
"229","million 1990$","Reference","China",2035,"gdp-per-capita",9.66577,2024-02-05 14:02:39
"230","million 1990$","Reference","China",2040,"gdp-per-capita",10.4217,2024-02-05 14:02:39
"231","million 1990$","Reference","China",2045,"gdp-per-capita",11.0747,2024-02-05 14:02:39
"232","million 1990$","Reference","China",2050,"gdp-per-capita",11.5657,2024-02-05 14:02:39
"233","million 1990$","Reference","China",2055,"gdp-per-capita",11.9283,2024-02-05 14:02:39
"234","million 1990$","Reference","China",2060,"gdp-per-capita",12.2914,2024-02-05 14:02:39
"235","million 1990$","Reference","China",2065,"gdp-per-capita",12.6445,2024-02-05 14:02:39
"236","million 1990$","Reference","China",2070,"gdp-per-capita",12.984,2024-02-05 14:02:39
"237","million 1990$","Reference","China",2075,"gdp-per-capita",13.2883,2024-02-05 14:02:39
"238","million 1990$","Reference","China",2080,"gdp-per-capita",13.5679,2024-02-05 14:02:39
"239","million 1990$","Reference","China",2085,"gdp-per-capita",13.7801,2024-02-05 14:02:39
"240","million 1990$","Reference","China",2090,"gdp-per-capita",13.9409,2024-02-05 14:02:39
"241","million 1990$","Reference","China",2095,"gdp-per-capita",14.0631,2024-02-05 14:02:39
"242","million 1990$","Reference","China",2100,"gdp-per-capita",14.1706,2024-02-05 14:02:39
"243","million 1990$","Reference","Colombia",1975,"gdp-per-capita",2.19642,2024-02-05 14:02:39
"244","million 1990$","Reference","Colombia",1990,"gdp-per-capita",2.95034,2024-02-05 14:02:39
"245","million 1990$","Reference","Colombia",2005,"gdp-per-capita",3.55665,2024-02-05 14:02:39
"246","million 1990$","Reference","Colombia",2010,"gdp-per-capita",4.18679,2024-02-05 14:02:39
"247","million 1990$","Reference","Colombia",2015,"gdp-per-capita",4.98521,2024-02-05 14:02:39
"248","million 1990$","Reference","Colombia",2020,"gdp-per-capita",5.31013,2024-02-05 14:02:39
"249","million 1990$","Reference","Colombia",2025,"gdp-per-capita",5.9249,2024-02-05 14:02:39
"250","million 1990$","Reference","Colombia",2030,"gdp-per-capita",6.3313,2024-02-05 14:02:39
"251","million 1990$","Reference","Colombia",2035,"gdp-per-capita",6.66333,2024-02-05 14:02:39
"252","million 1990$","Reference","Colombia",2040,"gdp-per-capita",6.99888,2024-02-05 14:02:39
"253","million 1990$","Reference","Colombia",2045,"gdp-per-capita",7.32176,2024-02-05 14:02:39
"254","million 1990$","Reference","Colombia",2050,"gdp-per-capita",7.64304,2024-02-05 14:02:39
"255","million 1990$","Reference","Colombia",2055,"gdp-per-capita",7.99037,2024-02-05 14:02:39
"256","million 1990$","Reference","Colombia",2060,"gdp-per-capita",8.37404,2024-02-05 14:02:39
"257","million 1990$","Reference","Colombia",2065,"gdp-per-capita",8.80483,2024-02-05 14:02:39
"258","million 1990$","Reference","Colombia",2070,"gdp-per-capita",9.28271,2024-02-05 14:02:39
"259","million 1990$","Reference","Colombia",2075,"gdp-per-capita",9.8016,2024-02-05 14:02:39
"260","million 1990$","Reference","Colombia",2080,"gdp-per-capita",10.3509,2024-02-05 14:02:39
"261","million 1990$","Reference","Colombia",2085,"gdp-per-capita",10.9155,2024-02-05 14:02:39
"262","million 1990$","Reference","Colombia",2090,"gdp-per-capita",11.4965,2024-02-05 14:02:39
"263","million 1990$","Reference","Colombia",2095,"gdp-per-capita",12.0912,2024-02-05 14:02:39
"264","million 1990$","Reference","Colombia",2100,"gdp-per-capita",12.7047,2024-02-05 14:02:39
"265","million 1990$","Reference","EU-12",1975,"gdp-per-capita",3.52751,2024-02-05 14:02:39
"266","million 1990$","Reference","EU-12",1990,"gdp-per-capita",4.9308,2024-02-05 14:02:39
"267","million 1990$","Reference","EU-12",2005,"gdp-per-capita",7.0633,2024-02-05 14:02:39
"268","million 1990$","Reference","EU-12",2010,"gdp-per-capita",8.30532,2024-02-05 14:02:39
"269","million 1990$","Reference","EU-12",2015,"gdp-per-capita",9.49906,2024-02-05 14:02:39
"270","million 1990$","Reference","EU-12",2020,"gdp-per-capita",11.5248,2024-02-05 14:02:39
"271","million 1990$","Reference","EU-12",2025,"gdp-per-capita",13.2894,2024-02-05 14:02:39
"272","million 1990$","Reference","EU-12",2030,"gdp-per-capita",14.754,2024-02-05 14:02:39
"273","million 1990$","Reference","EU-12",2035,"gdp-per-capita",16.1166,2024-02-05 14:02:39
"274","million 1990$","Reference","EU-12",2040,"gdp-per-capita",17.3653,2024-02-05 14:02:39
"275","million 1990$","Reference","EU-12",2045,"gdp-per-capita",18.4136,2024-02-05 14:02:39
"276","million 1990$","Reference","EU-12",2050,"gdp-per-capita",19.3436,2024-02-05 14:02:39
"277","million 1990$","Reference","EU-12",2055,"gdp-per-capita",20.2389,2024-02-05 14:02:39
