"","Units","scenario","region","year","value","rundate"
"72","thous","Policytest","Africa_Western",2020,537465,2024-03-25 15:02:00
"73","thous","Policytest","Africa_Western",2025,599748,2024-03-25 15:02:00
"74","thous","Policytest","Africa_Western",2030,664116,2024-03-25 15:02:00
"75","thous","Policytest","Africa_Western",2035,729808,2024-03-25 15:02:00
"76","thous","Policytest","Africa_Western",2040,795629,2024-03-25 15:02:00
"77","thous","Policytest","Africa_Western",2045,860599,2024-03-25 15:02:00
"78","thous","Policytest","Africa_Western",2050,924076,2024-03-25 15:02:00
"79","thous","Policytest","Africa_Western",2055,982617,2024-03-25 15:02:00
"80","thous","Policytest","Africa_Western",2060,1036430,2024-03-25 15:02:00
"81","thous","Policytest","Africa_Western",2065,1086770,2024-03-25 15:02:00
"82","thous","Policytest","Africa_Western",2070,1133100,2024-03-25 15:02:00
"83","thous","Policytest","Africa_Western",2075,1174800,2024-03-25 15:02:00
"84","thous","Policytest","Africa_Western",2080,1211620,2024-03-25 15:02:00
"85","thous","Policytest","Africa_Western",2085,1243150,2024-03-25 15:02:00
"86","thous","Policytest","Africa_Western",2090,1269550,2024-03-25 15:02:00
"87","thous","Policytest","Africa_Western",2095,1291420,2024-03-25 15:02:00
"88","thous","Policytest","Africa_Western",2100,1309180,2024-03-25 15:02:00
"89","thous","Policytest","Argentina",1975,25866,2024-03-25 15:02:00
"90","thous","Policytest","Argentina",1990,32619,2024-03-25 15:02:00
"91","thous","Policytest","Argentina",2005,38893,2024-03-25 15:02:00
"92","thous","Policytest","Argentina",2010,40896,2024-03-25 15:02:00
"93","thous","Policytest","Argentina",2015,43075,2024-03-25 15:02:00
"94","thous","Policytest","Argentina",2020,44637,2024-03-25 15:02:00
"95","thous","Policytest","Argentina",2025,46040,2024-03-25 15:02:00
"96","thous","Policytest","Argentina",2030,47286,2024-03-25 15:02:00
"97","thous","Policytest","Argentina",2035,48376,2024-03-25 15:02:00
"98","thous","Policytest","Argentina",2040,49321,2024-03-25 15:02:00
"99","thous","Policytest","Argentina",2045,50052,2024-03-25 15:02:00
"100","thous","Policytest","Argentina",2050,50587,2024-03-25 15:02:00
"101","thous","Policytest","Argentina",2055,50920,2024-03-25 15:02:00
"102","thous","Policytest","Argentina",2060,51055,2024-03-25 15:02:00
"103","thous","Policytest","Argentina",2065,51051,2024-03-25 15:02:00
"104","thous","Policytest","Argentina",2070,50881,2024-03-25 15:02:00
"105","thous","Policytest","Argentina",2075,50559,2024-03-25 15:02:00
"106","thous","Policytest","Argentina",2080,50101,2024-03-25 15:02:00
"107","thous","Policytest","Argentina",2085,49577,2024-03-25 15:02:00
"108","thous","Policytest","Argentina",2090,49002,2024-03-25 15:02:00
"109","thous","Policytest","Argentina",2095,48379,2024-03-25 15:02:00
"110","thous","Policytest","Argentina",2100,47716,2024-03-25 15:02:00
"111","thous","Policytest","Australia_NZ",1975,16856,2024-03-25 15:02:00
"112","thous","Policytest","Australia_NZ",1990,20359,2024-03-25 15:02:00
"113","thous","Policytest","Australia_NZ",2005,24314,2024-03-25 15:02:00
"114","thous","Policytest","Australia_NZ",2010,26525,2024-03-25 15:02:00
"115","thous","Policytest","Australia_NZ",2015,28547,2024-03-25 15:02:00
"116","thous","Policytest","Australia_NZ",2020,30619,2024-03-25 15:02:00
"117","thous","Policytest","Australia_NZ",2025,32663,2024-03-25 15:02:00
"118","thous","Policytest","Australia_NZ",2030,34591,2024-03-25 15:02:00
"119","thous","Policytest","Australia_NZ",2035,36424,2024-03-25 15:02:00
"120","thous","Policytest","Australia_NZ",2040,38212,2024-03-25 15:02:00
"121","thous","Policytest","Australia_NZ",2045,39967,2024-03-25 15:02:00
"122","thous","Policytest","Australia_NZ",2050,41667,2024-03-25 15:02:00
"123","thous","Policytest","Australia_NZ",2055,43281,2024-03-25 15:02:00
"124","thous","Policytest","Australia_NZ",2060,44784,2024-03-25 15:02:00
"125","thous","Policytest","Australia_NZ",2065,46069,2024-03-25 15:02:00
"126","thous","Policytest","Australia_NZ",2070,47145,2024-03-25 15:02:00
"127","thous","Policytest","Australia_NZ",2075,48016,2024-03-25 15:02:00
"128","thous","Policytest","Australia_NZ",2080,48667,2024-03-25 15:02:00
"129","thous","Policytest","Australia_NZ",2085,49082,2024-03-25 15:02:00
"130","thous","Policytest","Australia_NZ",2090,49233,2024-03-25 15:02:00
"131","thous","Policytest","Australia_NZ",2095,49103,2024-03-25 15:02:00
"132","thous","Policytest","Australia_NZ",2100,48725,2024-03-25 15:02:00
"133","thous","Policytest","Brazil",1975,107216,2024-03-25 15:02:00
"134","thous","Policytest","Brazil",1990,149003,2024-03-25 15:02:00
"135","thous","Policytest","Brazil",2005,186127,2024-03-25 15:02:00
"136","thous","Policytest","Brazil",2010,195714,2024-03-25 15:02:00
"137","thous","Policytest","Brazil",2015,204472,2024-03-25 15:02:00
"138","thous","Policytest","Brazil",2020,212114,2024-03-25 15:02:00
"139","thous","Policytest","Brazil",2025,218835,2024-03-25 15:02:00
"140","thous","Policytest","Brazil",2030,224269,2024-03-25 15:02:00
"141","thous","Policytest","Brazil",2035,228418,2024-03-25 15:02:00
"142","thous","Policytest","Brazil",2040,231336,2024-03-25 15:02:00
"143","thous","Policytest","Brazil",2045,233038,2024-03-25 15:02:00
"144","thous","Policytest","Brazil",2050,233377,2024-03-25 15:02:00
"145","thous","Policytest","Brazil",2055,232304,2024-03-25 15:02:00
"146","thous","Policytest","Brazil",2060,230153,2024-03-25 15:02:00
"147","thous","Policytest","Brazil",2065,227015,2024-03-25 15:02:00
"148","thous","Policytest","Brazil",2070,223022,2024-03-25 15:02:00
"149","thous","Policytest","Brazil",2075,218264,2024-03-25 15:02:00
"150","thous","Policytest","Brazil",2080,212960,2024-03-25 15:02:00
"151","thous","Policytest","Brazil",2085,207279,2024-03-25 15:02:00
"152","thous","Policytest","Brazil",2090,201425,2024-03-25 15:02:00
"153","thous","Policytest","Brazil",2095,195525,2024-03-25 15:02:00
"154","thous","Policytest","Brazil",2100,189641,2024-03-25 15:02:00
"155","thous","Policytest","Canada",1975,23059,2024-03-25 15:02:00
"156","thous","Policytest","Canada",1990,27541,2024-03-25 15:02:00
"157","thous","Policytest","Canada",2005,32164,2024-03-25 15:02:00
"158","thous","Policytest","Canada",2010,34148,2024-03-25 15:02:00
"159","thous","Policytest","Canada",2015,36027,2024-03-25 15:02:00
"160","thous","Policytest","Canada",2020,37942,2024-03-25 15:02:00
"161","thous","Policytest","Canada",2025,39827,2024-03-25 15:02:00
"162","thous","Policytest","Canada",2030,41578,2024-03-25 15:02:00
"163","thous","Policytest","Canada",2035,43194,2024-03-25 15:02:00
"164","thous","Policytest","Canada",2040,44749,2024-03-25 15:02:00
"165","thous","Policytest","Canada",2045,46285,2024-03-25 15:02:00
"166","thous","Policytest","Canada",2050,47808,2024-03-25 15:02:00
"167","thous","Policytest","Canada",2055,49283,2024-03-25 15:02:00
"168","thous","Policytest","Canada",2060,50702,2024-03-25 15:02:00
"169","thous","Policytest","Canada",2065,51943,2024-03-25 15:02:00
"170","thous","Policytest","Canada",2070,53010,2024-03-25 15:02:00
"171","thous","Policytest","Canada",2075,53899,2024-03-25 15:02:00
"172","thous","Policytest","Canada",2080,54577,2024-03-25 15:02:00
"173","thous","Policytest","Canada",2085,55014,2024-03-25 15:02:00
"174","thous","Policytest","Canada",2090,55203,2024-03-25 15:02:00
"175","thous","Policytest","Canada",2095,55088,2024-03-25 15:02:00
"176","thous","Policytest","Canada",2100,54679,2024-03-25 15:02:00
"177","thous","Policytest","Central America and Caribbean",1975,45127,2024-03-25 15:02:00
"178","thous","Policytest","Central America and Caribbean",1990,59989,2024-03-25 15:02:00
"179","thous","Policytest","Central America and Caribbean",2005,75932,2024-03-25 15:02:00
"180","thous","Policytest","Central America and Caribbean",2010,80984,2024-03-25 15:02:00
"181","thous","Policytest","Central America and Caribbean",2015,86156,2024-03-25 15:02:00
"182","thous","Policytest","Central America and Caribbean",2020,90410,2024-03-25 15:02:00
"183","thous","Policytest","Central America and Caribbean",2025,94236,2024-03-25 15:02:00
"184","thous","Policytest","Central America and Caribbean",2030,97597,2024-03-25 15:02:00
"185","thous","Policytest","Central America and Caribbean",2035,100446,2024-03-25 15:02:00
"186","thous","Policytest","Central America and Caribbean",2040,102754,2024-03-25 15:02:00
"187","thous","Policytest","Central America and Caribbean",2045,104535,2024-03-25 15:02:00
"188","thous","Policytest","Central America and Caribbean",2050,105763,2024-03-25 15:02:00
"189","thous","Policytest","Central America and Caribbean",2055,106465,2024-03-25 15:02:00
"190","thous","Policytest","Central America and Caribbean",2060,106650,2024-03-25 15:02:00
"191","thous","Policytest","Central America and Caribbean",2065,106558,2024-03-25 15:02:00
"192","thous","Policytest","Central America and Caribbean",2070,106227,2024-03-25 15:02:00
"193","thous","Policytest","Central America and Caribbean",2075,105638,2024-03-25 15:02:00
"194","thous","Policytest","Central America and Caribbean",2080,104841,2024-03-25 15:02:00
"195","thous","Policytest","Central America and Caribbean",2085,103819,2024-03-25 15:02:00
"196","thous","Policytest","Central America and Caribbean",2090,102640,2024-03-25 15:02:00
"197","thous","Policytest","Central America and Caribbean",2095,101344,2024-03-25 15:02:00
"198","thous","Policytest","Central America and Caribbean",2100,99983,2024-03-25 15:02:00
"199","thous","Policytest","Central Asia",1975,51975,2024-03-25 15:02:00
"200","thous","Policytest","Central Asia",1990,68498,2024-03-25 15:02:00
"201","thous","Policytest","Central Asia",2005,76706,2024-03-25 15:02:00
"202","thous","Policytest","Central Asia",2010,81534,2024-03-25 15:02:00
"203","thous","Policytest","Central Asia",2015,88051,2024-03-25 15:02:00
"204","thous","Policytest","Central Asia",2020,91528,2024-03-25 15:02:00
"205","thous","Policytest","Central Asia",2025,94287,2024-03-25 15:02:00
"206","thous","Policytest","Central Asia",2030,96353,2024-03-25 15:02:00
"207","thous","Policytest","Central Asia",2035,97911,2024-03-25 15:02:00
"208","thous","Policytest","Central Asia",2040,99103,2024-03-25 15:02:00
"209","thous","Policytest","Central Asia",2045,99832,2024-03-25 15:02:00
"210","thous","Policytest","Central Asia",2050,99981,2024-03-25 15:02:00
"211","thous","Policytest","Central Asia",2055,99590,2024-03-25 15:02:00
"212","thous","Policytest","Central Asia",2060,98781,2024-03-25 15:02:00
"213","thous","Policytest","Central Asia",2065,97769,2024-03-25 15:02:00
"214","thous","Policytest","Central Asia",2070,96551,2024-03-25 15:02:00
"215","thous","Policytest","Central Asia",2075,95122,2024-03-25 15:02:00
"216","thous","Policytest","Central Asia",2080,93500,2024-03-25 15:02:00
"217","thous","Policytest","Central Asia",2085,91781,2024-03-25 15:02:00
"218","thous","Policytest","Central Asia",2090,90071,2024-03-25 15:02:00
"219","thous","Policytest","Central Asia",2095,88412,2024-03-25 15:02:00
"220","thous","Policytest","Central Asia",2100,86771,2024-03-25 15:02:00
"221","thous","Policytest","China",1975,930691,2024-03-25 15:02:00
"222","thous","Policytest","China",1990,1182960,2024-03-25 15:02:00
"223","thous","Policytest","China",2005,1338030,2024-03-25 15:02:00
"224","thous","Policytest","China",2010,1376320,2024-03-25 15:02:00
"225","thous","Policytest","China",2015,1414640,2024-03-25 15:02:00
"226","thous","Policytest","China",2020,1431260,2024-03-25 15:02:00
"227","thous","Policytest","China",2025,1437680,2024-03-25 15:02:00
"228","thous","Policytest","China",2030,1433380,2024-03-25 15:02:00
"229","thous","Policytest","China",2035,1417840,2024-03-25 15:02:00
"230","thous","Policytest","China",2040,1391620,2024-03-25 15:02:00
"231","thous","Policytest","China",2045,1356310,2024-03-25 15:02:00
"232","thous","Policytest","China",2050,1313220,2024-03-25 15:02:00
"233","thous","Policytest","China",2055,1264140,2024-03-25 15:02:00
"234","thous","Policytest","China",2060,1211040,2024-03-25 15:02:00
"235","thous","Policytest","China",2065,1156060,2024-03-25 15:02:00
"236","thous","Policytest","China",2070,1101080,2024-03-25 15:02:00
"237","thous","Policytest","China",2075,1046470,2024-03-25 15:02:00
"238","thous","Policytest","China",2080,992245,2024-03-25 15:02:00
"239","thous","Policytest","China",2085,939257,2024-03-25 15:02:00
"240","thous","Policytest","China",2090,889160,2024-03-25 15:02:00
"241","thous","Policytest","China",2095,842988,2024-03-25 15:02:00
"242","thous","Policytest","China",2100,800756,2024-03-25 15:02:00
"243","thous","Policytest","Colombia",1975,24066,2024-03-25 15:02:00
"244","thous","Policytest","Colombia",1990,33103,2024-03-25 15:02:00
"245","thous","Policytest","Colombia",2005,42648,2024-03-25 15:02:00
"246","thous","Policytest","Colombia",2010,45223,2024-03-25 15:02:00
"247","thous","Policytest","Colombia",2015,47521,2024-03-25 15:02:00
"248","thous","Policytest","Colombia",2020,50315,2024-03-25 15:02:00
"249","thous","Policytest","Colombia",2025,52898,2024-03-25 15:02:00
"250","thous","Policytest","Colombia",2030,55222,2024-03-25 15:02:00
"251","thous","Policytest","Colombia",2035,57240,2024-03-25 15:02:00
"252","thous","Policytest","Colombia",2040,58976,2024-03-25 15:02:00
"253","thous","Policytest","Colombia",2045,60431,2024-03-25 15:02:00
"254","thous","Policytest","Colombia",2050,61553,2024-03-25 15:02:00
"255","thous","Policytest","Colombia",2055,62356,2024-03-25 15:02:00
"256","thous","Policytest","Colombia",2060,62899,2024-03-25 15:02:00
"257","thous","Policytest","Colombia",2065,63157,2024-03-25 15:02:00
"258","thous","Policytest","Colombia",2070,63179,2024-03-25 15:02:00
"259","thous","Policytest","Colombia",2075,62972,2024-03-25 15:02:00
"260","thous","Policytest","Colombia",2080,62528,2024-03-25 15:02:00
"261","thous","Policytest","Colombia",2085,61871,2024-03-25 15:02:00
"262","thous","Policytest","Colombia",2090,61079,2024-03-25 15:02:00
"263","thous","Policytest","Colombia",2095,60178,2024-03-25 15:02:00
"264","thous","Policytest","Colombia",2100,59180,2024-03-25 15:02:00
"265","thous","Policytest","EU-12",1975,99629,2024-03-25 15:02:00
"266","thous","Policytest","EU-12",1990,107358,2024-03-25 15:02:00
"267","thous","Policytest","EU-12",2005,103595,2024-03-25 15:02:00
"268","thous","Policytest","EU-12",2010,102240,2024-03-25 15:02:00
"269","thous","Policytest","EU-12",2015,100885,2024-03-25 15:02:00
"270","thous","Policytest","EU-12",2020,100489,2024-03-25 15:02:00
"271","thous","Policytest","EU-12",2025,99871,2024-03-25 15:02:00
"272","thous","Policytest","EU-12",2030,98929,2024-03-25 15:02:00
"273","thous","Policytest","EU-12",2035,97638,2024-03-25 15:02:00
"274","thous","Policytest","EU-12",2040,96191,2024-03-25 15:02:00
"275","thous","Policytest","EU-12",2045,94712,2024-03-25 15:02:00
"276","thous","Policytest","EU-12",2050,93190,2024-03-25 15:02:00
"277","thous","Policytest","EU-12",2055,91540,2024-03-25 15:02:00
"278","thous","Policytest","EU-12",2060,89687,2024-03-25 15:02:00
"279","thous","Policytest","EU-12",2065,87507,2024-03-25 15:02:00
"280","thous","Policytest","EU-12",2070,85081,2024-03-25 15:02:00
"281","thous","Policytest","EU-12",2075,82569,2024-03-25 15:02:00
"282","thous","Policytest","EU-12",2080,80124,2024-03-25 15:02:00
"283","thous","Policytest","EU-12",2085,77829,2024-03-25 15:02:00
"284","thous","Policytest","EU-12",2090,75700,2024-03-25 15:02:00
"285","thous","Policytest","EU-12",2095,73704,2024-03-25 15:02:00
"286","thous","Policytest","EU-12",2100,71775,2024-03-25 15:02:00
"287","thous","Policytest","EU-15",1975,350014,2024-03-25 15:02:00
"288","thous","Policytest","EU-15",1990,365030,2024-03-25 15:02:00
"289","thous","Policytest","EU-15",2005,387123,2024-03-25 15:02:00
"290","thous","Policytest","EU-15",2010,396932,2024-03-25 15:02:00
"291","thous","Policytest","EU-15",2015,404066,2024-03-25 15:02:00
"292","thous","Policytest","EU-15",2020,410786,2024-03-25 15:02:00
"293","thous","Policytest","EU-15",2025,417109,2024-03-25 15:02:00
"294","thous","Policytest","EU-15",2030,422887,2024-03-25 15:02:00
"295","thous","Policytest","EU-15",2035,428181,2024-03-25 15:02:00
"296","thous","Policytest","EU-15",2040,433036,2024-03-25 15:02:00
"297","thous","Policytest","EU-15",2045,437256,2024-03-25 15:02:00
"298","thous","Policytest","EU-15",2050,440600,2024-03-25 15:02:00
"299","thous","Policytest","EU-15",2055,442992,2024-03-25 15:02:00
"300","thous","Policytest","EU-15",2060,444653,2024-03-25 15:02:00
"301","thous","Policytest","EU-15",2065,445271,2024-03-25 15:02:00
"302","thous","Policytest","EU-15",2070,445263,2024-03-25 15:02:00
"303","thous","Policytest","EU-15",2075,444778,2024-03-25 15:02:00
"304","thous","Policytest","EU-15",2080,443719,2024-03-25 15:02:00
"305","thous","Policytest","EU-15",2085,441988,2024-03-25 15:02:00
"306","thous","Policytest","EU-15",2090,439290,2024-03-25 15:02:00
"307","thous","Policytest","EU-15",2095,435605,2024-03-25 15:02:00
"308","thous","Policytest","EU-15",2100,430661,2024-03-25 15:02:00
"309","thous","Policytest","Europe_Eastern",1975,61848,2024-03-25 15:02:00
"310","thous","Policytest","Europe_Eastern",1990,65980,2024-03-25 15:02:00
"311","thous","Policytest","Europe_Eastern",2005,60612,2024-03-25 15:02:00
"312","thous","Policytest","Europe_Eastern",2010,59299,2024-03-25 15:02:00
"313","thous","Policytest","Europe_Eastern",2015,58432,2024-03-25 15:02:00
"314","thous","Policytest","Europe_Eastern",2020,56851,2024-03-25 15:02:00
"315","thous","Policytest","Europe_Eastern",2025,55458,2024-03-25 15:02:00
"316","thous","Policytest","Europe_Eastern",2030,54198,2024-03-25 15:02:00
"317","thous","Policytest","Europe_Eastern",2035,53087,2024-03-25 15:02:00
"318","thous","Policytest","Europe_Eastern",2040,52133,2024-03-25 15:02:00
"319","thous","Policytest","Europe_Eastern",2045,51262,2024-03-25 15:02:00
"320","thous","Policytest","Europe_Eastern",2050,50429,2024-03-25 15:02:00
"321","thous","Policytest","Europe_Eastern",2055,49635,2024-03-25 15:02:00
"322","thous","Policytest","Europe_Eastern",2060,48892,2024-03-25 15:02:00
"323","thous","Policytest","Europe_Eastern",2065,48066,2024-03-25 15:02:00
"324","thous","Policytest","Europe_Eastern",2070,47179,2024-03-25 15:02:00
"325","thous","Policytest","Europe_Eastern",2075,46230,2024-03-25 15:02:00
"326","thous","Policytest","Europe_Eastern",2080,45227,2024-03-25 15:02:00
"327","thous","Policytest","Europe_Eastern",2085,44191,2024-03-25 15:02:00
"328","thous","Policytest","Europe_Eastern",2090,43146,2024-03-25 15:02:00
"329","thous","Policytest","Europe_Eastern",2095,42092,2024-03-25 15:02:00
"330","thous","Policytest","Europe_Eastern",2100,41002,2024-03-25 15:02:00
"331","thous","Policytest","Europe_Non_EU",1975,61029,2024-03-25 15:02:00
"332","thous","Policytest","Europe_Non_EU",1990,78577,2024-03-25 15:02:00
"333","thous","Policytest","Europe_Non_EU",2005,91004,2024-03-25 15:02:00
"334","thous","Policytest","Europe_Non_EU",2010,94995,2024-03-25 15:02:00
"335","thous","Policytest","Europe_Non_EU",2015,100665,2024-03-25 15:02:00
"336","thous","Policytest","Europe_Non_EU",2020,104683,2024-03-25 15:02:00
"337","thous","Policytest","Europe_Non_EU",2025,108334,2024-03-25 15:02:00
"338","thous","Policytest","Europe_Non_EU",2030,111526,2024-03-25 15:02:00
"339","thous","Policytest","Europe_Non_EU",2035,114226,2024-03-25 15:02:00
"340","thous","Policytest","Europe_Non_EU",2040,116432,2024-03-25 15:02:00
"341","thous","Policytest","Europe_Non_EU",2045,118121,2024-03-25 15:02:00
"342","thous","Policytest","Europe_Non_EU",2050,119289,2024-03-25 15:02:00
"343","thous","Policytest","Europe_Non_EU",2055,119897,2024-03-25 15:02:00
"344","thous","Policytest","Europe_Non_EU",2060,120004,2024-03-25 15:02:00
"345","thous","Policytest","Europe_Non_EU",2065,119658,2024-03-25 15:02:00
"346","thous","Policytest","Europe_Non_EU",2070,118869,2024-03-25 15:02:00
"347","thous","Policytest","Europe_Non_EU",2075,117659,2024-03-25 15:02:00
"348","thous","Policytest","Europe_Non_EU",2080,116090,2024-03-25 15:02:00
"349","thous","Policytest","Europe_Non_EU",2085,114257,2024-03-25 15:02:00
"350","thous","Policytest","Europe_Non_EU",2090,112312,2024-03-25 15:02:00
"351","thous","Policytest","Europe_Non_EU",2095,110280,2024-03-25 15:02:00
"352","thous","Policytest","Europe_Non_EU",2100,108150,2024-03-25 15:02:00
"353","thous","Policytest","European Free Trade Association",1975,10587,2024-03-25 15:02:00
"354","thous","Policytest","European Free Trade Association",1990,11184,2024-03-25 15:02:00
"355","thous","Policytest","European Free Trade Association",2005,12349,2024-03-25 15:02:00
"356","thous","Policytest","European Free Trade Association",2010,13051,2024-03-25 15:02:00
"357","thous","Policytest","European Free Trade Association",2015,13864,2024-03-25 15:02:00
"358","thous","Policytest","European Free Trade Association",2020,14375,2024-03-25 15:02:00
"359","thous","Policytest","European Free Trade Association",2025,14911,2024-03-25 15:02:00
"360","thous","Policytest","European Free Trade Association",2030,15440,2024-03-25 15:02:00
"361","thous","Policytest","European Free Trade Association",2035,15937,2024-03-25 15:02:00
"362","thous","Policytest","European Free Trade Association",2040,16401,2024-03-25 15:02:00
"363","thous","Policytest","European Free Trade Association",2045,16844,2024-03-25 15:02:00
"364","thous","Policytest","European Free Trade Association",2050,17270,2024-03-25 15:02:00
"365","thous","Policytest","European Free Trade Association",2055,17673,2024-03-25 15:02:00
"366","thous","Policytest","European Free Trade Association",2060,18044,2024-03-25 15:02:00
"367","thous","Policytest","European Free Trade Association",2065,18347,2024-03-25 15:02:00
"368","thous","Policytest","European Free Trade Association",2070,18591,2024-03-25 15:02:00
"369","thous","Policytest","European Free Trade Association",2075,18786,2024-03-25 15:02:00
"370","thous","Policytest","European Free Trade Association",2080,18932,2024-03-25 15:02:00
"371","thous","Policytest","European Free Trade Association",2085,19026,2024-03-25 15:02:00
"372","thous","Policytest","European Free Trade Association",2090,19045,2024-03-25 15:02:00
"373","thous","Policytest","European Free Trade Association",2095,18986,2024-03-25 15:02:00
"374","thous","Policytest","European Free Trade Association",2100,18847,2024-03-25 15:02:00
"375","thous","Policytest","India",1975,623103,2024-03-25 15:02:00
"376","thous","Policytest","India",1990,873278,2024-03-25 15:02:00
"377","thous","Policytest","India",2005,1147610,2024-03-25 15:02:00
"378","thous","Policytest","India",2010,1234280,2024-03-25 15:02:00
"379","thous","Policytest","India",2015,1310150,2024-03-25 15:02:00
