"","Units","scenario","region","year","account","value","rundate"
"93","million 1990$","Reference","Argentina",2015,"gdp-per-capita",7.0279,2024-02-05 15:57:01
"94","million 1990$","Reference","Argentina",2020,"gdp-per-capita",6.74174,2024-02-05 15:57:01
"95","million 1990$","Reference","Argentina",2025,"gdp-per-capita",7.76771,2024-02-05 15:57:01
"96","million 1990$","Reference","Argentina",2030,"gdp-per-capita",8.79057,2024-02-05 15:57:01
"97","million 1990$","Reference","Argentina",2035,"gdp-per-capita",9.81822,2024-02-05 15:57:01
"98","million 1990$","Reference","Argentina",2040,"gdp-per-capita",10.796,2024-02-05 15:57:01
"99","million 1990$","Reference","Argentina",2045,"gdp-per-capita",11.718,2024-02-05 15:57:01
"100","million 1990$","Reference","Argentina",2050,"gdp-per-capita",12.6841,2024-02-05 15:57:01
"101","million 1990$","Reference","Argentina",2055,"gdp-per-capita",13.7042,2024-02-05 15:57:01
"102","million 1990$","Reference","Argentina",2060,"gdp-per-capita",14.7765,2024-02-05 15:57:01
"103","million 1990$","Reference","Argentina",2065,"gdp-per-capita",15.8761,2024-02-05 15:57:01
"104","million 1990$","Reference","Argentina",2070,"gdp-per-capita",16.9851,2024-02-05 15:57:01
"105","million 1990$","Reference","Argentina",2075,"gdp-per-capita",18.093,2024-02-05 15:57:01
"106","million 1990$","Reference","Argentina",2080,"gdp-per-capita",19.2522,2024-02-05 15:57:01
"107","million 1990$","Reference","Argentina",2085,"gdp-per-capita",20.4735,2024-02-05 15:57:01
"108","million 1990$","Reference","Argentina",2090,"gdp-per-capita",21.78,2024-02-05 15:57:01
"109","million 1990$","Reference","Argentina",2095,"gdp-per-capita",23.1787,2024-02-05 15:57:01
"110","million 1990$","Reference","Argentina",2100,"gdp-per-capita",24.641,2024-02-05 15:57:01
"111","million 1990$","Reference","Australia_NZ",1975,"gdp-per-capita",17.5212,2024-02-05 15:57:01
"112","million 1990$","Reference","Australia_NZ",1990,"gdp-per-capita",23.3499,2024-02-05 15:57:01
"113","million 1990$","Reference","Australia_NZ",2005,"gdp-per-capita",31.7869,2024-02-05 15:57:01
"114","million 1990$","Reference","Australia_NZ",2010,"gdp-per-capita",33.2816,2024-02-05 15:57:01
"115","million 1990$","Reference","Australia_NZ",2015,"gdp-per-capita",35.512,2024-02-05 15:57:01
"116","million 1990$","Reference","Australia_NZ",2020,"gdp-per-capita",37.8386,2024-02-05 15:57:01
"117","million 1990$","Reference","Australia_NZ",2025,"gdp-per-capita",40.7176,2024-02-05 15:57:01
"118","million 1990$","Reference","Australia_NZ",2030,"gdp-per-capita",44.3368,2024-02-05 15:57:01
"119","million 1990$","Reference","Australia_NZ",2035,"gdp-per-capita",48.4104,2024-02-05 15:57:01
"120","million 1990$","Reference","Australia_NZ",2040,"gdp-per-capita",52.6895,2024-02-05 15:57:01
"121","million 1990$","Reference","Australia_NZ",2045,"gdp-per-capita",57.1787,2024-02-05 15:57:01
"122","million 1990$","Reference","Australia_NZ",2050,"gdp-per-capita",61.5455,2024-02-05 15:57:01
"123","million 1990$","Reference","Australia_NZ",2055,"gdp-per-capita",65.9051,2024-02-05 15:57:01
"124","million 1990$","Reference","Australia_NZ",2060,"gdp-per-capita",70.7184,2024-02-05 15:57:01
"125","million 1990$","Reference","Australia_NZ",2065,"gdp-per-capita",75.9943,2024-02-05 15:57:01
"126","million 1990$","Reference","Australia_NZ",2070,"gdp-per-capita",81.5398,2024-02-05 15:57:01
"127","million 1990$","Reference","Australia_NZ",2075,"gdp-per-capita",87.1111,2024-02-05 15:57:01
"128","million 1990$","Reference","Australia_NZ",2080,"gdp-per-capita",92.9117,2024-02-05 15:57:01
"129","million 1990$","Reference","Australia_NZ",2085,"gdp-per-capita",98.9019,2024-02-05 15:57:01
"130","million 1990$","Reference","Australia_NZ",2090,"gdp-per-capita",105.289,2024-02-05 15:57:01
"131","million 1990$","Reference","Australia_NZ",2095,"gdp-per-capita",112.286,2024-02-05 15:57:01
"132","million 1990$","Reference","Australia_NZ",2100,"gdp-per-capita",119.794,2024-02-05 15:57:01
"133","million 1990$","Reference","Brazil",1975,"gdp-per-capita",4.46924,2024-02-05 15:57:01
"134","million 1990$","Reference","Brazil",1990,"gdp-per-capita",5.28111,2024-02-05 15:57:01
"135","million 1990$","Reference","Brazil",2005,"gdp-per-capita",6.29041,2024-02-05 15:57:01
"136","million 1990$","Reference","Brazil",2010,"gdp-per-capita",7.4451,2024-02-05 15:57:01
"137","million 1990$","Reference","Brazil",2015,"gdp-per-capita",7.54278,2024-02-05 15:57:01
"138","million 1990$","Reference","Brazil",2020,"gdp-per-capita",7.55456,2024-02-05 15:57:01
"139","million 1990$","Reference","Brazil",2025,"gdp-per-capita",8.28797,2024-02-05 15:57:01
"140","million 1990$","Reference","Brazil",2030,"gdp-per-capita",9.28141,2024-02-05 15:57:01
"141","million 1990$","Reference","Brazil",2035,"gdp-per-capita",10.271,2024-02-05 15:57:01
"142","million 1990$","Reference","Brazil",2040,"gdp-per-capita",11.3248,2024-02-05 15:57:01
"143","million 1990$","Reference","Brazil",2045,"gdp-per-capita",12.4226,2024-02-05 15:57:01
"144","million 1990$","Reference","Brazil",2050,"gdp-per-capita",13.5685,2024-02-05 15:57:01
"145","million 1990$","Reference","Brazil",2055,"gdp-per-capita",14.8376,2024-02-05 15:57:01
"146","million 1990$","Reference","Brazil",2060,"gdp-per-capita",16.2478,2024-02-05 15:57:01
"147","million 1990$","Reference","Brazil",2065,"gdp-per-capita",17.7354,2024-02-05 15:57:01
"148","million 1990$","Reference","Brazil",2070,"gdp-per-capita",19.3226,2024-02-05 15:57:01
"149","million 1990$","Reference","Brazil",2075,"gdp-per-capita",21.0898,2024-02-05 15:57:01
"150","million 1990$","Reference","Brazil",2080,"gdp-per-capita",23.0097,2024-02-05 15:57:01
"151","million 1990$","Reference","Brazil",2085,"gdp-per-capita",25.0867,2024-02-05 15:57:01
"152","million 1990$","Reference","Brazil",2090,"gdp-per-capita",27.3609,2024-02-05 15:57:01
"153","million 1990$","Reference","Brazil",2095,"gdp-per-capita",29.8832,2024-02-05 15:57:01
"154","million 1990$","Reference","Brazil",2100,"gdp-per-capita",32.6547,2024-02-05 15:57:01
"155","million 1990$","Reference","Canada",1975,"gdp-per-capita",18.5079,2024-02-05 15:57:01
"156","million 1990$","Reference","Canada",1990,"gdp-per-capita",24.2897,2024-02-05 15:57:01
"157","million 1990$","Reference","Canada",2005,"gdp-per-capita",31.2679,2024-02-05 15:57:01
"158","million 1990$","Reference","Canada",2010,"gdp-per-capita",31.1692,2024-02-05 15:57:01
"159","million 1990$","Reference","Canada",2015,"gdp-per-capita",33.0052,2024-02-05 15:57:01
"160","million 1990$","Reference","Canada",2020,"gdp-per-capita",34.5221,2024-02-05 15:57:01
"161","million 1990$","Reference","Canada",2025,"gdp-per-capita",36.0125,2024-02-05 15:57:01
"162","million 1990$","Reference","Canada",2030,"gdp-per-capita",38.3155,2024-02-05 15:57:01
"163","million 1990$","Reference","Canada",2035,"gdp-per-capita",41.2826,2024-02-05 15:57:01
"164","million 1990$","Reference","Canada",2040,"gdp-per-capita",44.4336,2024-02-05 15:57:01
"165","million 1990$","Reference","Canada",2045,"gdp-per-capita",47.5076,2024-02-05 15:57:01
"166","million 1990$","Reference","Canada",2050,"gdp-per-capita",50.4006,2024-02-05 15:57:01
"167","million 1990$","Reference","Canada",2055,"gdp-per-capita",53.2475,2024-02-05 15:57:01
"168","million 1990$","Reference","Canada",2060,"gdp-per-capita",56.399,2024-02-05 15:57:01
"169","million 1990$","Reference","Canada",2065,"gdp-per-capita",60.0739,2024-02-05 15:57:01
"170","million 1990$","Reference","Canada",2070,"gdp-per-capita",64.1136,2024-02-05 15:57:01
"171","million 1990$","Reference","Canada",2075,"gdp-per-capita",68.3016,2024-02-05 15:57:01
"172","million 1990$","Reference","Canada",2080,"gdp-per-capita",72.7979,2024-02-05 15:57:01
"173","million 1990$","Reference","Canada",2085,"gdp-per-capita",77.5307,2024-02-05 15:57:01
"174","million 1990$","Reference","Canada",2090,"gdp-per-capita",82.5928,2024-02-05 15:57:01
"175","million 1990$","Reference","Canada",2095,"gdp-per-capita",88.1862,2024-02-05 15:57:01
"176","million 1990$","Reference","Canada",2100,"gdp-per-capita",94.2856,2024-02-05 15:57:01
"177","million 1990$","Reference","Central America and Caribbean",1975,"gdp-per-capita",1.70751,2024-02-05 15:57:01
"178","million 1990$","Reference","Central America and Caribbean",1990,"gdp-per-capita",1.89643,2024-02-05 15:57:01
"179","million 1990$","Reference","Central America and Caribbean",2005,"gdp-per-capita",2.35629,2024-02-05 15:57:01
"180","million 1990$","Reference","Central America and Caribbean",2010,"gdp-per-capita",2.70281,2024-02-05 15:57:01
"181","million 1990$","Reference","Central America and Caribbean",2015,"gdp-per-capita",3.04163,2024-02-05 15:57:01
"182","million 1990$","Reference","Central America and Caribbean",2020,"gdp-per-capita",3.30322,2024-02-05 15:57:01
"183","million 1990$","Reference","Central America and Caribbean",2025,"gdp-per-capita",3.67426,2024-02-05 15:57:01
"184","million 1990$","Reference","Central America and Caribbean",2030,"gdp-per-capita",4.07824,2024-02-05 15:57:01
"185","million 1990$","Reference","Central America and Caribbean",2035,"gdp-per-capita",4.46477,2024-02-05 15:57:01
"186","million 1990$","Reference","Central America and Caribbean",2040,"gdp-per-capita",4.8608,2024-02-05 15:57:01
"187","million 1990$","Reference","Central America and Caribbean",2045,"gdp-per-capita",5.26124,2024-02-05 15:57:01
"188","million 1990$","Reference","Central America and Caribbean",2050,"gdp-per-capita",5.6573,2024-02-05 15:57:01
"189","million 1990$","Reference","Central America and Caribbean",2055,"gdp-per-capita",6.05488,2024-02-05 15:57:01
"190","million 1990$","Reference","Central America and Caribbean",2060,"gdp-per-capita",6.45879,2024-02-05 15:57:01
"191","million 1990$","Reference","Central America and Caribbean",2065,"gdp-per-capita",6.8565,2024-02-05 15:57:01
"192","million 1990$","Reference","Central America and Caribbean",2070,"gdp-per-capita",7.2423,2024-02-05 15:57:01
"193","million 1990$","Reference","Central America and Caribbean",2075,"gdp-per-capita",7.61859,2024-02-05 15:57:01
"194","million 1990$","Reference","Central America and Caribbean",2080,"gdp-per-capita",7.98744,2024-02-05 15:57:01
"195","million 1990$","Reference","Central America and Caribbean",2085,"gdp-per-capita",8.34203,2024-02-05 15:57:01
"196","million 1990$","Reference","Central America and Caribbean",2090,"gdp-per-capita",8.6906,2024-02-05 15:57:01
"197","million 1990$","Reference","Central America and Caribbean",2095,"gdp-per-capita",9.03812,2024-02-05 15:57:01
"198","million 1990$","Reference","Central America and Caribbean",2100,"gdp-per-capita",9.38268,2024-02-05 15:57:01
"199","million 1990$","Reference","Central Asia",1975,"gdp-per-capita",1.59219,2024-02-05 15:57:01
"200","million 1990$","Reference","Central Asia",1990,"gdp-per-capita",1.84246,2024-02-05 15:57:01
"201","million 1990$","Reference","Central Asia",2005,"gdp-per-capita",1.75317,2024-02-05 15:57:01
"202","million 1990$","Reference","Central Asia",2010,"gdp-per-capita",2.43636,2024-02-05 15:57:01
"203","million 1990$","Reference","Central Asia",2015,"gdp-per-capita",2.93704,2024-02-05 15:57:01
"204","million 1990$","Reference","Central Asia",2020,"gdp-per-capita",3.43968,2024-02-05 15:57:01
"205","million 1990$","Reference","Central Asia",2025,"gdp-per-capita",4.17204,2024-02-05 15:57:01
"206","million 1990$","Reference","Central Asia",2030,"gdp-per-capita",5.13325,2024-02-05 15:57:01
"207","million 1990$","Reference","Central Asia",2035,"gdp-per-capita",6.16553,2024-02-05 15:57:01
"208","million 1990$","Reference","Central Asia",2040,"gdp-per-capita",7.19427,2024-02-05 15:57:01
"209","million 1990$","Reference","Central Asia",2045,"gdp-per-capita",8.13905,2024-02-05 15:57:01
"210","million 1990$","Reference","Central Asia",2050,"gdp-per-capita",8.92996,2024-02-05 15:57:01
"211","million 1990$","Reference","Central Asia",2055,"gdp-per-capita",9.66353,2024-02-05 15:57:01
"212","million 1990$","Reference","Central Asia",2060,"gdp-per-capita",10.4755,2024-02-05 15:57:01
"213","million 1990$","Reference","Central Asia",2065,"gdp-per-capita",11.3955,2024-02-05 15:57:01
"214","million 1990$","Reference","Central Asia",2070,"gdp-per-capita",12.3473,2024-02-05 15:57:01
"215","million 1990$","Reference","Central Asia",2075,"gdp-per-capita",13.2635,2024-02-05 15:57:01
"216","million 1990$","Reference","Central Asia",2080,"gdp-per-capita",14.2028,2024-02-05 15:57:01
"217","million 1990$","Reference","Central Asia",2085,"gdp-per-capita",15.1703,2024-02-05 15:57:01
"218","million 1990$","Reference","Central Asia",2090,"gdp-per-capita",16.1957,2024-02-05 15:57:01
"219","million 1990$","Reference","Central Asia",2095,"gdp-per-capita",17.2729,2024-02-05 15:57:01
"220","million 1990$","Reference","Central Asia",2100,"gdp-per-capita",18.3497,2024-02-05 15:57:01
"221","million 1990$","Reference","China",1975,"gdp-per-capita",0.196254,2024-02-05 15:57:01
"222","million 1990$","Reference","China",1990,"gdp-per-capita",0.524798,2024-02-05 15:57:01
"223","million 1990$","Reference","China",2005,"gdp-per-capita",1.86118,2024-02-05 15:57:01
"224","million 1990$","Reference","China",2010,"gdp-per-capita",3.04715,2024-02-05 15:57:01
"225","million 1990$","Reference","China",2015,"gdp-per-capita",4.29247,2024-02-05 15:57:01
"226","million 1990$","Reference","China",2020,"gdp-per-capita",5.80962,2024-02-05 15:57:01
"227","million 1990$","Reference","China",2025,"gdp-per-capita",7.63209,2024-02-05 15:57:01
"228","million 1990$","Reference","China",2030,"gdp-per-capita",9.55212,2024-02-05 15:57:01
"229","million 1990$","Reference","China",2035,"gdp-per-capita",11.334,2024-02-05 15:57:01
"230","million 1990$","Reference","China",2040,"gdp-per-capita",13.0692,2024-02-05 15:57:01
"231","million 1990$","Reference","China",2045,"gdp-per-capita",14.7735,2024-02-05 15:57:01
"232","million 1990$","Reference","China",2050,"gdp-per-capita",16.3516,2024-02-05 15:57:01
"233","million 1990$","Reference","China",2055,"gdp-per-capita",17.7907,2024-02-05 15:57:01
"234","million 1990$","Reference","China",2060,"gdp-per-capita",19.268,2024-02-05 15:57:01
"235","million 1990$","Reference","China",2065,"gdp-per-capita",20.7423,2024-02-05 15:57:01
"236","million 1990$","Reference","China",2070,"gdp-per-capita",22.1949,2024-02-05 15:57:01
"237","million 1990$","Reference","China",2075,"gdp-per-capita",23.5897,2024-02-05 15:57:01
"238","million 1990$","Reference","China",2080,"gdp-per-capita",25.0817,2024-02-05 15:57:01
"239","million 1990$","Reference","China",2085,"gdp-per-capita",26.6142,2024-02-05 15:57:01
"240","million 1990$","Reference","China",2090,"gdp-per-capita",28.2211,2024-02-05 15:57:01
"241","million 1990$","Reference","China",2095,"gdp-per-capita",29.8959,2024-02-05 15:57:01
"242","million 1990$","Reference","China",2100,"gdp-per-capita",31.6056,2024-02-05 15:57:01
"243","million 1990$","Reference","Colombia",1975,"gdp-per-capita",2.19642,2024-02-05 15:57:01
"244","million 1990$","Reference","Colombia",1990,"gdp-per-capita",2.95034,2024-02-05 15:57:01
"245","million 1990$","Reference","Colombia",2005,"gdp-per-capita",3.55665,2024-02-05 15:57:01
"246","million 1990$","Reference","Colombia",2010,"gdp-per-capita",4.18679,2024-02-05 15:57:01
"247","million 1990$","Reference","Colombia",2015,"gdp-per-capita",4.98521,2024-02-05 15:57:01
"248","million 1990$","Reference","Colombia",2020,"gdp-per-capita",5.39177,2024-02-05 15:57:01
"249","million 1990$","Reference","Colombia",2025,"gdp-per-capita",6.14444,2024-02-05 15:57:01
"250","million 1990$","Reference","Colombia",2030,"gdp-per-capita",6.90687,2024-02-05 15:57:01
"251","million 1990$","Reference","Colombia",2035,"gdp-per-capita",7.76134,2024-02-05 15:57:01
"252","million 1990$","Reference","Colombia",2040,"gdp-per-capita",8.72431,2024-02-05 15:57:01
"253","million 1990$","Reference","Colombia",2045,"gdp-per-capita",9.77082,2024-02-05 15:57:01
"254","million 1990$","Reference","Colombia",2050,"gdp-per-capita",10.921,2024-02-05 15:57:01
"255","million 1990$","Reference","Colombia",2055,"gdp-per-capita",12.1928,2024-02-05 15:57:01
"256","million 1990$","Reference","Colombia",2060,"gdp-per-capita",13.5943,2024-02-05 15:57:01
"257","million 1990$","Reference","Colombia",2065,"gdp-per-capita",15.1125,2024-02-05 15:57:01
"258","million 1990$","Reference","Colombia",2070,"gdp-per-capita",16.736,2024-02-05 15:57:01
"259","million 1990$","Reference","Colombia",2075,"gdp-per-capita",18.4552,2024-02-05 15:57:01
"260","million 1990$","Reference","Colombia",2080,"gdp-per-capita",20.3045,2024-02-05 15:57:01
"261","million 1990$","Reference","Colombia",2085,"gdp-per-capita",22.2704,2024-02-05 15:57:01
"262","million 1990$","Reference","Colombia",2090,"gdp-per-capita",24.3654,2024-02-05 15:57:01
"263","million 1990$","Reference","Colombia",2095,"gdp-per-capita",26.5966,2024-02-05 15:57:01
"264","million 1990$","Reference","Colombia",2100,"gdp-per-capita",28.9416,2024-02-05 15:57:01
"265","million 1990$","Reference","EU-12",1975,"gdp-per-capita",3.52751,2024-02-05 15:57:01
"266","million 1990$","Reference","EU-12",1990,"gdp-per-capita",4.9308,2024-02-05 15:57:01
"267","million 1990$","Reference","EU-12",2005,"gdp-per-capita",7.0633,2024-02-05 15:57:01
"268","million 1990$","Reference","EU-12",2010,"gdp-per-capita",8.30532,2024-02-05 15:57:01
"269","million 1990$","Reference","EU-12",2015,"gdp-per-capita",9.49906,2024-02-05 15:57:01
"270","million 1990$","Reference","EU-12",2020,"gdp-per-capita",11.5031,2024-02-05 15:57:01
"271","million 1990$","Reference","EU-12",2025,"gdp-per-capita",13.2886,2024-02-05 15:57:01
"272","million 1990$","Reference","EU-12",2030,"gdp-per-capita",15.3412,2024-02-05 15:57:01
"273","million 1990$","Reference","EU-12",2035,"gdp-per-capita",17.5104,2024-02-05 15:57:01
"274","million 1990$","Reference","EU-12",2040,"gdp-per-capita",19.6256,2024-02-05 15:57:01
"275","million 1990$","Reference","EU-12",2045,"gdp-per-capita",21.591,2024-02-05 15:57:01
"276","million 1990$","Reference","EU-12",2050,"gdp-per-capita",23.5095,2024-02-05 15:57:01
"277","million 1990$","Reference","EU-12",2055,"gdp-per-capita",25.4686,2024-02-05 15:57:01
