"","Units","scenario","region","sector","output","year","value","rundate"
"55","Pcal","PolicyReference","Africa_Northern","FoodDemand_NonStaples","FoodDemand_NonStaples",2060,173.5086367,2024-03-11 09:44:58
"56","Pcal","PolicyReference","Africa_Northern","FoodDemand_NonStaples","FoodDemand_NonStaples",2065,179.6840976,2024-03-11 09:44:58
"57","Pcal","PolicyReference","Africa_Northern","FoodDemand_NonStaples","FoodDemand_NonStaples",2070,184.5805822,2024-03-11 09:44:58
"58","Pcal","PolicyReference","Africa_Northern","FoodDemand_NonStaples","FoodDemand_NonStaples",2075,188.2500779,2024-03-11 09:44:58
"59","Pcal","PolicyReference","Africa_Northern","FoodDemand_NonStaples","FoodDemand_NonStaples",2080,191.0046774,2024-03-11 09:44:58
"60","Pcal","PolicyReference","Africa_Northern","FoodDemand_NonStaples","FoodDemand_NonStaples",2085,192.9488453,2024-03-11 09:44:58
"61","Pcal","PolicyReference","Africa_Northern","FoodDemand_NonStaples","FoodDemand_NonStaples",2090,194.3204943,2024-03-11 09:44:58
"62","Pcal","PolicyReference","Africa_Northern","FoodDemand_NonStaples","FoodDemand_NonStaples",2095,195.0101193,2024-03-11 09:44:58
"63","Pcal","PolicyReference","Africa_Northern","FoodDemand_NonStaples","FoodDemand_NonStaples",2100,195.1279455,2024-03-11 09:44:58
"64","Pcal","PolicyReference","Africa_Northern","FoodDemand_Staples","FoodDemand_Staples",1990,98.0733,2024-03-11 09:44:58
"65","Pcal","PolicyReference","Africa_Northern","FoodDemand_Staples","FoodDemand_Staples",2005,128.91114,2024-03-11 09:44:58
"66","Pcal","PolicyReference","Africa_Northern","FoodDemand_Staples","FoodDemand_Staples",2010,132.97665,2024-03-11 09:44:58
"67","Pcal","PolicyReference","Africa_Northern","FoodDemand_Staples","FoodDemand_Staples",2015,138.84579,2024-03-11 09:44:58
"68","Pcal","PolicyReference","Africa_Northern","FoodDemand_Staples","FoodDemand_Staples",2020,146.31825,2024-03-11 09:44:58
"69","Pcal","PolicyReference","Africa_Northern","FoodDemand_Staples","FoodDemand_Staples",2025,152.97445,2024-03-11 09:44:58
"70","Pcal","PolicyReference","Africa_Northern","FoodDemand_Staples","FoodDemand_Staples",2030,158.29069,2024-03-11 09:44:58
"71","Pcal","PolicyReference","Africa_Northern","FoodDemand_Staples","FoodDemand_Staples",2035,163.00284,2024-03-11 09:44:58
"72","Pcal","PolicyReference","Africa_Northern","FoodDemand_Staples","FoodDemand_Staples",2040,167.15743,2024-03-11 09:44:58
"73","Pcal","PolicyReference","Africa_Northern","FoodDemand_Staples","FoodDemand_Staples",2045,170.67905,2024-03-11 09:44:58
"74","Pcal","PolicyReference","Africa_Northern","FoodDemand_Staples","FoodDemand_Staples",2050,173.32492,2024-03-11 09:44:58
"75","Pcal","PolicyReference","Africa_Northern","FoodDemand_Staples","FoodDemand_Staples",2055,175.09988,2024-03-11 09:44:58
"76","Pcal","PolicyReference","Africa_Northern","FoodDemand_Staples","FoodDemand_Staples",2060,176.01305,2024-03-11 09:44:58
"77","Pcal","PolicyReference","Africa_Northern","FoodDemand_Staples","FoodDemand_Staples",2065,176.18774,2024-03-11 09:44:58
"78","Pcal","PolicyReference","Africa_Northern","FoodDemand_Staples","FoodDemand_Staples",2070,175.65338,2024-03-11 09:44:58
"79","Pcal","PolicyReference","Africa_Northern","FoodDemand_Staples","FoodDemand_Staples",2075,174.51593,2024-03-11 09:44:58
"80","Pcal","PolicyReference","Africa_Northern","FoodDemand_Staples","FoodDemand_Staples",2080,172.97833,2024-03-11 09:44:58
"81","Pcal","PolicyReference","Africa_Northern","FoodDemand_Staples","FoodDemand_Staples",2085,171.13488,2024-03-11 09:44:58
"82","Pcal","PolicyReference","Africa_Northern","FoodDemand_Staples","FoodDemand_Staples",2090,169.10071,2024-03-11 09:44:58
"83","Pcal","PolicyReference","Africa_Northern","FoodDemand_Staples","FoodDemand_Staples",2095,166.83391,2024-03-11 09:44:58
"84","Pcal","PolicyReference","Africa_Northern","FoodDemand_Staples","FoodDemand_Staples",2100,164.40598,2024-03-11 09:44:58
"85","Pcal","PolicyReference","Africa_Southern","FoodDemand_NonStaples","FoodDemand_NonStaples",1990,13.3899315,2024-03-11 09:44:58
"86","Pcal","PolicyReference","Africa_Southern","FoodDemand_NonStaples","FoodDemand_NonStaples",2005,23.441071,2024-03-11 09:44:58
"87","Pcal","PolicyReference","Africa_Southern","FoodDemand_NonStaples","FoodDemand_NonStaples",2010,34.829784,2024-03-11 09:44:58
"88","Pcal","PolicyReference","Africa_Southern","FoodDemand_NonStaples","FoodDemand_NonStaples",2015,47.000777,2024-03-11 09:44:58
"89","Pcal","PolicyReference","Africa_Southern","FoodDemand_NonStaples","FoodDemand_NonStaples",2020,52.596728,2024-03-11 09:44:58
"90","Pcal","PolicyReference","Africa_Southern","FoodDemand_NonStaples","FoodDemand_NonStaples",2025,60.083026,2024-03-11 09:44:58
"91","Pcal","PolicyReference","Africa_Southern","FoodDemand_NonStaples","FoodDemand_NonStaples",2030,71.023347,2024-03-11 09:44:58
"92","Pcal","PolicyReference","Africa_Southern","FoodDemand_NonStaples","FoodDemand_NonStaples",2035,82.434558,2024-03-11 09:44:58
"93","Pcal","PolicyReference","Africa_Southern","FoodDemand_NonStaples","FoodDemand_NonStaples",2040,95.668019,2024-03-11 09:44:58
"94","Pcal","PolicyReference","Africa_Southern","FoodDemand_NonStaples","FoodDemand_NonStaples",2045,110.414238,2024-03-11 09:44:58
"95","Pcal","PolicyReference","Africa_Southern","FoodDemand_NonStaples","FoodDemand_NonStaples",2050,127.281471,2024-03-11 09:44:58
"96","Pcal","PolicyReference","Africa_Southern","FoodDemand_NonStaples","FoodDemand_NonStaples",2055,144.408355,2024-03-11 09:44:58
"97","Pcal","PolicyReference","Africa_Southern","FoodDemand_NonStaples","FoodDemand_NonStaples",2060,163.65098,2024-03-11 09:44:58
"98","Pcal","PolicyReference","Africa_Southern","FoodDemand_NonStaples","FoodDemand_NonStaples",2065,181.684376,2024-03-11 09:44:58
"99","Pcal","PolicyReference","Africa_Southern","FoodDemand_NonStaples","FoodDemand_NonStaples",2070,201.727035,2024-03-11 09:44:58
"100","Pcal","PolicyReference","Africa_Southern","FoodDemand_NonStaples","FoodDemand_NonStaples",2075,220.423227,2024-03-11 09:44:58
"101","Pcal","PolicyReference","Africa_Southern","FoodDemand_NonStaples","FoodDemand_NonStaples",2080,239.524779,2024-03-11 09:44:58
"102","Pcal","PolicyReference","Africa_Southern","FoodDemand_NonStaples","FoodDemand_NonStaples",2085,257.32069,2024-03-11 09:44:58
"103","Pcal","PolicyReference","Africa_Southern","FoodDemand_NonStaples","FoodDemand_NonStaples",2090,274.04248,2024-03-11 09:44:58
"104","Pcal","PolicyReference","Africa_Southern","FoodDemand_NonStaples","FoodDemand_NonStaples",2095,288.93118,2024-03-11 09:44:58
"105","Pcal","PolicyReference","Africa_Southern","FoodDemand_NonStaples","FoodDemand_NonStaples",2100,302.19553,2024-03-11 09:44:58
"106","Pcal","PolicyReference","Africa_Southern","FoodDemand_Staples","FoodDemand_Staples",1990,45.00904,2024-03-11 09:44:58
"107","Pcal","PolicyReference","Africa_Southern","FoodDemand_Staples","FoodDemand_Staples",2005,66.45398,2024-03-11 09:44:58
"108","Pcal","PolicyReference","Africa_Southern","FoodDemand_Staples","FoodDemand_Staples",2010,75.91773,2024-03-11 09:44:58
"109","Pcal","PolicyReference","Africa_Southern","FoodDemand_Staples","FoodDemand_Staples",2015,83.39731,2024-03-11 09:44:58
"110","Pcal","PolicyReference","Africa_Southern","FoodDemand_Staples","FoodDemand_Staples",2020,93.52277,2024-03-11 09:44:58
"111","Pcal","PolicyReference","Africa_Southern","FoodDemand_Staples","FoodDemand_Staples",2025,102.89881,2024-03-11 09:44:58
"112","Pcal","PolicyReference","Africa_Southern","FoodDemand_Staples","FoodDemand_Staples",2030,111.34198,2024-03-11 09:44:58
"113","Pcal","PolicyReference","Africa_Southern","FoodDemand_Staples","FoodDemand_Staples",2035,119.51245,2024-03-11 09:44:58
"114","Pcal","PolicyReference","Africa_Southern","FoodDemand_Staples","FoodDemand_Staples",2040,126.89894,2024-03-11 09:44:58
"115","Pcal","PolicyReference","Africa_Southern","FoodDemand_Staples","FoodDemand_Staples",2045,133.24264,2024-03-11 09:44:58
"116","Pcal","PolicyReference","Africa_Southern","FoodDemand_Staples","FoodDemand_Staples",2050,138.58757,2024-03-11 09:44:58
"117","Pcal","PolicyReference","Africa_Southern","FoodDemand_Staples","FoodDemand_Staples",2055,143.10722,2024-03-11 09:44:58
"118","Pcal","PolicyReference","Africa_Southern","FoodDemand_Staples","FoodDemand_Staples",2060,146.74046,2024-03-11 09:44:58
"119","Pcal","PolicyReference","Africa_Southern","FoodDemand_Staples","FoodDemand_Staples",2065,150.01317,2024-03-11 09:44:58
"120","Pcal","PolicyReference","Africa_Southern","FoodDemand_Staples","FoodDemand_Staples",2070,152.68353,2024-03-11 09:44:58
"121","Pcal","PolicyReference","Africa_Southern","FoodDemand_Staples","FoodDemand_Staples",2075,154.94737,2024-03-11 09:44:58
"122","Pcal","PolicyReference","Africa_Southern","FoodDemand_Staples","FoodDemand_Staples",2080,156.80183,2024-03-11 09:44:58
"123","Pcal","PolicyReference","Africa_Southern","FoodDemand_Staples","FoodDemand_Staples",2085,158.33937,2024-03-11 09:44:58
"124","Pcal","PolicyReference","Africa_Southern","FoodDemand_Staples","FoodDemand_Staples",2090,159.39806,2024-03-11 09:44:58
"125","Pcal","PolicyReference","Africa_Southern","FoodDemand_Staples","FoodDemand_Staples",2095,160.01854,2024-03-11 09:44:58
"126","Pcal","PolicyReference","Africa_Southern","FoodDemand_Staples","FoodDemand_Staples",2100,160.20321,2024-03-11 09:44:58
"127","Pcal","PolicyReference","Africa_Western","FoodDemand_NonStaples","FoodDemand_NonStaples",1990,46.92651,2024-03-11 09:44:58
"128","Pcal","PolicyReference","Africa_Western","FoodDemand_NonStaples","FoodDemand_NonStaples",2005,81.367324,2024-03-11 09:44:58
"129","Pcal","PolicyReference","Africa_Western","FoodDemand_NonStaples","FoodDemand_NonStaples",2010,113.35785,2024-03-11 09:44:58
"130","Pcal","PolicyReference","Africa_Western","FoodDemand_NonStaples","FoodDemand_NonStaples",2015,140.08913,2024-03-11 09:44:58
"131","Pcal","PolicyReference","Africa_Western","FoodDemand_NonStaples","FoodDemand_NonStaples",2020,157.62864,2024-03-11 09:44:58
"132","Pcal","PolicyReference","Africa_Western","FoodDemand_NonStaples","FoodDemand_NonStaples",2025,178.83089,2024-03-11 09:44:58
"133","Pcal","PolicyReference","Africa_Western","FoodDemand_NonStaples","FoodDemand_NonStaples",2030,220.30628,2024-03-11 09:44:58
"134","Pcal","PolicyReference","Africa_Western","FoodDemand_NonStaples","FoodDemand_NonStaples",2035,265.84876,2024-03-11 09:44:58
"135","Pcal","PolicyReference","Africa_Western","FoodDemand_NonStaples","FoodDemand_NonStaples",2040,317.64476,2024-03-11 09:44:58
"136","Pcal","PolicyReference","Africa_Western","FoodDemand_NonStaples","FoodDemand_NonStaples",2045,374.15786,2024-03-11 09:44:58
"137","Pcal","PolicyReference","Africa_Western","FoodDemand_NonStaples","FoodDemand_NonStaples",2050,436.56073,2024-03-11 09:44:58
"138","Pcal","PolicyReference","Africa_Western","FoodDemand_NonStaples","FoodDemand_NonStaples",2055,501.62444,2024-03-11 09:44:58
"139","Pcal","PolicyReference","Africa_Western","FoodDemand_NonStaples","FoodDemand_NonStaples",2060,568.27683,2024-03-11 09:44:58
"140","Pcal","PolicyReference","Africa_Western","FoodDemand_NonStaples","FoodDemand_NonStaples",2065,634.54005,2024-03-11 09:44:58
"141","Pcal","PolicyReference","Africa_Western","FoodDemand_NonStaples","FoodDemand_NonStaples",2070,699.10121,2024-03-11 09:44:58
"142","Pcal","PolicyReference","Africa_Western","FoodDemand_NonStaples","FoodDemand_NonStaples",2075,761.14109,2024-03-11 09:44:58
"143","Pcal","PolicyReference","Africa_Western","FoodDemand_NonStaples","FoodDemand_NonStaples",2080,821.04861,2024-03-11 09:44:58
"144","Pcal","PolicyReference","Africa_Western","FoodDemand_NonStaples","FoodDemand_NonStaples",2085,877.52625,2024-03-11 09:44:58
"145","Pcal","PolicyReference","Africa_Western","FoodDemand_NonStaples","FoodDemand_NonStaples",2090,929.4028,2024-03-11 09:44:58
"146","Pcal","PolicyReference","Africa_Western","FoodDemand_NonStaples","FoodDemand_NonStaples",2095,975.9029,2024-03-11 09:44:58
"147","Pcal","PolicyReference","Africa_Western","FoodDemand_NonStaples","FoodDemand_NonStaples",2100,1018.027,2024-03-11 09:44:58
"148","Pcal","PolicyReference","Africa_Western","FoodDemand_Staples","FoodDemand_Staples",1990,135.69977,2024-03-11 09:44:58
"149","Pcal","PolicyReference","Africa_Western","FoodDemand_Staples","FoodDemand_Staples",2005,211.4679,2024-03-11 09:44:58
"150","Pcal","PolicyReference","Africa_Western","FoodDemand_Staples","FoodDemand_Staples",2010,253.5249,2024-03-11 09:44:58
"151","Pcal","PolicyReference","Africa_Western","FoodDemand_Staples","FoodDemand_Staples",2015,294.1859,2024-03-11 09:44:58
"152","Pcal","PolicyReference","Africa_Western","FoodDemand_Staples","FoodDemand_Staples",2020,330.676,2024-03-11 09:44:58
"153","Pcal","PolicyReference","Africa_Western","FoodDemand_Staples","FoodDemand_Staples",2025,366.987,2024-03-11 09:44:58
"154","Pcal","PolicyReference","Africa_Western","FoodDemand_Staples","FoodDemand_Staples",2030,397.3618,2024-03-11 09:44:58
"155","Pcal","PolicyReference","Africa_Western","FoodDemand_Staples","FoodDemand_Staples",2035,426.923,2024-03-11 09:44:58
"156","Pcal","PolicyReference","Africa_Western","FoodDemand_Staples","FoodDemand_Staples",2040,454.7674,2024-03-11 09:44:58
"157","Pcal","PolicyReference","Africa_Western","FoodDemand_Staples","FoodDemand_Staples",2045,481.0162,2024-03-11 09:44:58
"158","Pcal","PolicyReference","Africa_Western","FoodDemand_Staples","FoodDemand_Staples",2050,505.524,2024-03-11 09:44:58
"159","Pcal","PolicyReference","Africa_Western","FoodDemand_Staples","FoodDemand_Staples",2055,526.9235,2024-03-11 09:44:58
"160","Pcal","PolicyReference","Africa_Western","FoodDemand_Staples","FoodDemand_Staples",2060,545.7934,2024-03-11 09:44:58
"161","Pcal","PolicyReference","Africa_Western","FoodDemand_Staples","FoodDemand_Staples",2065,563.2696,2024-03-11 09:44:58
"162","Pcal","PolicyReference","Africa_Western","FoodDemand_Staples","FoodDemand_Staples",2070,579.1885,2024-03-11 09:44:58
"163","Pcal","PolicyReference","Africa_Western","FoodDemand_Staples","FoodDemand_Staples",2075,593.31,2024-03-11 09:44:58
"164","Pcal","PolicyReference","Africa_Western","FoodDemand_Staples","FoodDemand_Staples",2080,605.5077,2024-03-11 09:44:58
"165","Pcal","PolicyReference","Africa_Western","FoodDemand_Staples","FoodDemand_Staples",2085,615.6239,2024-03-11 09:44:58
"166","Pcal","PolicyReference","Africa_Western","FoodDemand_Staples","FoodDemand_Staples",2090,623.7732,2024-03-11 09:44:58
"167","Pcal","PolicyReference","Africa_Western","FoodDemand_Staples","FoodDemand_Staples",2095,630.2664,2024-03-11 09:44:58
"168","Pcal","PolicyReference","Africa_Western","FoodDemand_Staples","FoodDemand_Staples",2100,635.2534,2024-03-11 09:44:58
"169","Pcal","PolicyReference","Argentina","FoodDemand_NonStaples","FoodDemand_NonStaples",1990,18.878114,2024-03-11 09:44:58
"170","Pcal","PolicyReference","Argentina","FoodDemand_NonStaples","FoodDemand_NonStaples",2005,22.4955285,2024-03-11 09:44:58
"171","Pcal","PolicyReference","Argentina","FoodDemand_NonStaples","FoodDemand_NonStaples",2010,25.9406438,2024-03-11 09:44:58
"172","Pcal","PolicyReference","Argentina","FoodDemand_NonStaples","FoodDemand_NonStaples",2015,29.401777,2024-03-11 09:44:58
"173","Pcal","PolicyReference","Argentina","FoodDemand_NonStaples","FoodDemand_NonStaples",2020,29.9979817,2024-03-11 09:44:58
"174","Pcal","PolicyReference","Argentina","FoodDemand_NonStaples","FoodDemand_NonStaples",2025,32.0100262,2024-03-11 09:44:58
"175","Pcal","PolicyReference","Argentina","FoodDemand_NonStaples","FoodDemand_NonStaples",2030,34.0247129,2024-03-11 09:44:58
"176","Pcal","PolicyReference","Argentina","FoodDemand_NonStaples","FoodDemand_NonStaples",2035,35.7593774,2024-03-11 09:44:58
"177","Pcal","PolicyReference","Argentina","FoodDemand_NonStaples","FoodDemand_NonStaples",2040,37.2798141,2024-03-11 09:44:58
"178","Pcal","PolicyReference","Argentina","FoodDemand_NonStaples","FoodDemand_NonStaples",2045,38.4567999,2024-03-11 09:44:58
"179","Pcal","PolicyReference","Argentina","FoodDemand_NonStaples","FoodDemand_NonStaples",2050,39.5067378,2024-03-11 09:44:58
"180","Pcal","PolicyReference","Argentina","FoodDemand_NonStaples","FoodDemand_NonStaples",2055,40.3646974,2024-03-11 09:44:58
"181","Pcal","PolicyReference","Argentina","FoodDemand_NonStaples","FoodDemand_NonStaples",2060,41.0650494,2024-03-11 09:44:58
"182","Pcal","PolicyReference","Argentina","FoodDemand_NonStaples","FoodDemand_NonStaples",2065,41.6132379,2024-03-11 09:44:58
"183","Pcal","PolicyReference","Argentina","FoodDemand_NonStaples","FoodDemand_NonStaples",2070,41.9840415,2024-03-11 09:44:58
"184","Pcal","PolicyReference","Argentina","FoodDemand_NonStaples","FoodDemand_NonStaples",2075,42.1777555,2024-03-11 09:44:58
"185","Pcal","PolicyReference","Argentina","FoodDemand_NonStaples","FoodDemand_NonStaples",2080,42.2383846,2024-03-11 09:44:58
"186","Pcal","PolicyReference","Argentina","FoodDemand_NonStaples","FoodDemand_NonStaples",2085,42.1911575,2024-03-11 09:44:58
"187","Pcal","PolicyReference","Argentina","FoodDemand_NonStaples","FoodDemand_NonStaples",2090,42.0902331,2024-03-11 09:44:58
"188","Pcal","PolicyReference","Argentina","FoodDemand_NonStaples","FoodDemand_NonStaples",2095,41.9071215,2024-03-11 09:44:58
"189","Pcal","PolicyReference","Argentina","FoodDemand_NonStaples","FoodDemand_NonStaples",2100,41.6699673,2024-03-11 09:44:58
"190","Pcal","PolicyReference","Argentina","FoodDemand_Staples","FoodDemand_Staples",1990,15.9662841,2024-03-11 09:44:58
"191","Pcal","PolicyReference","Argentina","FoodDemand_Staples","FoodDemand_Staples",2005,16.558437,2024-03-11 09:44:58
"192","Pcal","PolicyReference","Argentina","FoodDemand_Staples","FoodDemand_Staples",2010,20.962009,2024-03-11 09:44:58
"193","Pcal","PolicyReference","Argentina","FoodDemand_Staples","FoodDemand_Staples",2015,19.542953,2024-03-11 09:44:58
"194","Pcal","PolicyReference","Argentina","FoodDemand_Staples","FoodDemand_Staples",2020,20.31012,2024-03-11 09:44:58
"195","Pcal","PolicyReference","Argentina","FoodDemand_Staples","FoodDemand_Staples",2025,20.77292,2024-03-11 09:44:58
"196","Pcal","PolicyReference","Argentina","FoodDemand_Staples","FoodDemand_Staples",2030,21.18257,2024-03-11 09:44:58
"197","Pcal","PolicyReference","Argentina","FoodDemand_Staples","FoodDemand_Staples",2035,21.53935,2024-03-11 09:44:58
"198","Pcal","PolicyReference","Argentina","FoodDemand_Staples","FoodDemand_Staples",2040,21.84935,2024-03-11 09:44:58
"199","Pcal","PolicyReference","Argentina","FoodDemand_Staples","FoodDemand_Staples",2045,22.07716,2024-03-11 09:44:58
"200","Pcal","PolicyReference","Argentina","FoodDemand_Staples","FoodDemand_Staples",2050,22.22603,2024-03-11 09:44:58
"201","Pcal","PolicyReference","Argentina","FoodDemand_Staples","FoodDemand_Staples",2055,22.29168,2024-03-11 09:44:58
"202","Pcal","PolicyReference","Argentina","FoodDemand_Staples","FoodDemand_Staples",2060,22.27709,2024-03-11 09:44:58
"203","Pcal","PolicyReference","Argentina","FoodDemand_Staples","FoodDemand_Staples",2065,22.20852,2024-03-11 09:44:58
"204","Pcal","PolicyReference","Argentina","FoodDemand_Staples","FoodDemand_Staples",2070,22.07406,2024-03-11 09:44:58
"205","Pcal","PolicyReference","Argentina","FoodDemand_Staples","FoodDemand_Staples",2075,21.88005,2024-03-11 09:44:58
"206","Pcal","PolicyReference","Argentina","FoodDemand_Staples","FoodDemand_Staples",2080,21.63233,2024-03-11 09:44:58
